"","PSID","Gene","Module"
"MAGEA8","MAGEA8","MAGEA8","HuAgeGBsplit_08"
"OR2M7","OR2M7","OR2M7","HuAgeGBsplit_25"
"FAR2P3","FAR2P3","FAR2P3","HuAgeGBsplit_00"
"AC024601.1","AC024601.1","AC024601.1","HuAgeGBsplit_05"
"DEFB128","DEFB128","DEFB128","HuAgeGBsplit_04"
"IQUB","IQUB","IQUB","HuAgeGBsplit_20"
"AC139769.2","AC139769.2","AC139769.2","HuAgeGBsplit_08"
"RN7SKP81","RN7SKP81","RN7SKP81","HuAgeGBsplit_21"
"AC025822.1","AC025822.1","AC025822.1","HuAgeGBsplit_02"
"AC006499.5","AC006499.5","AC006499.5","HuAgeGBsplit_02"
"AC007349.1","AC007349.1","AC007349.1","HuAgeGBsplit_05"
"SLC5A7","SLC5A7","SLC5A7","HuAgeGBsplit_35"
"LYRM4","LYRM4","LYRM4","HuAgeGBsplit_01"
"AC022706.1","AC022706.1","AC022706.1","HuAgeGBsplit_20"
"TMCC1","TMCC1","TMCC1","HuAgeGBsplit_02"
"AL354809.1","AL354809.1","AL354809.1","HuAgeGBsplit_01"
"LINC02500","LINC02500","LINC02500","HuAgeGBsplit_35"
"NEIL3","NEIL3","NEIL3","HuAgeGBsplit_30"
"SDR9C7","SDR9C7","SDR9C7","HuAgeGBsplit_01"
"AC106872.6","AC106872.6","AC106872.6","HuAgeGBsplit_02"
"RN7SL148P","RN7SL148P","RN7SL148P","HuAgeGBsplit_02"
"AC090985.1","AC090985.1","AC090985.1","HuAgeGBsplit_16"
"RNU5E-7P","RNU5E-7P","RNU5E-7P","HuAgeGBsplit_01"
"AF117829.1","AF117829.1","AF117829.1","HuAgeGBsplit_02"
"AMD1P2","AMD1P2","AMD1P2","HuAgeGBsplit_01"
"MT-TA","MT-TA","MT-TA","HuAgeGBsplit_38"
"AL050305.1","AL050305.1","AL050305.1","HuAgeGBsplit_05"
"TTC7B","TTC7B","TTC7B","HuAgeGBsplit_12"
"ACTBP9","ACTBP9","ACTBP9","HuAgeGBsplit_02"
"MT-TI","MT-TI","MT-TI","HuAgeGBsplit_38"
"NIFK-AS1","NIFK-AS1","NIFK-AS1","HuAgeGBsplit_02"
"MARCH1","MARCH1","MARCH1","HuAgeGBsplit_05"
"AC091903.1","AC091903.1","AC091903.1","HuAgeGBsplit_21"
"AC024563.1","AC024563.1","AC024563.1","HuAgeGBsplit_01"
"AC020656.2","AC020656.2","AC020656.2","HuAgeGBsplit_19"
"DHX29","DHX29","DHX29","HuAgeGBsplit_10"
"VPS54","VPS54","VPS54","HuAgeGBsplit_02"
"SPATA6L","SPATA6L","SPATA6L","HuAgeGBsplit_09"
"IGHVIII-11-1","IGHVIII-11-1","IGHVIII-11-1","HuAgeGBsplit_01"
"AC090099.1","AC090099.1","AC090099.1","HuAgeGBsplit_02"
"AL136363.1","AL136363.1","AL136363.1","HuAgeGBsplit_34"
"KRT71","KRT71","KRT71","HuAgeGBsplit_33"
"NOP14","NOP14","NOP14","HuAgeGBsplit_01"
"RPL7AP61","RPL7AP61","RPL7AP61","HuAgeGBsplit_32"
"OR7A3P","OR7A3P","OR7A3P","HuAgeGBsplit_03"
"ELSPBP1","ELSPBP1","ELSPBP1","HuAgeGBsplit_11"
"RNU6-464P","RNU6-464P","RNU6-464P","HuAgeGBsplit_01"
"AC233290.1","AC233290.1","AC233290.1","HuAgeGBsplit_25"
"DLEU7-AS1","DLEU7-AS1","DLEU7-AS1","HuAgeGBsplit_02"
"AC015871.1","AC015871.1","AC015871.1","HuAgeGBsplit_25"
"RAC1P3","RAC1P3","RAC1P3","HuAgeGBsplit_31"
"FKBP4P6","FKBP4P6","FKBP4P6","HuAgeGBsplit_04"
"AC114928.1","AC114928.1","AC114928.1","HuAgeGBsplit_34"
"FTLP19","FTLP19","FTLP19","HuAgeGBsplit_02"
"AC012363.1","AC012363.1","AC012363.1","HuAgeGBsplit_02"
"NANOGP3","NANOGP3","NANOGP3","HuAgeGBsplit_02"
"AC067805.1","AC067805.1","AC067805.1","HuAgeGBsplit_02"
"SLC22A8","SLC22A8","SLC22A8","HuAgeGBsplit_08"
"AC113192.3","AC113192.3","AC113192.3","HuAgeGBsplit_02"
"SLAMF6","SLAMF6","SLAMF6","HuAgeGBsplit_13"
"AC112493.1","AC112493.1","AC112493.1","HuAgeGBsplit_28"
"MYH6","MYH6","MYH6","HuAgeGBsplit_04"
"AC108081.1","AC108081.1","AC108081.1","HuAgeGBsplit_01"
"OR10G9","OR10G9","OR10G9","HuAgeGBsplit_04"
"JKAMPP1","JKAMPP1","JKAMPP1","HuAgeGBsplit_04"
"SETP8","SETP8","SETP8","HuAgeGBsplit_02"
"HNRNPCL2","HNRNPCL2","HNRNPCL2","HuAgeGBsplit_21"
"AC007513.1","AC007513.1","AC007513.1","HuAgeGBsplit_33"
"AC005920.1","AC005920.1","AC005920.1","HuAgeGBsplit_02"
"LRRC34P1","LRRC34P1","LRRC34P1","HuAgeGBsplit_19"
"RASA2","RASA2","RASA2","HuAgeGBsplit_02"
"OR1L6","OR1L6","OR1L6","HuAgeGBsplit_01"
"AC092593.2","AC092593.2","AC092593.2","HuAgeGBsplit_01"
"C4BPAP2","C4BPAP2","C4BPAP2","HuAgeGBsplit_05"
"RNU4-12P","RNU4-12P","RNU4-12P","HuAgeGBsplit_02"
"CCDC102B","CCDC102B","CCDC102B","HuAgeGBsplit_01"
"PPP4R3C","PPP4R3C","PPP4R3C","HuAgeGBsplit_25"
"AP001646.3","AP001646.3","AP001646.3","HuAgeGBsplit_22"
"AC234778.1","AC234778.1","AC234778.1","HuAgeGBsplit_02"
"RNU6-477P","RNU6-477P","RNU6-477P","HuAgeGBsplit_16"
"MAST4","MAST4","MAST4","HuAgeGBsplit_24"
"C7orf77","C7orf77","C7orf77","HuAgeGBsplit_03"
"AC007349.2","AC007349.2","AC007349.2","HuAgeGBsplit_05"
"AC026782.1","AC026782.1","AC026782.1","HuAgeGBsplit_01"
"ABCC6","ABCC6","ABCC6","HuAgeGBsplit_02"
"AC108724.1","AC108724.1","AC108724.1","HuAgeGBsplit_03"
"LYPLA2P3","LYPLA2P3","LYPLA2P3","HuAgeGBsplit_04"
"AC104837.1","AC104837.1","AC104837.1","HuAgeGBsplit_03"
"AC104076.2","AC104076.2","AC104076.2","HuAgeGBsplit_03"
"AL158064.1","AL158064.1","AL158064.1","HuAgeGBsplit_08"
"PIP5K1B","PIP5K1B","PIP5K1B","HuAgeGBsplit_01"
"RPL5P6","RPL5P6","RPL5P6","HuAgeGBsplit_02"
"PRDM15","PRDM15","PRDM15","HuAgeGBsplit_17"
"ADGRB3","ADGRB3","ADGRB3","HuAgeGBsplit_05"
"OR5T2","OR5T2","OR5T2","HuAgeGBsplit_03"
"RPL26P3","RPL26P3","RPL26P3","HuAgeGBsplit_32"
"NINJ2","NINJ2","NINJ2","HuAgeGBsplit_02"
"RN7SKP192","RN7SKP192","RN7SKP192","HuAgeGBsplit_02"
"OR2L3","OR2L3","OR2L3","HuAgeGBsplit_05"
"SENP8","SENP8","SENP8","HuAgeGBsplit_01"
"RN7SKP263","RN7SKP263","RN7SKP263","HuAgeGBsplit_37"
"RIMS2","RIMS2","RIMS2","HuAgeGBsplit_05"
"ACTG1P19","ACTG1P19","ACTG1P19","HuAgeGBsplit_03"
"LINC00649","LINC00649","LINC00649","HuAgeGBsplit_02"
"HABP2","HABP2","HABP2","HuAgeGBsplit_02"
"OR7H1P","OR7H1P","OR7H1P","HuAgeGBsplit_25"
"BEST2","BEST2","BEST2","HuAgeGBsplit_04"
"RPS24P18","RPS24P18","RPS24P18","HuAgeGBsplit_02"
"RPL34P29","RPL34P29","RPL34P29","HuAgeGBsplit_32"
"AGAP14P","AGAP14P","AGAP14P","HuAgeGBsplit_01"
"AC005833.2","AC005833.2","AC005833.2","HuAgeGBsplit_02"
"OLAH","OLAH","OLAH","HuAgeGBsplit_22"
"RNU7-82P","RNU7-82P","RNU7-82P","HuAgeGBsplit_09"
"AL158053.1","AL158053.1","AL158053.1","HuAgeGBsplit_25"
"NPVF","NPVF","NPVF","HuAgeGBsplit_03"
"LGMNP1","LGMNP1","LGMNP1","HuAgeGBsplit_03"
"KPNA1","KPNA1","KPNA1","HuAgeGBsplit_02"
"MBD3L2B","MBD3L2B","MBD3L2B","HuAgeGBsplit_25"
"AC007848.1","AC007848.1","AC007848.1","HuAgeGBsplit_28"
"CPN2","CPN2","CPN2","HuAgeGBsplit_01"
"AL513534.2","AL513534.2","AL513534.2","HuAgeGBsplit_20"
"RPL10P10","RPL10P10","RPL10P10","HuAgeGBsplit_21"
"PIBF1","PIBF1","PIBF1","HuAgeGBsplit_17"
"AL121723.1","AL121723.1","AL121723.1","HuAgeGBsplit_25"
"NIFKP1","NIFKP1","NIFKP1","HuAgeGBsplit_02"
"SDCBPP3","SDCBPP3","SDCBPP3","HuAgeGBsplit_04"
"AL390729.1","AL390729.1","AL390729.1","HuAgeGBsplit_09"
"OR7E23P","OR7E23P","OR7E23P","HuAgeGBsplit_03"
"EEF1GP3","EEF1GP3","EEF1GP3","HuAgeGBsplit_01"
"AL451069.1","AL451069.1","AL451069.1","HuAgeGBsplit_09"
"CYP4F2","CYP4F2","CYP4F2","HuAgeGBsplit_01"
"AL589843.1","AL589843.1","AL589843.1","HuAgeGBsplit_01"
"KRT19P1","KRT19P1","KRT19P1","HuAgeGBsplit_03"
"AL360089.1","AL360089.1","AL360089.1","HuAgeGBsplit_02"
"RPS6KC1","RPS6KC1","RPS6KC1","HuAgeGBsplit_01"
"IQCA1L","IQCA1L","IQCA1L","HuAgeGBsplit_22"
"RN7SL317P","RN7SL317P","RN7SL317P","HuAgeGBsplit_03"
"AC010636.2","AC010636.2","AC010636.2","HuAgeGBsplit_01"
"RNU6-478P","RNU6-478P","RNU6-478P","HuAgeGBsplit_02"
"IL5RA","IL5RA","IL5RA","HuAgeGBsplit_20"
"RUNX1","RUNX1","RUNX1","HuAgeGBsplit_02"
"SEC22A","SEC22A","SEC22A","HuAgeGBsplit_01"
"RN7SL210P","RN7SL210P","RN7SL210P","HuAgeGBsplit_21"
"RFC3P1","RFC3P1","RFC3P1","HuAgeGBsplit_03"
"AC069281.1","AC069281.1","AC069281.1","HuAgeGBsplit_01"
"RN7SL282P","RN7SL282P","RN7SL282P","HuAgeGBsplit_02"
"AP003499.2","AP003499.2","AP003499.2","HuAgeGBsplit_01"
"KCTD14","KCTD14","KCTD14","HuAgeGBsplit_02"
"TFB1M","TFB1M","TFB1M","HuAgeGBsplit_01"
"CRYBA4","CRYBA4","CRYBA4","HuAgeGBsplit_01"
"XKRX","XKRX","XKRX","HuAgeGBsplit_04"
"SLC47A1","SLC47A1","SLC47A1","HuAgeGBsplit_02"
"AL450322.2","AL450322.2","AL450322.2","HuAgeGBsplit_28"
"ADGRD1","ADGRD1","ADGRD1","HuAgeGBsplit_11"
"LINC01034","LINC01034","LINC01034","HuAgeGBsplit_23"
"PRKD1","PRKD1","PRKD1","HuAgeGBsplit_12"
"EI24P3","EI24P3","EI24P3","HuAgeGBsplit_25"
"AL358934.1","AL358934.1","AL358934.1","HuAgeGBsplit_22"
"THAP12P1","THAP12P1","THAP12P1","HuAgeGBsplit_01"
"FRMD8P1","FRMD8P1","FRMD8P1","HuAgeGBsplit_04"
"LRRK1","LRRK1","LRRK1","HuAgeGBsplit_05"
"AC124854.1","AC124854.1","AC124854.1","HuAgeGBsplit_10"
"AP000676.3","AP000676.3","AP000676.3","HuAgeGBsplit_02"
"RNU6-609P","RNU6-609P","RNU6-609P","HuAgeGBsplit_02"
"AC020905.1","AC020905.1","AC020905.1","HuAgeGBsplit_01"
"IHH","IHH","IHH","HuAgeGBsplit_04"
"AP005639.1","AP005639.1","AP005639.1","HuAgeGBsplit_01"
"AC106733.1","AC106733.1","AC106733.1","HuAgeGBsplit_05"
"AIM2","AIM2","AIM2","HuAgeGBsplit_07"
"AL109924.3","AL109924.3","AL109924.3","HuAgeGBsplit_26"
"AL136985.3","AL136985.3","AL136985.3","HuAgeGBsplit_01"
"CCDC32","CCDC32","CCDC32","HuAgeGBsplit_01"
"AL136455.1","AL136455.1","AL136455.1","HuAgeGBsplit_02"
"HRASLS2","HRASLS2","HRASLS2","HuAgeGBsplit_01"
"BMS1P7","BMS1P7","BMS1P7","HuAgeGBsplit_09"
"AC087888.1","AC087888.1","AC087888.1","HuAgeGBsplit_03"
"TMEM246","TMEM246","TMEM246","HuAgeGBsplit_33"
"PARD3","PARD3","PARD3","HuAgeGBsplit_02"
"PPIAP76","PPIAP76","PPIAP76","HuAgeGBsplit_03"
"SLC20A1P1","SLC20A1P1","SLC20A1P1","HuAgeGBsplit_02"
"PSG4","PSG4","PSG4","HuAgeGBsplit_25"
"AC245291.2","AC245291.2","AC245291.2","HuAgeGBsplit_02"
"TBCK","TBCK","TBCK","HuAgeGBsplit_02"
"CYP3A4","CYP3A4","CYP3A4","HuAgeGBsplit_01"
"CACNA1C","CACNA1C","CACNA1C","HuAgeGBsplit_02"
"TERF1P1","TERF1P1","TERF1P1","HuAgeGBsplit_08"
"AL357833.1","AL357833.1","AL357833.1","HuAgeGBsplit_05"
"OR4F2P","OR4F2P","OR4F2P","HuAgeGBsplit_02"
"ANKRD55","ANKRD55","ANKRD55","HuAgeGBsplit_24"
"NBPF20","NBPF20","NBPF20","HuAgeGBsplit_01"
"UBE3AP2","UBE3AP2","UBE3AP2","HuAgeGBsplit_03"
"MOCS1P1","MOCS1P1","MOCS1P1","HuAgeGBsplit_04"
"CRP","CRP","CRP","HuAgeGBsplit_04"
"HECW1","HECW1","HECW1","HuAgeGBsplit_16"
"KRT8P18","KRT8P18","KRT8P18","HuAgeGBsplit_03"
"MIR5011","MIR5011","MIR5011","HuAgeGBsplit_02"
"CPED1","CPED1","CPED1","HuAgeGBsplit_01"
"DNAJC19P3","DNAJC19P3","DNAJC19P3","HuAgeGBsplit_01"
"PRELID3BP1","PRELID3BP1","PRELID3BP1","HuAgeGBsplit_34"
"MPPE1P1","MPPE1P1","MPPE1P1","HuAgeGBsplit_05"
"AC006499.6","AC006499.6","AC006499.6","HuAgeGBsplit_01"
"MCTP2","MCTP2","MCTP2","HuAgeGBsplit_27"
"ANKRD13C","ANKRD13C","ANKRD13C","HuAgeGBsplit_01"
"KAZN","KAZN","KAZN","HuAgeGBsplit_02"
"ZNF385C","ZNF385C","ZNF385C","HuAgeGBsplit_08"
"MTFR1","MTFR1","MTFR1","HuAgeGBsplit_01"
"IGKV1D-27","IGKV1D-27","IGKV1D-27","HuAgeGBsplit_03"
"HNRNPKP2","HNRNPKP2","HNRNPKP2","HuAgeGBsplit_03"
"MND1","MND1","MND1","HuAgeGBsplit_30"
"AP000289.1","AP000289.1","AP000289.1","HuAgeGBsplit_02"
"MTND3P19","MTND3P19","MTND3P19","HuAgeGBsplit_21"
"MON1A","MON1A","MON1A","HuAgeGBsplit_02"
"VDAC1P12","VDAC1P12","VDAC1P12","HuAgeGBsplit_05"
"PAX4","PAX4","PAX4","HuAgeGBsplit_04"
"EBF1","EBF1","EBF1","HuAgeGBsplit_08"
"CCL26","CCL26","CCL26","HuAgeGBsplit_29"
"CLDN17","CLDN17","CLDN17","HuAgeGBsplit_23"
"FOLH1B","FOLH1B","FOLH1B","HuAgeGBsplit_19"
"ABCA17P","ABCA17P","ABCA17P","HuAgeGBsplit_23"
"RF00411","RF00411","RF00411","HuAgeGBsplit_02"
"LINC00854","LINC00854","LINC00854","HuAgeGBsplit_09"
"ERI2","ERI2","ERI2","HuAgeGBsplit_02"
"RN7SL709P","RN7SL709P","RN7SL709P","HuAgeGBsplit_05"
"AC241377.2","AC241377.2","AC241377.2","HuAgeGBsplit_01"
"LINC01270","LINC01270","LINC01270","HuAgeGBsplit_29"
"AP3B1","AP3B1","AP3B1","HuAgeGBsplit_10"
"AL133351.3","AL133351.3","AL133351.3","HuAgeGBsplit_02"
"USP3","USP3","USP3","HuAgeGBsplit_01"
"AP001784.1","AP001784.1","AP001784.1","HuAgeGBsplit_01"
"BIN2P1","BIN2P1","BIN2P1","HuAgeGBsplit_02"
"SETP1","SETP1","SETP1","HuAgeGBsplit_02"
"AP005264.4","AP005264.4","AP005264.4","HuAgeGBsplit_01"
"L1TD1","L1TD1","L1TD1","HuAgeGBsplit_06"
"TSGA10","TSGA10","TSGA10","HuAgeGBsplit_20"
"SIAH1P1","SIAH1P1","SIAH1P1","HuAgeGBsplit_32"
"WDR72","WDR72","WDR72","HuAgeGBsplit_28"
"METTL11B","METTL11B","METTL11B","HuAgeGBsplit_11"
"AC011270.1","AC011270.1","AC011270.1","HuAgeGBsplit_02"
"RNA5SP293","RNA5SP293","RNA5SP293","HuAgeGBsplit_05"
"STIP1P3","STIP1P3","STIP1P3","HuAgeGBsplit_25"
"AL359195.1","AL359195.1","AL359195.1","HuAgeGBsplit_37"
"RGS18","RGS18","RGS18","HuAgeGBsplit_01"
"MMS22L","MMS22L","MMS22L","HuAgeGBsplit_30"
"MGAT4C","MGAT4C","MGAT4C","HuAgeGBsplit_01"
"CDK4P1","CDK4P1","CDK4P1","HuAgeGBsplit_03"
"AC005186.1","AC005186.1","AC005186.1","HuAgeGBsplit_02"
"RPS3AP23","RPS3AP23","RPS3AP23","HuAgeGBsplit_05"
"LINC00887","LINC00887","LINC00887","HuAgeGBsplit_02"
"LINC01013","LINC01013","LINC01013","HuAgeGBsplit_24"
"LINC00664","LINC00664","LINC00664","HuAgeGBsplit_01"
"AL110118.2","AL110118.2","AL110118.2","HuAgeGBsplit_16"
"GINS4","GINS4","GINS4","HuAgeGBsplit_01"
"AC003686.1","AC003686.1","AC003686.1","HuAgeGBsplit_03"
"OR2L1P","OR2L1P","OR2L1P","HuAgeGBsplit_05"
"AL136295.5","AL136295.5","AL136295.5","HuAgeGBsplit_13"
"CLEC4D","CLEC4D","CLEC4D","HuAgeGBsplit_29"
"ATG7","ATG7","ATG7","HuAgeGBsplit_02"
"TRBV22OR9-2","TRBV22OR9-2","TRBV22OR9-2","HuAgeGBsplit_21"
"VN1R40P","VN1R40P","VN1R40P","HuAgeGBsplit_05"
"ZNF479","ZNF479","ZNF479","HuAgeGBsplit_31"
"AC006160.2","AC006160.2","AC006160.2","HuAgeGBsplit_21"
"WDR12","WDR12","WDR12","HuAgeGBsplit_02"
"HNRNPA1P19","HNRNPA1P19","HNRNPA1P19","HuAgeGBsplit_05"
"NTRK3-AS1","NTRK3-AS1","NTRK3-AS1","HuAgeGBsplit_22"
"AC008127.1","AC008127.1","AC008127.1","HuAgeGBsplit_02"
"AC011233.1","AC011233.1","AC011233.1","HuAgeGBsplit_26"
"BRAF","BRAF","BRAF","HuAgeGBsplit_07"
"AC131281.2","AC131281.2","AC131281.2","HuAgeGBsplit_03"
"ARHGAP44","ARHGAP44","ARHGAP44","HuAgeGBsplit_08"
"MTND4P35","MTND4P35","MTND4P35","HuAgeGBsplit_38"
"RNU4ATAC14P","RNU4ATAC14P","RNU4ATAC14P","HuAgeGBsplit_28"
"ZNF280A","ZNF280A","ZNF280A","HuAgeGBsplit_27"
"OR5D2P","OR5D2P","OR5D2P","HuAgeGBsplit_19"
"C2orf48","C2orf48","C2orf48","HuAgeGBsplit_09"
"LINC01079","LINC01079","LINC01079","HuAgeGBsplit_02"
"AP003059.1","AP003059.1","AP003059.1","HuAgeGBsplit_01"
"BANP","BANP","BANP","HuAgeGBsplit_01"
"PRDX2P2","PRDX2P2","PRDX2P2","HuAgeGBsplit_02"
"HAUS4P1","HAUS4P1","HAUS4P1","HuAgeGBsplit_25"
"AC112203.1","AC112203.1","AC112203.1","HuAgeGBsplit_28"
"MIR381HG","MIR381HG","MIR381HG","HuAgeGBsplit_23"
"PP2D1","PP2D1","PP2D1","HuAgeGBsplit_03"
"HSPA8P5","HSPA8P5","HSPA8P5","HuAgeGBsplit_23"
"MRLN","MRLN","MRLN","HuAgeGBsplit_14"
"AC005019.1","AC005019.1","AC005019.1","HuAgeGBsplit_02"
"POLA1","POLA1","POLA1","HuAgeGBsplit_02"
"AC005252.3","AC005252.3","AC005252.3","HuAgeGBsplit_02"
"AC008753.2","AC008753.2","AC008753.2","HuAgeGBsplit_01"
"MIPEPP1","MIPEPP1","MIPEPP1","HuAgeGBsplit_02"
"RNU2-9P","RNU2-9P","RNU2-9P","HuAgeGBsplit_01"
"PLD5","PLD5","PLD5","HuAgeGBsplit_01"
"AC080080.2","AC080080.2","AC080080.2","HuAgeGBsplit_34"
"AC092687.1","AC092687.1","AC092687.1","HuAgeGBsplit_01"
"AC025470.1","AC025470.1","AC025470.1","HuAgeGBsplit_03"
"AC008677.2","AC008677.2","AC008677.2","HuAgeGBsplit_02"
"DCST1","DCST1","DCST1","HuAgeGBsplit_02"
"AC009161.2","AC009161.2","AC009161.2","HuAgeGBsplit_27"
"AL645568.1","AL645568.1","AL645568.1","HuAgeGBsplit_05"
"MARCOL","MARCOL","MARCOL","HuAgeGBsplit_25"
"HMGN1P35","HMGN1P35","HMGN1P35","HuAgeGBsplit_26"
"AC124945.1","AC124945.1","AC124945.1","HuAgeGBsplit_01"
"AC015688.1","AC015688.1","AC015688.1","HuAgeGBsplit_09"
"POLQ","POLQ","POLQ","HuAgeGBsplit_30"
"RNU6ATAC21P","RNU6ATAC21P","RNU6ATAC21P","HuAgeGBsplit_01"
"AC021146.6","AC021146.6","AC021146.6","HuAgeGBsplit_21"
"AC129492.6","AC129492.6","AC129492.6","HuAgeGBsplit_12"
"ENPP7P8","ENPP7P8","ENPP7P8","HuAgeGBsplit_05"
"AL139300.2","AL139300.2","AL139300.2","HuAgeGBsplit_08"
"SPINK6","SPINK6","SPINK6","HuAgeGBsplit_03"
"AC109479.2","AC109479.2","AC109479.2","HuAgeGBsplit_02"
"BTF3P4","BTF3P4","BTF3P4","HuAgeGBsplit_01"
"CHRFAM7A","CHRFAM7A","CHRFAM7A","HuAgeGBsplit_24"
"KRT86","KRT86","KRT86","HuAgeGBsplit_16"
"RN7SL553P","RN7SL553P","RN7SL553P","HuAgeGBsplit_32"
"RAB28P3","RAB28P3","RAB28P3","HuAgeGBsplit_31"
"AC063952.1","AC063952.1","AC063952.1","HuAgeGBsplit_37"
"AC092335.1","AC092335.1","AC092335.1","HuAgeGBsplit_16"
"AC140658.4","AC140658.4","AC140658.4","HuAgeGBsplit_04"
"AC126323.5","AC126323.5","AC126323.5","HuAgeGBsplit_31"
"AC092807.1","AC092807.1","AC092807.1","HuAgeGBsplit_01"
"PKN2","PKN2","PKN2","HuAgeGBsplit_01"
"KIR3DX1","KIR3DX1","KIR3DX1","HuAgeGBsplit_18"
"C2orf73","C2orf73","C2orf73","HuAgeGBsplit_20"
"AC107934.1","AC107934.1","AC107934.1","HuAgeGBsplit_25"
"CCDC158","CCDC158","CCDC158","HuAgeGBsplit_01"
"WISP3","WISP3","WISP3","HuAgeGBsplit_08"
"NSUN3","NSUN3","NSUN3","HuAgeGBsplit_02"
"AL353743.4","AL353743.4","AL353743.4","HuAgeGBsplit_35"
"AL603756.1","AL603756.1","AL603756.1","HuAgeGBsplit_22"
"RNU4-71P","RNU4-71P","RNU4-71P","HuAgeGBsplit_01"
"FABP5P13","FABP5P13","FABP5P13","HuAgeGBsplit_32"
"CR769776.1","CR769776.1","CR769776.1","HuAgeGBsplit_33"
"AL132796.3","AL132796.3","AL132796.3","HuAgeGBsplit_37"
"KRT18P35","KRT18P35","KRT18P35","HuAgeGBsplit_02"
"SPOPL","SPOPL","SPOPL","HuAgeGBsplit_02"
"STAG1","STAG1","STAG1","HuAgeGBsplit_02"
"TIFAB","TIFAB","TIFAB","HuAgeGBsplit_02"
"AC011978.1","AC011978.1","AC011978.1","HuAgeGBsplit_01"
"RN7SKP181","RN7SKP181","RN7SKP181","HuAgeGBsplit_02"
"C1QTNF9B","C1QTNF9B","C1QTNF9B","HuAgeGBsplit_02"
"CSMD1","CSMD1","CSMD1","HuAgeGBsplit_05"
"AC138512.1","AC138512.1","AC138512.1","HuAgeGBsplit_02"
"AC114973.1","AC114973.1","AC114973.1","HuAgeGBsplit_02"
"AC064807.1","AC064807.1","AC064807.1","HuAgeGBsplit_19"
"AC008080.2","AC008080.2","AC008080.2","HuAgeGBsplit_01"
"PPHLN1","PPHLN1","PPHLN1","HuAgeGBsplit_02"
"FAM24A","FAM24A","FAM24A","HuAgeGBsplit_04"
"MEIOC","MEIOC","MEIOC","HuAgeGBsplit_01"
"SIAH3","SIAH3","SIAH3","HuAgeGBsplit_08"
"AP003097.1","AP003097.1","AP003097.1","HuAgeGBsplit_03"
"AL355298.1","AL355298.1","AL355298.1","HuAgeGBsplit_01"
"AL139008.2","AL139008.2","AL139008.2","HuAgeGBsplit_02"
"ARID1B","ARID1B","ARID1B","HuAgeGBsplit_02"
"SHC1P1","SHC1P1","SHC1P1","HuAgeGBsplit_04"
"OR10U1P","OR10U1P","OR10U1P","HuAgeGBsplit_21"
"CD83P1","CD83P1","CD83P1","HuAgeGBsplit_26"
"MCU","MCU","MCU","HuAgeGBsplit_15"
"KCNAB1","KCNAB1","KCNAB1","HuAgeGBsplit_35"
"SYCN","SYCN","SYCN","HuAgeGBsplit_04"
"AP000648.1","AP000648.1","AP000648.1","HuAgeGBsplit_21"
"TUFMP1","TUFMP1","TUFMP1","HuAgeGBsplit_21"
"CRACR2A","CRACR2A","CRACR2A","HuAgeGBsplit_13"
"CYP39A1","CYP39A1","CYP39A1","HuAgeGBsplit_01"
"NBEAP3","NBEAP3","NBEAP3","HuAgeGBsplit_07"
"LINC00886","LINC00886","LINC00886","HuAgeGBsplit_02"
"TPTE2P5","TPTE2P5","TPTE2P5","HuAgeGBsplit_17"
"AL035541.1","AL035541.1","AL035541.1","HuAgeGBsplit_27"
"HNRNPA1P48","HNRNPA1P48","HNRNPA1P48","HuAgeGBsplit_10"
"AL035414.1","AL035414.1","AL035414.1","HuAgeGBsplit_16"
"TMEM210","TMEM210","TMEM210","HuAgeGBsplit_02"
"AP001485.1","AP001485.1","AP001485.1","HuAgeGBsplit_32"
"HMGB1P40","HMGB1P40","HMGB1P40","HuAgeGBsplit_21"
"RF00012","RF00012","RF00012","HuAgeGBsplit_02"
"FHOD3","FHOD3","FHOD3","HuAgeGBsplit_01"
"PPEF1","PPEF1","PPEF1","HuAgeGBsplit_01"
"CCDC15","CCDC15","CCDC15","HuAgeGBsplit_14"
"MTCO1P49","MTCO1P49","MTCO1P49","HuAgeGBsplit_21"
"FOXI1","FOXI1","FOXI1","HuAgeGBsplit_24"
"OR7E111P","OR7E111P","OR7E111P","HuAgeGBsplit_01"
"AC013762.1","AC013762.1","AC013762.1","HuAgeGBsplit_01"
"PDE10A","PDE10A","PDE10A","HuAgeGBsplit_35"
"AC092159.2","AC092159.2","AC092159.2","HuAgeGBsplit_05"
"NRXN3","NRXN3","NRXN3","HuAgeGBsplit_05"
"NOX4","NOX4","NOX4","HuAgeGBsplit_01"
"AC092284.1","AC092284.1","AC092284.1","HuAgeGBsplit_03"
"ALDOAP1","ALDOAP1","ALDOAP1","HuAgeGBsplit_03"
"OR4D8P","OR4D8P","OR4D8P","HuAgeGBsplit_03"
"RNA5-8SP6","RNA5-8SP6","RNA5-8SP6","HuAgeGBsplit_01"
"SMG1P3","SMG1P3","SMG1P3","HuAgeGBsplit_01"
"AC025554.1","AC025554.1","AC025554.1","HuAgeGBsplit_20"
"AC078880.2","AC078880.2","AC078880.2","HuAgeGBsplit_02"
"MYCLP2","MYCLP2","MYCLP2","HuAgeGBsplit_03"
"EI24P1","EI24P1","EI24P1","HuAgeGBsplit_03"
"AL445523.1","AL445523.1","AL445523.1","HuAgeGBsplit_23"
"AC024257.1","AC024257.1","AC024257.1","HuAgeGBsplit_33"
