"","PSID","Gene","Module"
"TNF","TNF","TNF","pink"
"SAA1","SAA1","SAA1","blue"
"AC139453.1","AC139453.1","AC139453.1","lightgreen"
"MIR3671","MIR3671","MIR3671","turquoise"
"ECEL1","ECEL1","ECEL1","greenyellow"
"CD24","CD24","CD24","blue"
"RNU6-703P","RNU6-703P","RNU6-703P","blue"
"RNU6-30P","RNU6-30P","RNU6-30P","turquoise"
"DKK1","DKK1","DKK1","purple"
"APLNR","APLNR","APLNR","turquoise"
"EMILIN3","EMILIN3","EMILIN3","blue"
"SOX1-OT","SOX1-OT","SOX1-OT","lightcyan"
"EN1","EN1","EN1","blue"
"SNORD3B-2","SNORD3B-2","SNORD3B-2","blue"
"RNU6-45P","RNU6-45P","RNU6-45P","blue"
"NAP1L6","NAP1L6","NAP1L6","blue"
"RNU6-925P","RNU6-925P","RNU6-925P","blue"
"FP671120.4","FP671120.4","FP671120.4","turquoise"
"MLLT10P1","MLLT10P1","MLLT10P1","blue"
"RNVU1-19","RNVU1-19","RNVU1-19","darkgreen"
"C6orf15","C6orf15","C6orf15","turquoise"
"PEG10","PEG10","PEG10","black"
"NKX2-5","NKX2-5","NKX2-5","blue"
"AC007952.4","AC007952.4","AC007952.4","blue"
"TRBJ1-4","TRBJ1-4","TRBJ1-4","saddlebrown"
"SLITRK3","SLITRK3","SLITRK3","turquoise"
"TAF9P3","TAF9P3","TAF9P3","turquoise"
"RNU6-1091P","RNU6-1091P","RNU6-1091P","blue"
"TRBJ1-5","TRBJ1-5","TRBJ1-5","salmon"
"MT1G","MT1G","MT1G","blue"
"AC104072.1","AC104072.1","AC104072.1","blue"
"AL159169.1","AL159169.1","AL159169.1","blue"
"AC109583.2","AC109583.2","AC109583.2","blue"
"F8A3","F8A3","F8A3","turquoise"
"MIR138-1","MIR138-1","MIR138-1","blue"
"HLA-DQA2","HLA-DQA2","HLA-DQA2","blue"
"RNU6-510P","RNU6-510P","RNU6-510P","blue"
"HOXD10","HOXD10","HOXD10","blue"
"PI3","PI3","PI3","saddlebrown"
"MIR4521","MIR4521","MIR4521","turquoise"
"RNA5SP490","RNA5SP490","RNA5SP490","turquoise"
"SP8","SP8","SP8","darkgrey"
"LSP1P2","LSP1P2","LSP1P2","lightgreen"
"C1QL2","C1QL2","C1QL2","turquoise"
"SMIM32","SMIM32","SMIM32","red"
"MIR4477B","MIR4477B","MIR4477B","red"
"SOX1","SOX1","SOX1","lightcyan"
"RNU6-994P","RNU6-994P","RNU6-994P","turquoise"
"TRBJ2-4","TRBJ2-4","TRBJ2-4","turquoise"
"IL13RA2","IL13RA2","IL13RA2","turquoise"
"RNU6-483P","RNU6-483P","RNU6-483P","blue"
"S100A9","S100A9","S100A9","turquoise"
"HLA-DRB6","HLA-DRB6","HLA-DRB6","blue"
"AF228730.4","AF228730.4","AF228730.4","greenyellow"
"AC004947.2","AC004947.2","AC004947.2","black"
"AC073261.1","AC073261.1","AC073261.1","tan"
"RNY4P37","RNY4P37","RNY4P37","turquoise"
"ADRA2A","ADRA2A","ADRA2A","turquoise"
"VTRNA1-2","VTRNA1-2","VTRNA1-2","yellowgreen"
"LINC00404","LINC00404","LINC00404","lightcyan"
"AL139231.1","AL139231.1","AL139231.1","turquoise"
"IGLC3","IGLC3","IGLC3","turquoise"
"AL031430.1","AL031430.1","AL031430.1","lightgreen"
"TRGJP1","TRGJP1","TRGJP1","turquoise"
"TBX5-AS1","TBX5-AS1","TBX5-AS1","darkgrey"
"AC233266.1","AC233266.1","AC233266.1","blue"
"MIR219A1","MIR219A1","MIR219A1","blue"
"HOXB2","HOXB2","HOXB2","cyan"
"RPL39P40","RPL39P40","RPL39P40","grey60"
"TRBJ1-6","TRBJ1-6","TRBJ1-6","salmon"
"PCDH8","PCDH8","PCDH8","blue"
"HIST1H4J","HIST1H4J","HIST1H4J","turquoise"
"MIR3193","MIR3193","MIR3193","blue"
"CH25H","CH25H","CH25H","pink"
"MIR3685","MIR3685","MIR3685","turquoise"
"DES","DES","DES","turquoise"
"AC015813.4","AC015813.4","AC015813.4","turquoise"
"IGHJ3","IGHJ3","IGHJ3","blue"
"EGFR","EGFR","EGFR","black"
"AL136380.1","AL136380.1","AL136380.1","blue"
"STK19B","STK19B","STK19B","blue"
"ENTPD2","ENTPD2","ENTPD2","red"
"AL021937.2","AL021937.2","AL021937.2","blue"
"AC007423.1","AC007423.1","AC007423.1","blue"
"DDX3Y","DDX3Y","DDX3Y","darkturquoise"
"GPNMB","GPNMB","GPNMB","turquoise"
"TRBV26OR9-2","TRBV26OR9-2","TRBV26OR9-2","turquoise"
"IRX1","IRX1","IRX1","turquoise"
"AC107398.3","AC107398.3","AC107398.3","blue"
"RNU6ATAC","RNU6ATAC","RNU6ATAC","turquoise"
"AC004890.1","AC004890.1","AC004890.1","blue"
"AL445423.1","AL445423.1","AL445423.1","blue"
"EGR1","EGR1","EGR1","pink"
"TMEM229A","TMEM229A","TMEM229A","blue"
"IRX2","IRX2","IRX2","turquoise"
"AL135786.1","AL135786.1","AL135786.1","blue"
"AC010424.1","AC010424.1","AC010424.1","red"
"NPAS4","NPAS4","NPAS4","yellow"
"PENK","PENK","PENK","sienna3"
"GPD1","GPD1","GPD1","turquoise"
"MIR5091","MIR5091","MIR5091","darkgreen"
"AL589987.1","AL589987.1","AL589987.1","blue"
"DLL3","DLL3","DLL3","white"
"AC004556.1","AC004556.1","AC004556.1","cyan"
"NPTX1","NPTX1","NPTX1","blue"
"SLC10A4","SLC10A4","SLC10A4","turquoise"
"CYP3A52P","CYP3A52P","CYP3A52P","turquoise"
"PCDHB15","PCDHB15","PCDHB15","purple"
"RPS29P5","RPS29P5","RPS29P5","blue"
"AL645939.1","AL645939.1","AL645939.1","blue"
"AC079949.2","AC079949.2","AC079949.2","turquoise"
"MIR4278","MIR4278","MIR4278","blue"
"GBX2","GBX2","GBX2","turquoise"
"AF250324.1","AF250324.1","AF250324.1","yellowgreen"
"AC017048.3","AC017048.3","AC017048.3","turquoise"
"CXCL8","CXCL8","CXCL8","turquoise"
"EIF3FP3","EIF3FP3","EIF3FP3","turquoise"
"MCHR1","MCHR1","MCHR1","blue"
"MIR132","MIR132","MIR132","turquoise"
"AC015726.2","AC015726.2","AC015726.2","turquoise"
"METTL7B","METTL7B","METTL7B","blue"
"AC006157.1","AC006157.1","AC006157.1","darkturquoise"
"AL591926.8","AL591926.8","AL591926.8","red"
"HMGN2P15","HMGN2P15","HMGN2P15","turquoise"
"MIR4514","MIR4514","MIR4514","midnightblue"
"GSC","GSC","GSC","tan"
"FOS","FOS","FOS","pink"
"AC093787.1","AC093787.1","AC093787.1","sienna3"
"GPR27","GPR27","GPR27","blue"
"CRLF1","CRLF1","CRLF1","greenyellow"
"RNA5SP515","RNA5SP515","RNA5SP515","blue"
"RASSF10","RASSF10","RASSF10","lightgreen"
"NPY","NPY","NPY","blue"
"AL008707.1","AL008707.1","AL008707.1","turquoise"
"AC005363.2","AC005363.2","AC005363.2","blue"
"AL627309.7","AL627309.7","AL627309.7","turquoise"
"LRRC10B","LRRC10B","LRRC10B","turquoise"
"MT1XP1","MT1XP1","MT1XP1","blue"
"PITX1","PITX1","PITX1","blue"
"FOXG1","FOXG1","FOXG1","turquoise"
"PDGFRA","PDGFRA","PDGFRA","turquoise"
"CXCL1","CXCL1","CXCL1","blue"
"IGHJ5","IGHJ5","IGHJ5","turquoise"
"IRX3","IRX3","IRX3","turquoise"
"AC007318.2","AC007318.2","AC007318.2","turquoise"
"RNU5E-1","RNU5E-1","RNU5E-1","lightyellow"
"AC091932.1","AC091932.1","AC091932.1","blue"
"AC024257.2","AC024257.2","AC024257.2","blue"
"HLA-Z","HLA-Z","HLA-Z","turquoise"
"RN7SL585P","RN7SL585P","RN7SL585P","grey60"
"RPL37P2","RPL37P2","RPL37P2","turquoise"
"AC148477.7","AC148477.7","AC148477.7","blue"
"LPL","LPL","LPL","blue"
"AL021997.1","AL021997.1","AL021997.1","blue"
"GPR88","GPR88","GPR88","blue"
"MIR320A","MIR320A","MIR320A","red"
"ZSCAN12P1","ZSCAN12P1","ZSCAN12P1","red"
"MIR892A","MIR892A","MIR892A","turquoise"
"FOXD3-AS1","FOXD3-AS1","FOXD3-AS1","white"
"CXCL5","CXCL5","CXCL5","blue"
"LINC01597","LINC01597","LINC01597","blue"
"NDUFA3P4","NDUFA3P4","NDUFA3P4","blue"
"RN7SL471P","RN7SL471P","RN7SL471P","plum1"
"VN1R84P","VN1R84P","VN1R84P","blue"
"PRLHR","PRLHR","PRLHR","lightgreen"
"AC004383.1","AC004383.1","AC004383.1","blue"
"AL592494.3","AL592494.3","AL592494.3","turquoise"
"EGR4","EGR4","EGR4","yellow"
"NEFM","NEFM","NEFM","turquoise"
"TAC1","TAC1","TAC1","turquoise"
"MIR4502","MIR4502","MIR4502","turquoise"
"RNVU1-6","RNVU1-6","RNVU1-6","blue"
"AC092954.1","AC092954.1","AC092954.1","magenta"
"AL158151.4","AL158151.4","AL158151.4","red"
"RNVU1-15","RNVU1-15","RNVU1-15","turquoise"
"HMGB1P1","HMGB1P1","HMGB1P1","turquoise"
"CR392039.2","CR392039.2","CR392039.2","blue"
"AC061999.1","AC061999.1","AC061999.1","lightgreen"
"ADM","ADM","ADM","tan"
"MIR4682","MIR4682","MIR4682","blue"
"LINC00839","LINC00839","LINC00839","turquoise"
"AC087741.2","AC087741.2","AC087741.2","turquoise"
"AC092807.2","AC092807.2","AC092807.2","blue"
"MIR3197","MIR3197","MIR3197","darkgreen"
"AC011458.2","AC011458.2","AC011458.2","turquoise"
"AC080013.6","AC080013.6","AC080013.6","turquoise"
"TMEM158","TMEM158","TMEM158","blue"
"HSPA1B","HSPA1B","HSPA1B","yellowgreen"
"PPBP","PPBP","PPBP","turquoise"
"RF02272","RF02272","RF02272","lightcyan"
"HSPB3","HSPB3","HSPB3","blue"
"AC009902.2","AC009902.2","AC009902.2","midnightblue"
"FABP5","FABP5","FABP5","midnightblue"
"TRBJ2-2","TRBJ2-2","TRBJ2-2","blue"
"AL117328.1","AL117328.1","AL117328.1","steelblue"
"HIST1H4C","HIST1H4C","HIST1H4C","turquoise"
"RNU6-1004P","RNU6-1004P","RNU6-1004P","magenta"
"AC022432.1","AC022432.1","AC022432.1","blue"
"KCNF1","KCNF1","KCNF1","lightgreen"
"DLX6-AS1","DLX6-AS1","DLX6-AS1","darkgrey"
"AC012213.4","AC012213.4","AC012213.4","green"
"AL353626.2","AL353626.2","AL353626.2","blue"
"FCGBP","FCGBP","FCGBP","blue"
"NEU4","NEU4","NEU4","blue"
"MFAP4","MFAP4","MFAP4","blue"
"AC127455.1","AC127455.1","AC127455.1","darkgreen"
"NMB","NMB","NMB","red"
"IGHG1","IGHG1","IGHG1","turquoise"
"RNU6-29P","RNU6-29P","RNU6-29P","lightgreen"
"SEC61G","SEC61G","SEC61G","black"
"AL354822.1","AL354822.1","AL354822.1","turquoise"
"AP003068.4","AP003068.4","AP003068.4","blue"
"AC100793.4","AC100793.4","AC100793.4","turquoise"
"SNORC","SNORC","SNORC","turquoise"
"MT1F","MT1F","MT1F","turquoise"
"SYT4","SYT4","SYT4","turquoise"
"AC069234.5","AC069234.5","AC069234.5","turquoise"
"MSX2","MSX2","MSX2","red"
"AL133465.1","AL133465.1","AL133465.1","turquoise"
"LRRC55","LRRC55","LRRC55","blue"
"MT1E","MT1E","MT1E","blue"
"DDX11L2","DDX11L2","DDX11L2","black"
"AC009237.8","AC009237.8","AC009237.8","turquoise"
"AC114501.1","AC114501.1","AC114501.1","turquoise"
"AJ011932.1","AJ011932.1","AJ011932.1","blue"
"IGHJ3P","IGHJ3P","IGHJ3P","cyan"
"IGHJ2P","IGHJ2P","IGHJ2P","turquoise"
"CARTPT","CARTPT","CARTPT","lightcyan"
"AC009963.2","AC009963.2","AC009963.2","white"
"TRBJ2-5","TRBJ2-5","TRBJ2-5","darkgrey"
"AC098479.1","AC098479.1","AC098479.1","blue"
"SSTR1","SSTR1","SSTR1","darkgrey"
"AC008759.3","AC008759.3","AC008759.3","turquoise"
"RPS15AP36","RPS15AP36","RPS15AP36","blue"
"FAM180A","FAM180A","FAM180A","tan"
"RN7SL605P","RN7SL605P","RN7SL605P","turquoise"
"RNU6-529P","RNU6-529P","RNU6-529P","turquoise"
"LINC01116","LINC01116","LINC01116","turquoise"
"NRGN","NRGN","NRGN","blue"
"IGLV7-46","IGLV7-46","IGLV7-46","turquoise"
"AC078909.2","AC078909.2","AC078909.2","blue"
"HSPA7","HSPA7","HSPA7","turquoise"
"AC012360.2","AC012360.2","AC012360.2","blue"
"AL591926.5","AL591926.5","AL591926.5","turquoise"
"AC006960.3","AC006960.3","AC006960.3","red"
"CCL2","CCL2","CCL2","purple"
"AL390728.3","AL390728.3","AL390728.3","midnightblue"
"AC117490.1","AC117490.1","AC117490.1","turquoise"
"NHLH1","NHLH1","NHLH1","cyan"
"AC004540.2","AC004540.2","AC004540.2","black"
"DLK1","DLK1","DLK1","greenyellow"
"METTL1","METTL1","METTL1","turquoise"
"CYR61","CYR61","CYR61","pink"
"RNU2-17P","RNU2-17P","RNU2-17P","blue"
"CABP7","CABP7","CABP7","blue"
"MT1H","MT1H","MT1H","blue"
"MIR4458HG","MIR4458HG","MIR4458HG","turquoise"
"RNU12-2P","RNU12-2P","RNU12-2P","blue"
"MIR645","MIR645","MIR645","blue"
"SP9","SP9","SP9","darkgrey"
"HOXA11","HOXA11","HOXA11","blue"
"HOXA13","HOXA13","HOXA13","blue"
"SERPINE1","SERPINE1","SERPINE1","turquoise"
"DMRTA2","DMRTA2","DMRTA2","tan"
"HLA-U","HLA-U","HLA-U","blue"
"AC098818.1","AC098818.1","AC098818.1","cyan"
"AC079922.1","AC079922.1","AC079922.1","turquoise"
"NDN","NDN","NDN","turquoise"
"LINC02009","LINC02009","LINC02009","turquoise"
"PPP1R1B","PPP1R1B","PPP1R1B","turquoise"
"AC119751.4","AC119751.4","AC119751.4","yellowgreen"
"VEGFA","VEGFA","VEGFA","purple"
"IBSP","IBSP","IBSP","turquoise"
"HOXD11","HOXD11","HOXD11","blue"
"HMGA1P7","HMGA1P7","HMGA1P7","blue"
"AC141002.1","AC141002.1","AC141002.1","brown"
"AC015922.3","AC015922.3","AC015922.3","blue"
"MTRNR2L12","MTRNR2L12","MTRNR2L12","blue"
"AC135048.3","AC135048.3","AC135048.3","blue"
"IGHD1-14","IGHD1-14","IGHD1-14","blue"
"RNU6ATAC32P","RNU6ATAC32P","RNU6ATAC32P","red"
"MIR4462","MIR4462","MIR4462","turquoise"
"SLC7A3","SLC7A3","SLC7A3","turquoise"
"AL645608.8","AL645608.8","AL645608.8","salmon"
"AC073648.6","AC073648.6","AC073648.6","greenyellow"
"FMOD","FMOD","FMOD","blue"
"AC145207.9","AC145207.9","AC145207.9","blue"
"STMN2","STMN2","STMN2","turquoise"
"AL353807.4","AL353807.4","AL353807.4","blue"
"SCG2","SCG2","SCG2","turquoise"
"LINC01268","LINC01268","LINC01268","blue"
"AC009220.1","AC009220.1","AC009220.1","blue"
"CXCL2","CXCL2","CXCL2","blue"
"CPXM1","CPXM1","CPXM1","pink"
"HOTAIRM1","HOTAIRM1","HOTAIRM1","blue"
"AC093673.2","AC093673.2","AC093673.2","black"
"RPL7P38","RPL7P38","RPL7P38","blue"
"HLA-DRB1","HLA-DRB1","HLA-DRB1","yellow"
"AP001324.1","AP001324.1","AP001324.1","turquoise"
"FGFBP2","FGFBP2","FGFBP2","blue"
"MEIS3P1","MEIS3P1","MEIS3P1","blue"
"PTGER4P2","PTGER4P2","PTGER4P2","red"
"SFN","SFN","SFN","turquoise"
"AL450345.1","AL450345.1","AL450345.1","blue"
"GPR37L1","GPR37L1","GPR37L1","blue"
"AL365205.3","AL365205.3","AL365205.3","turquoise"
"RGS4","RGS4","RGS4","blue"
"ISCA1P4","ISCA1P4","ISCA1P4","turquoise"
"LY6H","LY6H","LY6H","blue"
"NCAN","NCAN","NCAN","red"
"SCN4B","SCN4B","SCN4B","pink"
"BCRP9","BCRP9","BCRP9","turquoise"
"HOXB13","HOXB13","HOXB13","greenyellow"
"RETN","RETN","RETN","blue"
"RNU5D-1","RNU5D-1","RNU5D-1","darkgreen"
"HAMP","HAMP","HAMP","turquoise"
"MIR548A3","MIR548A3","MIR548A3","turquoise"
"EGR3","EGR3","EGR3","pink"
"RPL39P38","RPL39P38","RPL39P38","blue"
"CDK4","CDK4","CDK4","turquoise"
"HRCT1","HRCT1","HRCT1","turquoise"
"CPNE6","CPNE6","CPNE6","green"
"LINC02470","LINC02470","LINC02470","turquoise"
"RNU6-1085P","RNU6-1085P","RNU6-1085P","blue"
"IFI6","IFI6","IFI6","salmon"
"PRAME","PRAME","PRAME","lightcyan"
"AL627230.4","AL627230.4","AL627230.4","red"
"AL354718.1","AL354718.1","AL354718.1","red"
"AC084121.3","AC084121.3","AC084121.3","turquoise"
"OSR1","OSR1","OSR1","blue"
"MARCH9","MARCH9","MARCH9","turquoise"
"FAM201B","FAM201B","FAM201B","blue"
"TTC3P1","TTC3P1","TTC3P1","steelblue"
"FST","FST","FST","blue"
"AC137630.3","AC137630.3","AC137630.3","blue"
"C2CD4B","C2CD4B","C2CD4B","blue"
"AC011043.1","AC011043.1","AC011043.1","blue"
"FGFR3","FGFR3","FGFR3","turquoise"
"OR2I1P","OR2I1P","OR2I1P","blue"
"HSPA1A","HSPA1A","HSPA1A","yellowgreen"
"EFEMP1","EFEMP1","EFEMP1","lightgreen"
"AC092645.1","AC092645.1","AC092645.1","blue"
"AC009237.15","AC009237.15","AC009237.15","blue"
"RARRES2","RARRES2","RARRES2","blue"
"DUSP5P1","DUSP5P1","DUSP5P1","blue"
"FOXD3","FOXD3","FOXD3","white"
"RNA5SP242","RNA5SP242","RNA5SP242","blue"
"MIR892B","MIR892B","MIR892B","turquoise"
"TSPAN31","TSPAN31","TSPAN31","turquoise"
"L1CAM","L1CAM","L1CAM","turquoise"
"RN7SL477P","RN7SL477P","RN7SL477P","lightyellow"
"IGHM","IGHM","IGHM","turquoise"
"AC117402.1","AC117402.1","AC117402.1","turquoise"
"AL021997.2","AL021997.2","AL021997.2","blue"
"IL1B","IL1B","IL1B","pink"
"GNG8","GNG8","GNG8","darkgrey"
"AC114877.1","AC114877.1","AC114877.1","blue"
"KCNA5","KCNA5","KCNA5","turquoise"
"LYZ","LYZ","LYZ","turquoise"
"RGR","RGR","RGR","midnightblue"
"CPSF1P1","CPSF1P1","CPSF1P1","blue"
"AL157904.1","AL157904.1","AL157904.1","blue"
"TGFB2-AS1","TGFB2-AS1","TGFB2-AS1","blue"
"SUB1P1","SUB1P1","SUB1P1","turquoise"
"DIO3","DIO3","DIO3","turquoise"
"AL022313.4","AL022313.4","AL022313.4","blue"
"SLITRK1","SLITRK1","SLITRK1","blue"
"TCEAL5","TCEAL5","TCEAL5","blue"
"ENPP7P11","ENPP7P11","ENPP7P11","darkgrey"
"ASIC4","ASIC4","ASIC4","blue"
"NKX6-2","NKX6-2","NKX6-2","turquoise"
"ID1","ID1","ID1","red"
"PPIAP39","PPIAP39","PPIAP39","turquoise"
"PGF","PGF","PGF","red"
"RNU6-242P","RNU6-242P","RNU6-242P","turquoise"
"SHOX2","SHOX2","SHOX2","blue"
"MIR3178","MIR3178","MIR3178","blue"
"IGLV1-47","IGLV1-47","IGLV1-47","turquoise"
"IGHG2","IGHG2","IGHG2","turquoise"
"HOXA7","HOXA7","HOXA7","blue"
"AL512598.1","AL512598.1","AL512598.1","blue"
"AC010980.2","AC010980.2","AC010980.2","magenta"
"HIST1H2BO","HIST1H2BO","HIST1H2BO","red"
"AL121890.5","AL121890.5","AL121890.5","blue"
"AC004836.1","AC004836.1","AC004836.1","royalblue"
"OTX1","OTX1","OTX1","turquoise"
"AC002519.2","AC002519.2","AC002519.2","blue"
"PABPC1P4","PABPC1P4","PABPC1P4","skyblue"
"MIR345","MIR345","MIR345","blue"
"CTGF","CTGF","CTGF","pink"
"ATP1A2","ATP1A2","ATP1A2","turquoise"
"AL592183.1","AL592183.1","AL592183.1","blue"
"PCSK1N","PCSK1N","PCSK1N","blue"
"COL9A3","COL9A3","COL9A3","turquoise"
"AC136628.3","AC136628.3","AC136628.3","blue"
"EMX2","EMX2","EMX2","blue"
"TUSC1","TUSC1","TUSC1","salmon"
"MT1M","MT1M","MT1M","blue"
"PTGES3P1","PTGES3P1","PTGES3P1","salmon"
"C1QL1","C1QL1","C1QL1","blue"
"GATM","GATM","GATM","tan"
