"","gene_name_length"
"Bmp10",5689
"Bmp15",6641
"Bmp2",10456
"Bmp2k",62324
"Bmp3",27740
"Bmp4",46687
"Bmp5",71333
"Bmp6",157679
"Bmp7",75427
"Bmp8a",26050
"Bmp8b",16991
"Bmper",245564
"Bmpr1a",43986
"Bmpr1b",42963
"Bmpr2",108421
"Bms1",38265
"Bmt2",72130
"Bmx",60837
"Bmyc",760
"Bnc1",25643
"Bnc2",370485
"Bnip1",12245
"Bnip2",26163
"Bnip3",17185
"Bnip3l",23133
"Bnipl",9990
"Boc",75082
"Bod1",6334
"Bod1l1",53520
"Bok",10953
"Bola1",1017
"Bola2",1060
"Bola3",9448
"Boll",93630
"Bop1",23810
"Bora",21574
"Borcs5",67578
"Borcs6",1854
"Borcs7",13883
"Borcs8",5139
"Bpgm",28487
"Bphl",36290
"Bpi",27010
"Bpifa1",5902
"Bpifa2",7959
"Bpifa2f",8582
"Bpifa3",9819
"Bpifa5",5918
"Bpifa6",11138
"Bpifb1",34298
"Bpifb2",18987
"Bpifb3",14617
"Bpifb4",24959
"Bpifb5",18278
"Bpifb6",4202
"Bpifc",57108
"Bpnt1",24787
"Bptf",99496
"Braf",124165
"Brap",34078
"Brat1",12111
"Brca1",59879
"Brca2",40742
"Brcc3",2517
"Brd1",48184
"Brd2",7218
"Brd3",57169
"Brd4",80955
"Brd7",28629
"Brd8",25403
"Brd9",28331
"Brdt",56635
"Brf1",43182
"Brf2",4726
"Bri3",8697
"Bri3bp",11820
"Bricd5",1063
"Brinp1",204463
"Brinp2",100685
"Brinp3",432847
"Brip1",122482
"Brix1",11085
"Brk1",15233
"Brms1",9264
"Brms1l",78533
"Brox",19783
"Brpf1",16396
"Brpf3",36814
"Brs3",5678
"Brsk1",25503
"Brsk2",20453
"Brwd1",92779
"Brwd3",84897
"Bscl2",8304
"Bsdc1",28142
"Bsg",7217
"Bsn",91676
"Bsnd",8853
"Bsph1",40870
"Bspry",22177
"Bst1",15873
"Bst2",3570
"Bsx",3761
"Btaf1",90524
"Btbd1",37394
"Btbd10",57730
"Btbd11",270760
"Btbd16",53837
"Btbd17",6871
"Btbd18",6031
"Btbd19",7276
"Btbd2",12665
"Btbd3",6343
"Btbd6",2453
"Btbd7",49225
"Btbd8",16112
"Btbd9",347890
"Btc",40625
"Btd",32248
"Btf3",6184
"Btf3l4",14293
"Btg1",2258
"Btg2",3803
"Btg3",15556
"Btg4",3901
"Btk",29659
"Btla",22285
"Btn1a1",9178
"Btn2a2",11649
"Btnl10",4879
"Btnl2",13101
"Btnl3",15030
"Btnl5",10725
"Btnl7",11423
"Btnl8",44874
"Btnl9",14402
"Btrc",112459
"Bub1",31307
"Bub1b",52520
"Bub3",32912
"Bud13",15833
"Bud23",11370
"Bud31",7437
"Bves",34796
"Bysl",9788
"Bzw1",11977
"Bzw2",61320
"C12H7orf61",5729
"C17h6orf52",13499
"C1d",11593
"C1galt1",52863
"C1galt1c1",4444
"C1qa",2894
"C1qb",5557
"C1qbp",4649
"C1qc",3388
"C1ql1",7173
"C1ql2",1947
"C1ql3",6496
"C1ql4",2911
"C1qtnf1",21318
"C1qtnf12",4376
"C1qtnf2",16934
"C1qtnf3",22244
"C1qtnf4",4459
"C1qtnf5",1871
"C1qtnf6",7173
"C1qtnf7",110698
"C1qtnf9",11653
"C1r",10832
"C1rl",15978
"C1s",12018
"C2",18813
"C2cd2",62696
"C2cd2l",10271
"C2cd3",96966
"C2cd4a",1023
"C2cd4b",1023
"C2cd4c",2162
"C2cd4d",1026
"C2cd5",86048
"C2cd6",46062
"C3",26063
"C3ar1",6841
"C4a",26543
"C4b",14372
"C4bpa",35625
"C4bpb",10718
"C5",179086
"C5ar1",8553
"C5ar2",13407
"C6",67518
"C7",68592
"C8a",54735
"C8b",37577
"C8g",3001
"C9",48553
"Caap1",52332
"Cab39",61422
"Cab39l",110952
"Cabcoco1",109209
"Cabin1",126974
"Cables1",103998
"Cables2",13108
"Cabp1",30121
"Cabp2",5470
"Cabp4",4558
"Cabp5",12838
"Cabp7",10126
"Cabs1",2062
"Cabyr",11709
"Cacfd1",16258
"Cachd1",103796
"Cacna1a",222800
"Cacna1b",184804
"Cacna1c",188848
"Cacna1d",292968
"Cacna1e",461279
"Cacna1f",28391
"Cacna1g",68343
"Cacna1h",57677
"Cacna1i",108187
"Cacna1s",74419
"Cacna2d1",420432
"Cacna2d2",130250
"Cacna2d3",924176
"Cacna2d4",110716
"Cacnb1",20514
"Cacnb2",218927
"Cacnb3",9535
"Cacnb4",135458
"Cacng1",13172
"Cacng2",124504
"Cacng3",95707
"Cacng4",64266
"Cacng5",8484
"Cacng6",15804
"Cacng7",30547
"Cacng8",20233
"Cactin",5430
"Cacul1",58105
"Cacybp",10340
"Cad",22505
"Cadm1",62324
"Cadm2",222481
"Cadm3",30764
"Cadm4",4972
"Cadps",392238
"Cadps2",534315
"Cage1",38214
"Calb1",24394
"Calb2",26931
"Calca",4892
"Calcb",4886
"Calcoco1",14732
"Calcr",75118
"Calcrl",97277
"Cald1",70754
"Calhm1",2720
"Calhm2",5725
"Calhm3",5005
"Calhm4",2712
"Calhm5",6672
"Calhm6",1826
"Calm2",9147
"Calm3",8640
"Calml3",1375
"Calml4",12080
"Caln1",435365
"Calr",4896
"Calr3",26672
"Calr4",34404
"Calu",27551
"Caly",11630
"Camk1",11182
"Camk1d",406346
"Camk1g",23647
"Camk2a",101892
"Camk2b",88752
"Camk2d",230914
"Camk2g",59130
"Camk2n1",1781
"Camk2n2",1222
"Camk4",216860
"Camkk1",23094
"Camkk2",49193
"Camkmt",60050
"Camkv",14307
"Camlg",10859
"Camp",1973
"Camsap1",60057
"Camsap2",79638
"Camsap3",23382
"Camta1",875924
"Camta2",18107
"Cand1",38092
"Cand2",28096
"Cant1",13017
"Canx",32920
"Cap1",26203
"Cap2",150624
"Capg",11789
"Capn1",24257
"Capn10",8833
"Capn11",21548
"Capn12",12060
"Capn13",96903
"Capn15",26601
"Capn2",50162
"Capn3",49689
"Capn5",56518
"Capn6",24737
"Capn7",36174
"Capn8",62537
"Capn9",36964
"Capns1",5400
"Caprin1",87131
"Caprin2",68383
"Caps2",58220
"Capsl",22989
"Capza1",45061
"Capza2",35978
"Capza3",1213
"Capzb",99728
"Car1",10292
"Car10",506196
"Car11",5122
"Car12",54493
"Car13",31294
"Car14",6550
"Car15",2766
"Car2",15310
"Car3",8744
"Car4",8820
"Car5a",29812
"Car5b",59931
"Car6",18541
"Car7",9393
"Car8",96791
"Car9",6596
"Card10",27555
"Card14",27361
"Card19",12841
"Card6",13924
"Card9",8367
"Carf",37985
"Carhsp1",13592
"Carm1",44846
"Carmil1",288615
"Carmil2",15051
"Carmil3",16855
"Carnmt1",27101
"Carns1",7354
"Cars",42291
"Cars2",37036
"Cartpt",2021
"Casc1",36118
"Casc3",21501
"Casc4",68624
"Casd1",52775
"Caskin1",19916
"Caskin2",14155
"Casp1",9670
"Casp12",26296
"Casp14",6829
"Casp2",17886
"Casp3",18193
"Casp4",15802
"Casp6",12358
"Casp7",51811
"Casp8",47965
"Casp8ap2",37851
"Casp9",17946
"Casq1",9685
"Casq2",56355
"Casr",70142
"Cass4",39692
"Cast",109349
"Castor1",4483
"Castor2",37394
"Casz1",50590
"Cat",32185
"Catip",7635
"Catsper1",4945
"Catsper2",19387
"Catsper3",25468
"Catsper4",16751
"Catsperd",37439
"Catsperg",31030
"Catsperz",3286
"Cav1",33078
"Cav2",7375
"Cav3",15973
"Cavin1",13796
"Cavin2",13086
"Cavin3",1823
"Cavin4",10831
"Cbarp",7116
"Cbfa2t2",102527
"Cbfa2t3",68889
"Cbfb",43562
"Cbl",75687
"Cblb",165428
"Cblc",16824
"Cbll1",14139
"Cbln1",3810
"Cbln2",5266
"Cbln3",2566
"Cbln4",7788
"Cbr1",2430
"Cbr3",8236
"Cbr4",15755
"Cbs",24764
"Cbwd1",42378
"Cbx1",5828
"Cbx2",8831
"Cbx3",13429
"Cbx4",5223
"Cbx5",18164
"Cbx6",7728
"Cbx7",17326
"Cbx8",2439
"Cby1",5748
"Cby3",3191
"Cc2d1a",15034
"Cc2d1b",14027
"Cc2d2a",78174
"Ccar1",42602
"Ccar2",15134
"Ccdc102a",15670
"Ccdc103",3597
"Ccdc105",5492
"Ccdc106",4365
"Ccdc107",2705
"Ccdc110",12379
"Ccdc112",33991
"Ccdc113",19748
"Ccdc114",26096
"Ccdc115",4657
"Ccdc116",3083
"Ccdc117",9366
"Ccdc12",50574
"Ccdc120",19014
"Ccdc121",972
"Ccdc122",63263
"Ccdc124",5820
"Ccdc125",18648
"Ccdc126",21067
"Ccdc127",6345
"Ccdc13",38164
"Ccdc130",11432
"Ccdc134",11910
"Ccdc136",29718
"Ccdc137",6382
"Ccdc138",78572
"Ccdc14",35295
"Ccdc141",160255
"Ccdc142",5987
"Ccdc146",126294
"Ccdc148",318256
"Ccdc149",94100
"Ccdc15",68272
"Ccdc150",103369
"Ccdc151",13628
"Ccdc152",24537
"Ccdc153",8528
"Ccdc154",9114
"Ccdc155",18145
"Ccdc157",16831
"Ccdc158",49555
"Ccdc159",8443
"Ccdc160",969
"Ccdc163",6029
"Ccdc166",1802
"Ccdc167",14758
"Ccdc169",29655
"Ccdc17",3761
"Ccdc170",91736
"Ccdc172",43239
"Ccdc173",34246
"Ccdc174",26786
"Ccdc175",82818
"Ccdc177",2109
"Ccdc178",398758
"Ccdc179",3901
"Ccdc18",101567
"Ccdc180",68654
"Ccdc181",13675
"Ccdc182",789
"Ccdc183",8485
"Ccdc184",1400
"Ccdc185",2091
"Ccdc186",22202
"Ccdc187",22785
"Ccdc189",5163
"Ccdc190",7576
"Ccdc191",70724
"Ccdc196",17186
"Ccdc22",11948
"Ccdc24",3325
"Ccdc25",31291
"Ccdc27",14658
"Ccdc28a",11215
"Ccdc28b",5003
"Ccdc3",98266
"Ccdc32",12543
"Ccdc33",81915
"Ccdc34",35152
"Ccdc36",27828
"Ccdc38",75195
"Ccdc39",37996
"Ccdc40",32623
"Ccdc42",12135
"Ccdc43",12191
"Ccdc47",18520
"Ccdc50",56646
"Ccdc51",18770
"Ccdc54",990
"Ccdc57",93270
"Ccdc58",20286
"Ccdc59",6870
"Ccdc6",92257
"Ccdc60",164335
"Ccdc61",21076
"Ccdc62",35495
"Ccdc63",37014
"Ccdc65",13783
"Ccdc66",28939
"Ccdc68",63431
"Ccdc69",26595
"Ccdc70",4148
"Ccdc71",3905
"Ccdc71l",651
"Ccdc73",137441
"Ccdc74a",4278
"Ccdc77",22536
"Ccdc78",3688
"Ccdc8",3329
"Ccdc80",34470
"Ccdc81",47470
"Ccdc82",39329
"Ccdc83",28258
"Ccdc84",6672
"Ccdc86",5903
"Ccdc87",3190
"Ccdc88a",65055
"Ccdc88b",16023
"Ccdc88c",121746
"Ccdc89",1113
"Ccdc9",11097
"Ccdc90b",13553
"Ccdc91",168733
"Ccdc92",26533
"Ccdc92b",18861
"Ccdc93",68365
"Ccdc96",1929
"Ccdc97",7757
"Ccdc9b",5581
"Ccer1",1733
"Ccer2",2643
"Cchcr1",9055
"Ccin",1886
"Cck",6870
"Cckar",8350
"Cckbr",10143
"Ccl1",2950
"Ccl11",4635
"Ccl12",1688
"Ccl17",1452
"Ccl19",1992
"Ccl2",1854
"Ccl20",2569
"Ccl21",1103
"Ccl22",6957
"Ccl24",4059
"Ccl25",9309
"Ccl26",3104
"Ccl27",4519
"Ccl28",24906
"Ccl3",1554
"Ccl4",1825
"Ccl5",4516
"Ccl6",5659
"Ccl7",1894
"Ccl9",4886
"Ccm2",46325
"Ccm2l",14836
"Ccna1",9760
"Ccna2",6334
"Ccnb1",7307
"Ccnb1ip1",13563
"Ccnb3",65101
"Ccnc",18102
"Ccnd1",9576
"Ccnd2",22323
"Ccnd3",6122
"Ccndbp1",10725
"Ccne1",9149
"Ccne2",11535
"Ccnf",25249
"Ccng1",6415
"Ccng2",8496
"Ccnh",20811
"Ccni",22791
"Ccnj",17614
"Ccnjl",59296
"Ccnk",23340
"Ccno",3103
"Ccnq",1163
"Ccnt1",26173
"Ccnt2",39770
"Ccny",130108
"Ccnyl1",35784
"Ccp110",24531
"Ccpg1",31383
"Ccpg1os",4467
"Ccr1",5553
"Ccr10",2438
"Ccr1l1",1071
"Ccr3",11373
"Ccr4",1447
"Ccr5",18583
"Ccr6",22450
"Ccr7",10321
"Ccr8",1062
"Ccr9",14040
"Ccrl2",2326
"Ccs",21158
"Ccsap",16235
"Ccser1",598384
"Ccser2",115392
"Cct2",12832
"Cct3",24815
"Cct4",12879
"Cct5",11158
"Cct6a",10445
"Cct6b",48704
"Cct7",17243
"Cct8",11710
"Cct8l1",3619
"Ccz1b",23508
"Cd101",36533
"Cd109",114219
"Cd14",1789
"Cd151",4008
"Cd160",7600
"Cd163",33386
"Cd164",11632
"Cd164l2",4309
"Cd177",22571
"Cd180",12804
"Cd19",6524
"Cd1d1",3508
"Cd2",13447
"Cd200",31513
"Cd200r1",34249
"Cd200r1l",14939
"Cd207",6305
"Cd209",6446
"Cd209a",5584
"Cd209c",5645
"Cd209e",5456
"Cd209f",3019
"Cd22",14861
"Cd226",95303
"Cd24",5307
"Cd244",20708
"Cd247",75321
"Cd248",2565
"Cd27",5207
"Cd274",18005
"Cd276",32251
"Cd28",25464
"Cd2ap",93209
"Cd2bp2",3498
"Cd300a",12645
"Cd300c2",76089
"Cd300e",19981
"Cd300lb",13429
"Cd300le",9224
"Cd300lf",17398
"Cd300lg",18230
"Cd302",33710
"Cd320",5901
"Cd33",4309
"Cd34",19716
"Cd37",5533
"Cd38",39404
"Cd3d",4651
"Cd3e",11199
"Cd3eap",3277
"Cd3g",5942
"Cd4",25125
"Cd40",14962
"Cd40lg",12985
"Cd44",87346
"Cd46",30647
"Cd47",60581
"Cd48",23529
"Cd5",21136
"Cd52",1554
"Cd53",47809
"Cd55",27552
"Cd59",18147
"Cd5l",11014
"Cd6",38754
"Cd63",15480
"Cd68",1921
"Cd69",7944
"Cd7",2922
"Cd70",3144
"Cd72",7347
"Cd74",9372
"Cd79al",1960
"Cd79b",3144
"Cd80",27719
"Cd81",15615
"Cd82",44004
"Cd83",19140
"Cd84",33185
"Cd86",36603
"Cd8a",4237
"Cd8b",16139
"Cd9",33005
"Cd93",5005
"Cd96",74315
"Cd99",4636
"Cd99l2",45927
"Cda",24248
"Cdadc1",11770
"Cdan1",13174
"Cdc123",43698
"Cdc14a",155695
"Cdc14b",93808
"Cdc16",23139
"Cdc20",4277
"Cdc23",21516
"Cdc25a",18076
"Cdc25b",9801
"Cdc25c",21871
"Cdc26",13667
"Cdc27",48002
"Cdc34",5382
"Cdc37",19738
"Cdc37l1",30759
"Cdc40",70574
"Cdc42",36911
"Cdc42bpa",216437
"Cdc42bpb",83333
"Cdc42bpg",19929
"Cdc42ep1",4062
"Cdc42ep2",8828
"Cdc42ep3",20473
"Cdc42ep4",24592
"Cdc42ep5",525
"Cdc42se1",7823
"Cdc42se2",68516
"Cdc45",29442
"Cdc5l",38746
"Cdc6",13931
"Cdc7",20233
"Cdc73",92741
"Cdca2",45600
"Cdca3",3585
"Cdca4",25144
"Cdca5",13573
"Cdca7",10634
"Cdca7l",45572
"Cdca8",22222
"Cdcp1",36633
"Cdcp2",10181
"Cdh1",69929
"Cdh10",222468
"Cdh11",158187
"Cdh12",534165
"Cdh13",1123368
"Cdh15",20367
"Cdh16",10234
"Cdh17",52604
"Cdh18",332720
"Cdh19",82212
"Cdh2",213714
"Cdh20",90397
"Cdh22",341655
"Cdh23",132475
"Cdh24",7067
"Cdh26",50494
"Cdh3",50448
"Cdh4",135267
"Cdh5",50683
"Cdh6",64771
"Cdh7",149410
"Cdh8",379552
"Cdh9",138728
"Cdhr1",19887
"Cdhr2",24569
"Cdhr3",56614
"Cdhr5",8472
"Cdip1",22279
"Cdipt",4138
"Cdk1",15173
"Cdk10",7703
"Cdk11b",25984
"Cdk12",65100
"Cdk13",88151
"Cdk14",593561
"Cdk15",90041
"Cdk16",11349
"Cdk17",78111
"Cdk18",34072
"Cdk19",140241
"Cdk2",7504
"Cdk20",6703
"Cdk2ap1",8695
"Cdk2ap2",1811
"Cdk4",2556
"Cdk5",5436
"Cdk5r1",1202
"Cdk5r2",1469
"Cdk5rap1",166566
"Cdk5rap2",167025
"Cdk5rap3",9225
"Cdk6",180752
"Cdk7",24872
"Cdk9",4848
"Cdkl1",43936
"Cdkl2",34553
"Cdkl3",35040
"Cdkl4",20690
"Cdkl5",172454
"Cdkn1a",7407
"Cdkn1b",4802
"Cdkn1c",2642
"Cdkn2a",17846
"Cdkn2aip",3278
"Cdkn2aipnl",9435
"Cdkn2b",12154
"Cdkn2c",5155
"Cdkn3",11408
"Cdnf",16214
"Cdo1",14703
"Cdon",85217
"Cdpf1",3828
"Cdr2",24910
"Cdr2l",13526
"Cdrt4",31880
"Cds1",60479
"Cds2",38609
"Cdt1",4947
"Cdv3",11303
"Cdx1",17155
"Cdx2",6540
"Cdx4",8161
"Cdyl",221223
"Cdyl2",104719
"Ceacam1",16391
"Ceacam11",6237
"Ceacam12",7057
"Ceacam16",10080
"Ceacam18",14162
"Ceacam19",8819
"Ceacam20",31227
"Ceacam3",12703
"Ceacam4",6331
"Ceacam6",17855
"Ceacam9",4536
"Cebpa",2673
"Cebpb",1396
"Cebpd",1139
"Cebpe",2192
"Cebpg",8740
"Cebpz",17685
"Cebpzos",1461
"Cecr2",104783
"Cel",7502
"Cela1",13283
"Cela2a",9752
"Cela3b",8164
"Celf1",18138
"Celf2",302563
"Celf3",10732
"Celf4",18843
"Celf5",24474
"Celf6",63646
"Celsr1",138070
"Celsr2",24155
"Celsr3",27712
"Cemip",156692
"Cemip2",76889
"Cend1",2990
"Cenpa",8691
"Cenpb",2039
"Cenpc",58741
"Cenpe",58596
"Cenpf",46111
"Cenph",13532
"Cenpi",51645
"Cenpj",52727
"Cenpk",23011
"Cenpl",15258
"Cenpm",11749
"Cenpn",139813
"Cenpo",13596
"Cenpt",7039
"Cenpu",23261
"Cenpv",14175
"Cenpw",5156
"Cep104",32282
"Cep112",482685
"Cep120",61978
"Cep126",49184
"Cep128",398381
"Cep131",24462
"Cep135",64271
"Cep162",58736
"Cep164",55835
"Cep170b",23123
"Cep19",16450
"Cep192",131835
"Cep250",36314
"Cep290",89059
"Cep295",37976
"Cep295nl",13135
"Cep350",138845
"Cep41",40057
"Cep44",19342
"Cep55",15509
"Cep57",19660
"Cep57l1",56685
"Cep63",51966
"Cep68",17979
"Cep70",52904
"Cep72",29629
"Cep76",34935
"Cep78",27770
"Cep83",73690
"Cep85",46819
"Cep85l",108469
"Cep89",42359
"Cep95",27983
"Cep97",28406
"Cept1",41732
"Cer1",3353
"Cercam",14023
"Cerk",42895
"Cerkl",125818
"Cers1",15214
"Cers2",9331
"Cers3",132784
"Cers4",34980
"Cers5",37953
"Cers6",243809
"Ces1a",26928
"Ces1d",206714
"Ces1f",253845
"Ces2",64408
"Ces2a",5107
"Ces2e",14819
"Ces2g",8911
"Ces2h",14601
"Ces2i",7603
"Ces2j",7215
"Ces4a",17817
"Ces5a",38609
"Cetn1",703
"Cetn2",5236
"Cetn3",12523
"Cetn4",1499
"Cfap100",22932
"Cfap126",15892
"Cfap157",6975
"Cfap161",24490
"Cfap20",13838
"Cfap206",44914
"Cfap221",69110
"Cfap298",9437
"Cfap300",17575
"Cfap36",25816
"Cfap410",6896
"Cfap43",87117
"Cfap44",72317
"Cfap45",23476
"Cfap52",41335
"Cfap53",66549
"Cfap57",75137
"Cfap58",108732
"Cfap58l1",108208
"Cfap65",32648
"Cfap69",71156
"Cfap70",65663
"Cfap73",4696
"Cfap74",32982
"Cfap77",123850
"Cfap97",38300
"Cfap97d1",5199
"Cfap99",38161
"Cfb",24864
"Cfc1",6662
"Cfd",1728
"Cfdp1",106863
"Cfh",102016
"Cfhr1",40657
"Cfi",41563
"Cfl1",3533
"Cfl2",4046
"Cflar",52548
"Cfp",5562
"Cftr",167841
"Cga",12124
"Cgas",13671
"Cggbp1",19379
"Cgm4",50591
"Cgn",26253
"Cgnl1",106756
"Cgref1",12004
"Cgrrf1",20506
"Ch25h",1316
"Chac1",3221
"Chac2",7743
"Chad",4542
"Chadl",4315
"Chaf1a",26378
"Chaf1b",20182
"Champ1",10967
"Chat",108292
"Chchd1",1175
"Chchd10",1939
"Chchd3",278025
"Chchd4",420
"Chchd5",4387
"Chchd6",224261
"Chchd7",2146
"Chd1",62650
"Chd1l",55184
"Chd2",113234
"Chd3",21771
"Chd4",33124
"Chd5",47896
"Chd6",161574
"Chd7",119815
"Chd8",59638
"Chd9",127758
"Chdh",31261
"Chek2",31829
"Cherp",13055
"Chfr",33480
"Chga",11343
"Chgb",13335
"Chi3l1",8122
"Chi3l3",36758
"Chia",47407
"Chic1",43875
"Chic2",34481
"Chid1",35143
"Chit1",19772
"Chka",48450
"Chkb",3356
"Chl1",78438
"Chm",154876
"Chmp1a",8281
"Chmp2a",2386
"Chmp2b",26914
"Chmp3",45313
"Chmp4bl1",1036
"Chmp4c",66939
"Chmp5",17137
"Chmp6",5671
"Chmp7",15221
"Chn1",98848
"Chn2",260154
"Chodl",22234
"Chordc1",24609
"Chp1",35484
"Chp2",3413
"Chpf",4695
"Chpf2",5458
"Chpt1",27013
"Chrac1",3389
"Chrd",8701
"Chrdl1",104573
"Chrdl2",27524
"Chrm1",1767
"Chrm2",2191
"Chrm3",3571
"Chrm4",7735
"Chrm5",52411
"Chrna1",15059
"Chrna10",4198
"Chrna2",16283
"Chrna3",14873
"Chrna4",20693
"Chrna5",28452
"Chrna6",6701
"Chrna7",139540
"Chrna9",6714
"Chrnb1",12518
"Chrnb2",8216
"Chrnb3",37920
"Chrnb4",19441
"Chrnd",8419
"Chrne",4490
"Chst1",14786
"Chst10",30213
"Chst11",214295
"Chst12",1614
"Chst13",13220
"Chst14",2058
"Chst15",76900
"Chst2",1593
"Chst3",6691
"Chst4",8653
"Chst5",20268
"Chst7",34132
"Chst8",143162
"Chst9",246992
"Chsy1",60983
"Chsy3",252637
"Chtf18",8476
"Chtf8",10301
"Chtop",11469
"Chtopl1",940
"Chuk",36286
"Churc1",14146
"Ciao1",6314
"Ciao2a",11957
"Ciao2b",1866
"Ciao3",9684
"Ciapin1",13090
"Ciart",3870
"Cib1",5568
"Cib2",16868
"Cib3",9315
"Cib4",61697
"Cic",11337
"Cidea",9908
"Cideb",4369
"Cidec",13067
"Ciita",47259
"Cilp",14970
"Cilp2",6994
"Cinp",13893
"Cip2a",27239
"Cipc",22852
"Cir1",29733
"Cirbp",3816
"Cisd1",13375
"Cisd2",24807
"Cisd3",3167
"Cish",6259
"Cit",159510
"Cited1",4699
"Cited2",2424
"Cited4",892
"Ciz1",17390
"Ckap2",26530
"Ckap2l",26199
"Ckap4",8098
"Ckap5",58440
"Ckb",2882
"Cklf",8470
"Ckm",10257
"Ckmt1",5899
"Ckmt2",14376
"Cks1b",4572
"Cks2",5759
"Clasp1",219505
"Clasp2",181580
"Clasrp",24215
"Clba1",7085
"Clca1",25776
"Clca2",27227
"Clca4",19255
"Clca4l",19912
"Clca5",22455
"Clcc1",29401
"Clcf1",3980
"Clcn1",27437
"Clcn2",13357
"Clcn3",70033
"Clcn4",64010
"Clcn5",146010
"Clcn6",32771
"Clcn7",24051
"Clcnka",14936
"Clcnkb",12285
"Cldn1",15236
"Cldn10",89148
"Cldn11",13309
"Cldn12",6156
"Cldn14",10173
"Cldn15",10666
"Cldn16",21462
"Cldn17",1177
"Cldn18",17671
"Cldn19",5577
"Cldn2",15218
"Cldn20",660
"Cldn22",1010
"Cldn23",1724
"Cldn24",663
"Cldn25",684
"Cldn3",1472
"Cldn34a",636
"Cldn34b",627
"Cldn34c4",660
"Cldn34d",8480
"Cldn34e",639
"Cldn4",1796
"Cldn5",1425
"Cldn6",2773
"Cldn7",2199
"Cldn8",2248
"Cldn9",1431
"Cldnd1",6213
"Cldnd2",2685
"Clec10a",4531
"Clec11a",4264
"Clec12a",14564
"Clec12b",16613
"Clec14a",3140
"Clec16a",187067
"Clec18a",12496
"Clec1a",23176
"Clec1b",8256
"Clec2d",9852
"Clec2d2",11334
"Clec2dl1",121062
"Clec2e",6472
"Clec2g",9787
"Clec2l",16489
"Clec3a",9381
"Clec3b",5561
"Clec4a",19260
"Clec4a1",12541
"Clec4a2",74948
"Clec4a3",9714
"Clec4b2",23964
"Clec4d",11691
"Clec4e",5385
"Clec4f",9762
"Clec4g",3229
"Clec4m",10314
"Clec4n",33066
"Clec5a",11570
"Clec7a",11172
"Clec9a",15044
"Clgn",31481
"Clhc1",39438
"Clic1",8830
"Clic2",15131
"Clic3",4270
"Clic4",57125
"Clic5",250997
"Clic6",43767
"Clint1",173907
"Clip1",107197
"Clip2",64005
"Clip3",14759
"Clip4",94942
"Clk1",11218
"Clk2",19372
"Clk3",14398
"Clk4",17569
"Clmn",93629
"Clmp",128301
"Cln3",11280
"Cln6",14958
"Cln8",9889
"Clnk",175851
"Clns1a",20276
"Clock",55603
"Clp1",3701
"Clpb",126576
"Clpp",5474
"Clps",2715
"Clpsl2",2896
"Clptm1",31620
"Clptm1l",15984
"Clpx",53868
"Clrn1",38863
"Clrn2",9642
"Clrn3",60786
"Clspn",34909
"Clstn1",68504
"Clstn2",138332
"Clstn3",34206
"Clta",18043
"Cltb",17625
"Cltc",55705
"Cltrn",35741
"Clu",25712
"Cluap1",31691
"Cluh",21626
"Clvs1",197964
"Clvs2",123686
"Clybl",230032
"Cma1",2783
"Cmahp",56277
"Cmas",18316
"Cmbl",21752
"Cmc1",58003
"Cmc2",14483
"Cmc4",1880
"Cmip",208263
"Cmklr1",4293
"Cmpk1",26718
"Cmpk2",11589
"Cmss1",26414
"Cmtm1",9543
"Cmtm2a",7121
"Cmtm3",7223
"Cmtm4",39803
"Cmtm5",2733
"Cmtm6",18108
"Cmtm7",29019
"Cmtm8",56413
"Cmtr1",55973
"Cmtr2",5843
"Cmya5",97696
"Cnbd1",326694
"Cnbp",8855
"Cndp1",32336
"Cndp2",17098
"Cnep1r1",14300
"Cnfn",2148
"Cnga1",15252
"Cnga3",46720
"Cnga4",4013
"Cngb1",64186
"Cngb3",409814
"Cnih1",11841
"Cnih2",5640
"Cnih3",107476
"Cnih4",16220
"Cnksr1",11179
"Cnksr2",240647
"Cnksr3",94477
"Cnmd",24466
"Cnn1",8714
"Cnn2",5260
"Cnn3",31170
"Cnnm1",56234
"Cnnm2",118922
"Cnnm3",15349
"Cnnm4",39116
"Cnot1",93420
"Cnot10",45036
"Cnot11",9874
"Cnot2",60262
"Cnot3",16344
"Cnot4",101757
"Cnot6",41080
"Cnot6l",87200
"Cnot7",19162
"Cnot8",13112
"Cnot9",25457
"Cnp",6559
"Cnppd1",6397
"Cnpy2",4605
"Cnpy3",14769
"Cnpy4",6163
"Cnr1",22027
"Cnr2",8065
"Cnrip1",29947
"Cnst",74722
"Cntd1",9514
"Cntf",2024
"Cntfr",37400
"Cntln",114279
"Cntn1",186193
"Cntn2",28631
"Cntn3",285303
"Cntn4",518384
"Cntn5",709749
"Cntn6",392155
"Cntnap1",13969
"Cntnap4",208405
"Cntnap5b",912075
"Cntnap5c",857908
"Cntrl",72203
"Cntrob",22258
"Coa3",988
"Coa4",3229
"Coa5",13406
"Coa6",2233
"Coa7",10784
"Coasy",4190
"Cobl",234980
"Cobll1",160777
"Coch",13905
"Cog1",12799
"Cog2",32345
"Cog3",49996
"Cog4",33772
"Cog5",276071
"Cog6",38313
"Cog7",91422
"Cog8",10827
"Coil",21378
"Col10a1",5347
"Col11a1",193096
"Col11a2",28855
"Col12a1",117570
"Col13a1",141267
"Col14a1",199063
"Col15a1",109881
"Col16a1",54004
"Col17a1",46247
