"","PGBObyQGBO","AveExpr","F","P.Value","adj.P.Val"
"AC136475.9",1.28509551195152,1.0895573352926,3.86792142566464,0.0716170164533798,0.999994892125812
"KCNA3",-0.78537489940763,0.686405271989563,3.86596797873995,0.07167995901867,0.999994892125812
"SELENOTP1",1.12012885525154,1.41494340662198,3.85499713907818,0.0720346955694849,0.999994892125812
"AC106785.2",0.842452015020441,0.927959146364997,3.84263861113448,0.0724368417588246,0.999994892125812
"A2M",0.878693013362678,5.42895160001788,3.84241621514034,0.0724441032889906,0.999994892125812
"LINC02576",-0.398960173199507,1.00631620340619,3.83125175365682,0.07280976934896,0.999994892125812
"PCK1",-1.29427134853094,2.51272346640503,3.82578002593815,0.0729897961302632,0.999994892125812
"GRPR",0.612284710409937,2.20950997612551,3.80638740959708,0.0736321783834517,0.999994892125812
"AC005674.2",0.81312243779434,1.77302031662339,3.79778073003911,0.0739194606508172,0.999994892125812
"OR6V1",-0.638043363388458,0.319021681694229,3.78915602515955,0.0742087030380523,0.999994892125812
"AC016717.3",-0.707928118219786,0.784976847222631,3.75138072538516,0.0754917703845034,0.999994892125812
"AL138995.1",-0.776366361628008,0.57564535727371,3.72731038605039,0.0763233256097722,0.999994892125812
"AC106872.8",-0.758668195286376,0.971392084064189,3.71410792551926,0.0767841301986205,0.999994892125812
"KIAA0040",0.902055846748027,1.27078567300853,3.69804713563921,0.0773492416376164,0.999994892125812
"RN7SL43P",-0.793290132942265,0.539996100432902,3.69560974623092,0.077435441953096,0.999994892125812
"MIPEPP3",0.438648749172854,1.07025965214383,3.64898717242428,0.0791068767957615,0.999994892125812
"AC067747.1",0.913431337061002,0.601603902166478,3.64698631726038,0.0791795798796314,0.999994892125812
"AL627309.6",0.594144429207292,0.297072214603646,3.64056971996163,0.0794132795258694,0.999994892125812
"AC020551.1",0.77219687758394,1.38414145170216,3.63888892783178,0.0794746337816518,0.999994892125812
"AL160175.1",0.805478614583354,0.402739307291677,3.60172926551961,0.0808458554292109,0.999994892125812
"H2AFZP2",-0.754633434036728,0.429912625187851,3.59727964388128,0.0810119639902706,0.999994892125812
"AC080080.2",-0.690164783846261,0.450231897012659,3.57551446299336,0.0818304613344904,0.999994892125812
"IFNA20P",-0.92196068076202,0.910390801553047,3.57345795538737,0.0819083149318554,0.999994892125812
"AC073210.1",0.496021091542584,1.28810220738238,3.56634201429614,0.0821783980343723,0.999994892125812
"AL121723.1",0.709599264949065,0.698636147372908,3.5649834409545,0.0822300848519216,0.999994892125812
"ACTG1P24",-0.82367563687665,0.411837818438325,3.56447976613683,0.0822492571322984,0.999994892125812
"AC012354.2",0.620424944091186,0.310212472045593,3.56009973665064,0.0824162106979504,0.999994892125812
"GFAP",0.661927184082116,1.3589178107519,3.557754341068,0.0825057789987628,0.999994892125812
"NCOA7",0.54717528998145,2.31892677656106,3.55664762551564,0.0825480843268488,0.999994892125812
"AL365400.2",0.69456658328028,0.568526745803952,3.54255452237635,0.0830891140025753,0.999994892125812
"RN7SL58P",-0.945906703419387,0.472953351709693,3.52070920052217,0.0839362733340408,0.999994892125812
"PAN3-AS1",0.89356025352786,2.84599517667447,3.51667373836186,0.0840939124857139,0.999994892125812
"AC009486.1",0.719490166529585,2.77399002603342,3.51463314533336,0.0841737618434737,0.999994892125812
"RPL36AP39",-1.01329209329798,0.968625066612688,3.5114894149652,0.0842969575686796,0.999994892125812
"AC003965.1",0.695497902728109,0.616572441756194,3.50792032095165,0.0844370876018258,0.999994892125812
"AC026471.6",0.667010021266069,2.32543928832178,3.50575236995043,0.0845223438384711,0.999994892125812
"AP001630.1",-0.636144324041579,0.318072162020789,3.48890617440164,0.0851884045847827,0.999994892125812
"AL359711.2",-0.61745732652035,0.431505190713874,3.46612995395219,0.0860990852773031,0.999994892125812
"AC104581.1",-0.769977603606683,0.384988801803342,3.45471383367759,0.086559991769344,0.999994892125812
"AL603750.1",-1.06943796389288,2.61482968115347,3.45093823631012,0.0867130841429072,0.999994892125812
"AL732292.2",-1.23750928989691,1.31247887567162,3.43666703799456,0.0872947299158664,0.999994892125812
"AC008494.2",-1.13289474442994,0.908091638520363,3.42090598880338,0.0879426152658382,0.999994892125812
"MTCO1P40",0.614019812857037,2.54907051173,3.41963743300259,0.0879950151319575,0.999994892125812
"AL590652.1",0.662319618417875,1.50410325626435,3.40455045041933,0.0886211278074622,0.999994892125812
"GEM",1.16916881634516,3.61469888971093,3.39982823411739,0.0888182126900743,0.999994892125812
"AL049775.1",0.607061506948038,0.405195906078298,3.39457786610926,0.0890379663830304,0.999994892125812
"AC026741.1",-0.989555774468487,0.75390796336244,3.37096157910839,0.0900346388105304,0.999994892125812
"YBX2P1",-0.558780720738417,0.279390360369209,3.30942149288811,0.0926962945887693,0.999994892125812
"AL121983.1",1.0541803865152,1.15891625155769,3.30778256291262,0.0927684799232372,0.999994892125812
"HADHAP2",-0.693805164937361,0.485026459678551,3.29961305807844,0.0931293222995096,0.999994892125812
"AC113608.1",0.545202802743513,0.272601401371757,3.29720204832227,0.0932361419024045,0.999994892125812
"AL122001.1",0.712883033801383,0.750244481136654,3.28043965350705,0.0939829407957689,0.999994892125812
"DYNLT3P2",-1.24962573378974,0.839039518372822,3.28017620067276,0.0939947362337725,0.999994892125812
"STC1",-1.11465324474748,2.62710681121996,3.274707595844,0.0942399872759539,0.999994892125812
"CHL1-AS2",0.847984257675121,1.04031554635341,3.25371119855216,0.0951888933371017,0.999994892125812
"AC104073.2",0.96258602345299,0.779090495205061,3.24526659843251,0.0955738201213771,0.999994892125812
"PLEKHH2",0.537136975463313,2.5846489532341,3.2384374028731,0.0958865020758436,0.999994892125812
"ATP5F1CP1",-0.942972950193192,0.641086823106866,3.23446261220097,0.0960690667533185,0.999994892125812
"AC009570.1",1.20569845209185,0.877589182909415,3.21467011822973,0.0969844897253793,0.999994892125812
"LINC01389",0.490842229137796,0.98081201718691,3.18492276877941,0.0983804548214633,0.999994892125812
"AL161658.1",0.551675962563279,0.504376739660972,3.17101742323912,0.099041410016253,0.999994892125812
"AC080013.6",-0.73623424139345,3.51656328624503,3.15961699631585,0.0995873521832179,0.999994892125812
"RPL6P8",0.604276661621451,0.392913441982616,3.15780494686733,0.0996744658243019,0.999994892125812
"ARL5AP1",-0.597589747708743,0.298794873854372,3.14713884198385,0.10018912737992,0.999994892125812
"AC104306.1",-1.16924601381344,1.06644870655948,3.14280471689871,0.100399185948014,0.999994892125812
"AC009097.3",0.587152597937377,0.538208410336637,3.11987691035139,0.10151941463067,0.999994892125812
"DDTL",0.556269746323921,1.63956906771615,3.11709048425568,0.101656596274402,0.999994892125812
"RPLP0P1",-0.957308755599161,0.724343087230395,3.11250988029109,0.101882602385949,0.999994892125812
"ZNF334",0.415025750324808,3.00812671004138,3.10791341356752,0.102110009582529,0.999994892125812
"AC091807.1",-0.628305108745637,0.354251886582647,3.10025952068085,0.102490061198728,0.999994892125812
"MIR219A1",1.05738103498842,0.753522993436463,3.09599601858039,0.102702514995943,0.999994892125812
"AC092162.3",-0.623880033729738,0.435734808524102,3.08800443805184,0.103102196498635,0.999994892125812
"AP000343.1",-0.586395945866306,0.495208249984179,3.08754310197505,0.103125327312467,0.999994892125812
"HIST1H2AB",0.91686334808778,0.891411890173103,3.08339150504844,0.103333769365176,0.999994892125812
"IL31RA",0.662512289581642,1.71664095612639,3.07312326097618,0.103851534691993,0.999994892125812
"MT-TD",0.559495976424416,7.29538644879097,3.06845923163962,0.104087762783564,0.999994892125812
"IFITM4P",1.08805052668456,1.00731348994412,3.06090442185379,0.104471804336088,0.999994892125812
"HMGN2P22",-0.907563441989022,0.453781720994511,3.05520978882783,0.104762433680326,0.999994892125812
"NXPH3",0.561172280585052,0.694799670690526,3.04858604768372,0.105101728296316,0.999994892125812
"AL358933.1",0.601211053135193,0.801007062960195,3.04683952100985,0.105191416709171,0.999994892125812
"AL590095.2",1.37594279297703,0.932665386809805,3.04290864538769,0.105393620233975,0.999994892125812
"HMCN1",0.431343893001761,2.53266296520727,3.03515391992223,0.105793921096161,0.999994892125812
"AL096677.1",0.444524691685159,0.633387111068911,3.028997881722,0.106113025377572,0.999994892125812
"RPS4XP1",-0.688028308493924,0.499012625957473,3.02805792146434,0.106161852957297,0.999994892125812
"AC012462.3",1.05323641561765,1.17614430556093,3.02779928865583,0.10617529284216,0.999994892125812
"AC021106.3",-1.08459113358972,1.96055117201204,3.02760606000318,0.106185335354168,0.999994892125812
"AC138356.3",-0.448388790815648,0.641047102164517,3.02669910213978,0.106232487490301,0.999994892125812
"IQCN",0.555240836962374,1.38053313120543,3.01850099309847,0.106659869116298,0.999994892125812
"HIST1H4H",0.499062827130974,2.49594187766487,3.00724233699438,0.107250245501449,0.999994892125812
"AC007952.4",0.691675370644354,0.466101494366479,3.00232706408168,0.107509247485625,0.999994892125812
"TPBG",1.47387083192877,5.08145937071119,3.00180766076301,0.107536661384053,0.999994892125812
"AC245014.3",1.19159418506902,3.28533761095468,3.0008007788392,0.107589828647164,0.999994892125812
"AC008750.3",0.565979934883297,1.17555591909387,2.98803328679396,0.108266808350029,0.999994892125812
"AC093510.1",-0.906009758539985,1.1244722817956,2.98609875751483,0.10836983993376,0.999994892125812
"MTCO3P39",-1.11163816924207,1.03835944041802,2.9798014152552,0.108706066545953,0.999994892125812
"AL096711.1",-0.842563087631719,0.933260194743394,2.9762977261595,0.108893689565416,0.999994892125812
"AP006545.2",1.16787985890236,1.19965385235819,2.97320896633682,0.109059423014223,0.999994892125812
"AC026585.1",-0.843806241475703,0.421903120737851,2.96735726618471,0.109374257778781,0.999994892125812
"C19orf18",0.539798809579263,1.19575169416875,2.96300586062613,0.109609097306167,0.999994892125812
"LMO1",-1.00824646588452,1.79941005175511,2.93990453748681,0.110866273070092,0.999994892125812
"AC108475.1",0.506331258085104,0.430322415869161,2.93481961660684,0.111145370787636,0.999994892125812
"AP002373.2",-0.528715162010236,0.264357581005118,2.92506185365365,0.111683372066001,0.999994892125812
"AC004832.6",-0.933651141209237,0.662495940243974,2.91613771417746,0.112178217612176,0.999994892125812
"AP003973.2",0.571442068691081,0.356290196746084,2.91607430645549,0.112181743223605,0.999994892125812
"AL022334.2",1.14884736106021,0.574423680530103,2.91294978288627,0.112355642724382,0.999994892125812
"AC016396.1",0.681151893126733,0.973002715667034,2.89029583874815,0.113626450159539,0.999994892125812
"AC034236.3",-0.649968237618542,0.424801563049455,2.869562981194,0.114805032881041,0.999994892125812
"MIR4734",1.257405250593,0.628702625296501,2.86863095829874,0.114858367560439,0.999994892125812
"AL513320.1",0.721557988278849,0.890898510141922,2.86334340002486,0.115161524701189,0.999994892125812
"PRB3",-0.529548532976445,0.991578994887827,2.85153861297049,0.115841906533242,0.999994892125812
"HIGD1B",0.467098480463956,1.64577727985245,2.85095683814936,0.115875565676528,0.999994892125812
"AC092919.2",0.509492337706431,0.485954520803418,2.84786352435805,0.116054734915183,0.999994892125812
"GRIP2",-0.604496639970353,2.07159115402911,2.82356591220292,0.11747403288223,0.999994892125812
"HEXA-AS1",0.457713527248767,0.731049412483852,2.81436512108186,0.118017062834255,0.999994892125812
"RNU7-155P",-1.11976874023545,0.559884370117726,2.81385139418218,0.118047474151133,0.999994892125812
"LINC01711",0.656206067753776,0.546983146646356,2.81188062812322,0.118164228196692,0.999994892125812
"FLRT2",0.708622559624265,1.95676886350848,2.7885095470706,0.119559728010548,0.999994892125812
"AC124947.2",-0.651412627857332,1.47322213043882,2.78710780426818,0.119644071920123,0.999994892125812
"AC021087.4",-0.89672158032144,0.44836079016072,2.77678345700014,0.120267564968275,0.999994892125812
"KLF5",0.508146699627613,1.1229763461752,2.77438093158406,0.120413230061816,0.999994892125812
"AC008494.3",-0.703304653506027,0.675656488217758,2.77395451091322,0.120439106715174,0.999994892125812
"TRBV26OR9-2",1.12231386370066,1.64440213249845,2.76626216103383,0.120907086744714,0.999994892125812
"AC007952.7",-0.651582314971419,0.462747743888685,2.76622838316394,0.120909146641582,0.999994892125812
"RNMTL1P1",-0.951889482106358,0.475944741053179,2.76574354323474,0.120938718716469,0.999994892125812
"TIGD7",0.474252857323194,2.06062417978652,2.7614405715438,0.121201564037461,0.999994892125812
"AC092645.1",0.896934193186976,1.83430575451715,2.75293441980742,0.121723239774282,0.999994892125812
"FSTL1",0.471746565725097,1.63453207378152,2.73711381022587,0.122700910329093,0.999994892125812
"AL110115.2",-0.703479496653413,0.460931734589969,2.73648945229369,0.122739692774849,0.999994892125812
"RPS29P10",0.954126405441344,0.477063202720672,2.73115815715905,0.123071468373167,0.999994892125812
"AC073534.1",-0.994423932096744,0.937431715394502,2.72990320914909,0.123149727194802,0.999994892125812
"AC231981.1",0.437732897414835,1.81716685657377,2.72597847100425,0.123394872408666,0.999994892125812
"AC025166.1",-0.906800647411893,0.453400323705947,2.71603569669849,0.124018621647517,0.999994892125812
"RNF39",0.516687727223744,2.57537585541919,2.71024016205916,0.124383998997711,0.999994892125812
"LINC01963",-0.626682879435188,2.62295353563902,2.70989028342713,0.124406099594449,0.999994892125812
"MIR100HG",0.493430701803994,1.82489375418012,2.70407698661514,0.124774017534069,0.999994892125812
"RASAL2-AS1",0.807002018677329,2.31142395618993,2.70244180506016,0.124877749306763,0.999994892125812
"AC017071.1",0.456147470280167,0.713578102414999,2.69950429008032,0.125064366214055,0.999994892125812
"AL139384.2",-0.457410859528644,1.01759753115313,2.68937859213016,0.125710293289783,0.999994892125812
"AC245452.2",0.959759628804136,0.676327490922679,2.68659916927226,0.125888317569214,0.999994892125812
"MIR4678",0.923986524169609,0.461993262084804,2.68393893055481,0.126059000673921,0.999994892125812
"AC002540.1",-0.49315806912692,0.24657903456346,2.68173648199157,0.126200528621932,0.999994892125812
"RNU6-705P",0.839793775294632,0.419896887647316,2.6774054598493,0.126479412179447,0.999994892125812
"LINC00654",0.397829461430768,0.80352829772785,2.67354070751285,0.126728916853842,0.999994892125812
"Z99129.4",0.673683689226416,3.01659006735805,2.67126005796336,0.126876439662786,0.999994892125812
"AC002069.1",0.604071664784283,1.10273361087987,2.66688947848438,0.127159744085667,0.999994892125812
"NAB1",0.362841586610809,2.28889096888655,2.65281350431818,0.128077507351211,0.999994892125812
"PRSS3P4",-0.842471168616595,0.421235584308297,2.65213606376431,0.128121883819661,0.999994892125812
"NPAS2",0.586928206072859,3.40240408402609,2.65145880098248,0.128166267711318,0.999994892125812
"SUMO2P4",-0.769750287108562,0.384875143554281,2.63468496144849,0.129271641243033,0.999994892125812
"RSL24D1P3",-0.870687457183638,0.902245874429368,2.62285173478572,0.130058559322907,0.999994892125812
"AL451064.1",-0.832339987440663,2.15309874045614,2.61787182797578,0.13039150458865,0.999994892125812
"INTS6L-AS1",0.577050549370581,0.28852527468529,2.61786924242954,0.130391677727174,0.999994892125812
"AC115284.2",-0.491750018762124,2.30977585478017,2.61750947674098,0.130415771862014,0.999994892125812
"AC234775.2",0.508497858917495,0.475566214825669,2.6163053949077,0.130496451556375,0.999994892125812
"AC007952.5",-0.758800102312993,0.426776988796598,2.60534969857408,0.131233395906353,0.999994892125812
"RNF165",-0.377089875474702,1.04102389167133,2.60428699685847,0.131305154246954,0.999994892125812
"AC027124.1",-0.711292553892699,0.355646276946349,2.60195381541874,0.131462872146923,0.999994892125812
"AL158151.4",0.734433757813909,0.8516008467549,2.60177315738771,0.131475094047814,0.999994892125812
"AL590560.3",-0.793199818474698,0.592691707231479,2.60111278138424,0.131519781909184,0.999994892125812
"AL359263.1",0.38717356884386,0.5356179866504,2.59938863810718,0.131636544267343,0.999994892125812
"RPL23AP59",-0.729582755016564,0.612531113249253,2.59644281723125,0.131836339308071,0.999994892125812
"AC110769.2",0.425344488968074,1.87524615747982,2.59361766789884,0.132028304234352,0.999994892125812
"AC011416.2",-0.791303193168693,0.395651596584347,2.59054000832089,0.132237822504588,0.999994892125812
"AL359837.1",-0.76473855151009,0.548587618304447,2.58893846705116,0.13234701438498,0.999994892125812
"LYPLA1P3",-0.757336664107792,0.574083994810564,2.58587709366143,0.132556048664928,0.999994892125812
"AL589765.7",-0.50633060283725,0.345760484561029,2.58225577712688,0.132803846888276,0.999994892125812
"HLA-Z",-0.755178550343415,0.377589275171707,2.5806322208719,0.132915130077026,0.999994892125812
"AL022069.1",0.471697648711292,1.88085104430549,2.57259438202298,0.133467778273818,0.999994892125812
"SLC32A1",-0.96589832785029,1.54932220961532,2.56840452285511,0.133756988962772,0.999994892125812
"AC079906.1",0.831815874111404,0.953882037302061,2.56454985839363,0.134023751411674,0.999994892125812
"AC079766.1",0.678841627031211,0.667334386782948,2.56306569967568,0.134126639285567,0.999994892125812
"AP006547.1",0.550464953514503,0.330689075892261,2.55180059327215,0.134910795792413,0.999994892125812
"AL390195.1",0.647605066033433,2.08148555467794,2.55110947450526,0.13495908968432,0.999994892125812
