"InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"HuAgeGBsplit_28","c1_HuAgeGBsplitRnaseq_64__","User",0.000116785795579558
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_86__","User",0.000144455943359057
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_181__","User",0.000176929819713769
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_553__","User",0.000190881069213713
"HuAgeGBsplit_03","c1_HuAgeGBsplitRnaseq_398__","User",0.000253054969083266
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_58__","User",0.000273582841867879
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_27__","User",0.00035858704094677
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_456__","User",0.000373213913994353
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_477__","User",0.000421350965491945
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_1132__","User",0.000585218484055095
"HuAgeGBsplit_28","c1_HuAgeGBsplitRnaseq_5__","User",0.000702063218916615
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_368__","User",0.000765205707799143
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_395__","User",0.000845316107983408
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_179__","User",0.000965463191264655
"HuAgeGBsplit_03","c1_HuAgeGBsplitRnaseq_99__","User",0.000980083169790628
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_358__","User",0.00103969374282125
"HuAgeGBsplit_37","c1_HuAgeGBsplitRnaseq_450__","User",0.00104497456249257
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_23__","User",0.00121689143018991
"HuAgeGBsplit_13","c1_HuAgeGBsplitRnaseq_105__","User",0.0015070347149201
"HuAgeGBsplit_13","c1_HuAgeGBsplitRnaseq_223__","User",0.00177315883857197
"HuAgeGBsplit_34","c1_HuAgeGBsplitRnaseq_477__","User",0.00231141560064553
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_106__","User",0.0024150466086015
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_96__","User",0.00277571094126559
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_18__","User",0.00287095821795548
"HuAgeGBsplit_34","c1_HuAgeGBsplitRnaseq_96__","User",0.00323138948737779
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_188__","User",0.00365402102034921
"HuAgeGBsplit_12","c1_HuAgeGBsplitRnaseq_186__","User",0.00773414731151299
"HuAgeGBsplit_35","c1_HuAgeGBsplitRnaseq_77__","User",0.00808596122599604
"HuAgeGBsplit_23","c1_HuAgeGBsplitRnaseq_1147__","User",0.0086601229307672
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_446__","User",0.00930509040899852
"HuAgeGBsplit_37","c1_HuAgeGBsplitRnaseq_87__","User",0.010774939466482
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_84__","User",0.0140674388336403
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_84__","User",0.0169643320634223
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_456__","User",0.0216921301804497
"HuAgeGBsplit_15","c1_HuAgeGBsplitRnaseq_64__","User",0.0272568613471086
"HuAgeGBsplit_31","c1_HuAgeGBsplitRnaseq_16__","User",0.0320036545902066
"HuAgeGBsplit_23","c1_HuAgeGBsplitRnaseq_372__","User",0.0329378148660709
"HuAgeGBsplit_02","c1_HuAgeGBsplitRnaseq_179__","User",0.0410724115768405
"HuAgeGBsplit_01","c1_HuAgeGBsplitRnaseq_125__","User",0.046168414462969
