"","Module","Gene"
"FBXW10","c1_HuAgeGBsplitRnaseq_306","FBXW10"
"FHL3","c1_HuAgeGBsplitRnaseq_306","FHL3"
"FLII","c1_HuAgeGBsplitRnaseq_306","FLII"
"FRYL","c1_HuAgeGBsplitRnaseq_306","FRYL"
"GID4","c1_HuAgeGBsplitRnaseq_306","GID4"
"GOLGB1","c1_HuAgeGBsplitRnaseq_306","GOLGB1"
"GPATCH11","c1_HuAgeGBsplitRnaseq_306","GPATCH11"
"GRIA1","c1_HuAgeGBsplitRnaseq_306","GRIA1"
"HEATR5B","c1_HuAgeGBsplitRnaseq_306","HEATR5B"
"HECTD4","c1_HuAgeGBsplitRnaseq_306","HECTD4"
"HERC2","c1_HuAgeGBsplitRnaseq_306","HERC2"
"HNMT","c1_HuAgeGBsplitRnaseq_306","HNMT"
"IDH1","c1_HuAgeGBsplitRnaseq_306","IDH1"
"IL6ST","c1_HuAgeGBsplitRnaseq_306","IL6ST"
"INO80D","c1_HuAgeGBsplitRnaseq_306","INO80D"
"ITGA6","c1_HuAgeGBsplitRnaseq_306","ITGA6"
"ITGAV","c1_HuAgeGBsplitRnaseq_306","ITGAV"
"ITPR2","c1_HuAgeGBsplitRnaseq_306","ITPR2"
"IVNS1ABP","c1_HuAgeGBsplitRnaseq_306","IVNS1ABP"
"KIAA1109","c1_HuAgeGBsplitRnaseq_306","KIAA1109"
"KMT2A","c1_HuAgeGBsplitRnaseq_306","KMT2A"
"KMT2C","c1_HuAgeGBsplitRnaseq_306","KMT2C"
"KMT2D","c1_HuAgeGBsplitRnaseq_306","KMT2D"
"KPNA6","c1_HuAgeGBsplitRnaseq_306","KPNA6"
"L3MBTL4","c1_HuAgeGBsplitRnaseq_306","L3MBTL4"
"LINC01094","c1_HuAgeGBsplitRnaseq_306","LINC01094"
"LINC02352","c1_HuAgeGBsplitRnaseq_306","LINC02352"
"LLGL1","c1_HuAgeGBsplitRnaseq_306","LLGL1"
"LRP6","c1_HuAgeGBsplitRnaseq_306","LRP6"
"LRRC69","c1_HuAgeGBsplitRnaseq_306","LRRC69"
"LUZP1","c1_HuAgeGBsplitRnaseq_306","LUZP1"
"MACF1","c1_HuAgeGBsplitRnaseq_306","MACF1"
"MAML2","c1_HuAgeGBsplitRnaseq_306","MAML2"
"MAN2A1","c1_HuAgeGBsplitRnaseq_306","MAN2A1"
"MAP2K4","c1_HuAgeGBsplitRnaseq_306","MAP2K4"
"MAPK7","c1_HuAgeGBsplitRnaseq_306","MAPK7"
"MARF1","c1_HuAgeGBsplitRnaseq_306","MARF1"
"MBNL1","c1_HuAgeGBsplitRnaseq_306","MBNL1"
"MCFD2","c1_HuAgeGBsplitRnaseq_306","MCFD2"
"MDN1","c1_HuAgeGBsplitRnaseq_306","MDN1"
"MED28P3","c1_HuAgeGBsplitRnaseq_306","MED28P3"
"MIEF2","c1_HuAgeGBsplitRnaseq_306","MIEF2"
"MINDY2","c1_HuAgeGBsplitRnaseq_306","MINDY2"
"MORN2","c1_HuAgeGBsplitRnaseq_306","MORN2"
"MPRIP","c1_HuAgeGBsplitRnaseq_306","MPRIP"
"MYCBP2","c1_HuAgeGBsplitRnaseq_306","MYCBP2"
"MYEF2","c1_HuAgeGBsplitRnaseq_306","MYEF2"
"MYO5A","c1_HuAgeGBsplitRnaseq_306","MYO5A"
"MYO9A","c1_HuAgeGBsplitRnaseq_306","MYO9A"
"NATD1","c1_HuAgeGBsplitRnaseq_306","NATD1"
"NBEAL1","c1_HuAgeGBsplitRnaseq_306","NBEAL1"
"NCOR1","c1_HuAgeGBsplitRnaseq_306","NCOR1"
"NDUFAF7","c1_HuAgeGBsplitRnaseq_306","NDUFAF7"
"NIPBL","c1_HuAgeGBsplitRnaseq_306","NIPBL"
"NONOP2","c1_HuAgeGBsplitRnaseq_306","NONOP2"
"NUP155","c1_HuAgeGBsplitRnaseq_306","NUP155"
"PARS2","c1_HuAgeGBsplitRnaseq_306","PARS2"
"PECR","c1_HuAgeGBsplitRnaseq_306","PECR"
"PEMT","c1_HuAgeGBsplitRnaseq_306","PEMT"
"PHIP","c1_HuAgeGBsplitRnaseq_306","PHIP"
"PIGL","c1_HuAgeGBsplitRnaseq_306","PIGL"
"PIKFYVE","c1_HuAgeGBsplitRnaseq_306","PIKFYVE"
"PPIAP67","c1_HuAgeGBsplitRnaseq_306","PPIAP67"
"PPP1CB","c1_HuAgeGBsplitRnaseq_306","PPP1CB"
"PPP1R12A","c1_HuAgeGBsplitRnaseq_306","PPP1R12A"
"PPP1R12A-AS1","c1_HuAgeGBsplitRnaseq_306","PPP1R12A-AS1"
"PRKDC","c1_HuAgeGBsplitRnaseq_306","PRKDC"
"PRKXP1","c1_HuAgeGBsplitRnaseq_306","PRKXP1"
"PRPSAP2","c1_HuAgeGBsplitRnaseq_306","PRPSAP2"
"PRRC2C","c1_HuAgeGBsplitRnaseq_306","PRRC2C"
"PSME4","c1_HuAgeGBsplitRnaseq_306","PSME4"
"PTPN4","c1_HuAgeGBsplitRnaseq_306","PTPN4"
"RAB11FIP5","c1_HuAgeGBsplitRnaseq_306","RAB11FIP5"
"RAB23","c1_HuAgeGBsplitRnaseq_306","RAB23"
"RAB32","c1_HuAgeGBsplitRnaseq_306","RAB32"
"RAB39A","c1_HuAgeGBsplitRnaseq_306","RAB39A"
"RAB8A","c1_HuAgeGBsplitRnaseq_306","RAB8A"
"RAI1","c1_HuAgeGBsplitRnaseq_306","RAI1"
"RANBP2","c1_HuAgeGBsplitRnaseq_306","RANBP2"
"RAPH1","c1_HuAgeGBsplitRnaseq_306","RAPH1"
"REL","c1_HuAgeGBsplitRnaseq_306","REL"
"RHBDD1","c1_HuAgeGBsplitRnaseq_306","RHBDD1"
"RICTOR","c1_HuAgeGBsplitRnaseq_306","RICTOR"
"RIF1","c1_HuAgeGBsplitRnaseq_306","RIF1"
"RN7SL477P","c1_HuAgeGBsplitRnaseq_306","RN7SL477P"
"RNF213","c1_HuAgeGBsplitRnaseq_306","RNF213"
"RNU6-322P","c1_HuAgeGBsplitRnaseq_306","RNU6-322P"
"RNU6-510P","c1_HuAgeGBsplitRnaseq_306","RNU6-510P"
"RPL7P38","c1_HuAgeGBsplitRnaseq_306","RPL7P38"
"RPL9P29","c1_HuAgeGBsplitRnaseq_306","RPL9P29"
"SCAMP1-AS1","c1_HuAgeGBsplitRnaseq_306","SCAMP1-AS1"
"SLC2A9","c1_HuAgeGBsplitRnaseq_306","SLC2A9"
"SLC7A11","c1_HuAgeGBsplitRnaseq_306","SLC7A11"
"SMAD3","c1_HuAgeGBsplitRnaseq_306","SMAD3"
"SMCHD1","c1_HuAgeGBsplitRnaseq_306","SMCHD1"
"SMCR8","c1_HuAgeGBsplitRnaseq_306","SMCR8"
"SMG1","c1_HuAgeGBsplitRnaseq_306","SMG1"
"SMG7-AS1","c1_HuAgeGBsplitRnaseq_306","SMG7-AS1"
"SOX6","c1_HuAgeGBsplitRnaseq_306","SOX6"
"SPEN","c1_HuAgeGBsplitRnaseq_306","SPEN"
"SPOPL","c1_HuAgeGBsplitRnaseq_306","SPOPL"
"SRBD1","c1_HuAgeGBsplitRnaseq_306","SRBD1"
"SYNE1","c1_HuAgeGBsplitRnaseq_306","SYNE1"
"SYT6","c1_HuAgeGBsplitRnaseq_306","SYT6"
"SZT2","c1_HuAgeGBsplitRnaseq_306","SZT2"
"TCIM","c1_HuAgeGBsplitRnaseq_306","TCIM"
"THADA","c1_HuAgeGBsplitRnaseq_306","THADA"
"TICRR","c1_HuAgeGBsplitRnaseq_306","TICRR"
"TMEM11","c1_HuAgeGBsplitRnaseq_306","TMEM11"
"TMEM14A","c1_HuAgeGBsplitRnaseq_306","TMEM14A"
"TMEM169","c1_HuAgeGBsplitRnaseq_306","TMEM169"
"TMEM200C","c1_HuAgeGBsplitRnaseq_306","TMEM200C"
"TNR","c1_HuAgeGBsplitRnaseq_306","TNR"
"TNS1","c1_HuAgeGBsplitRnaseq_306","TNS1"
"TOM1L2","c1_HuAgeGBsplitRnaseq_306","TOM1L2"
"TOP3A","c1_HuAgeGBsplitRnaseq_306","TOP3A"
"TRIM16","c1_HuAgeGBsplitRnaseq_306","TRIM16"
"TRIM16L","c1_HuAgeGBsplitRnaseq_306","TRIM16L"
"TTBK2","c1_HuAgeGBsplitRnaseq_306","TTBK2"
"TTC19","c1_HuAgeGBsplitRnaseq_306","TTC19"
"TTC27","c1_HuAgeGBsplitRnaseq_306","TTC27"
"TVP23B","c1_HuAgeGBsplitRnaseq_306","TVP23B"
"TXNRD3","c1_HuAgeGBsplitRnaseq_306","TXNRD3"
"TXNRD3NB","c1_HuAgeGBsplitRnaseq_306","TXNRD3NB"
"UBC","c1_HuAgeGBsplitRnaseq_306","UBC"
"UBR4","c1_HuAgeGBsplitRnaseq_306","UBR4"
"ULK2","c1_HuAgeGBsplitRnaseq_306","ULK2"
"USP34","c1_HuAgeGBsplitRnaseq_306","USP34"
"VPS13C","c1_HuAgeGBsplitRnaseq_306","VPS13C"
"VPS54","c1_HuAgeGBsplitRnaseq_306","VPS54"
"WDR81","c1_HuAgeGBsplitRnaseq_306","WDR81"
"XPO1","c1_HuAgeGBsplitRnaseq_306","XPO1"
"YDJC","c1_HuAgeGBsplitRnaseq_306","YDJC"
"ZNF18","c1_HuAgeGBsplitRnaseq_306","ZNF18"
"ZNF286B","c1_HuAgeGBsplitRnaseq_306","ZNF286B"
"ZNF287","c1_HuAgeGBsplitRnaseq_306","ZNF287"
"ZNF300","c1_HuAgeGBsplitRnaseq_306","ZNF300"
"ZNF462","c1_HuAgeGBsplitRnaseq_306","ZNF462"
"ZNF624","c1_HuAgeGBsplitRnaseq_306","ZNF624"
"ZNF638","c1_HuAgeGBsplitRnaseq_306","ZNF638"
"ZNF689","c1_HuAgeGBsplitRnaseq_306","ZNF689"
"ZNF770","c1_HuAgeGBsplitRnaseq_306","ZNF770"
"ZSCAN20","c1_HuAgeGBsplitRnaseq_306","ZSCAN20"
"ZSCAN23","c1_HuAgeGBsplitRnaseq_306","ZSCAN23"
"ZSWIM7","c1_HuAgeGBsplitRnaseq_306","ZSWIM7"
"AC005632.4","c1_HuAgeGBsplitRnaseq_31","AC005632.4"
"AC005696.4","c1_HuAgeGBsplitRnaseq_31","AC005696.4"
"AC005828.5","c1_HuAgeGBsplitRnaseq_31","AC005828.5"
"AC008443.4","c1_HuAgeGBsplitRnaseq_31","AC008443.4"
"AC010202.1","c1_HuAgeGBsplitRnaseq_31","AC010202.1"
"AC011474.2","c1_HuAgeGBsplitRnaseq_31","AC011474.2"
"AC022616.6","c1_HuAgeGBsplitRnaseq_31","AC022616.6"
"AC060814.3","c1_HuAgeGBsplitRnaseq_31","AC060814.3"
"AC061961.1","c1_HuAgeGBsplitRnaseq_31","AC061961.1"
"AC073648.3","c1_HuAgeGBsplitRnaseq_31","AC073648.3"
"AC079070.1","c1_HuAgeGBsplitRnaseq_31","AC079070.1"
"AC084809.2","c1_HuAgeGBsplitRnaseq_31","AC084809.2"
"AC092720.2","c1_HuAgeGBsplitRnaseq_31","AC092720.2"
"AC104024.2","c1_HuAgeGBsplitRnaseq_31","AC104024.2"
"AC116036.2","c1_HuAgeGBsplitRnaseq_31","AC116036.2"
"AC127459.2","c1_HuAgeGBsplitRnaseq_31","AC127459.2"
"AC130466.1","c1_HuAgeGBsplitRnaseq_31","AC130466.1"
"AC134312.1","c1_HuAgeGBsplitRnaseq_31","AC134312.1"
"AC134312.3","c1_HuAgeGBsplitRnaseq_31","AC134312.3"
"AC134312.4","c1_HuAgeGBsplitRnaseq_31","AC134312.4"
"AC136632.1","c1_HuAgeGBsplitRnaseq_31","AC136632.1"
"AC246785.3","c1_HuAgeGBsplitRnaseq_31","AC246785.3"
"ACRV1","c1_HuAgeGBsplitRnaseq_31","ACRV1"
"ACTL6B","c1_HuAgeGBsplitRnaseq_31","ACTL6B"
"ADAM11","c1_HuAgeGBsplitRnaseq_31","ADAM11"
"ADD2","c1_HuAgeGBsplitRnaseq_31","ADD2"
"ADRA1D","c1_HuAgeGBsplitRnaseq_31","ADRA1D"
"AL022313.4","c1_HuAgeGBsplitRnaseq_31","AL022313.4"
"AL049612.1","c1_HuAgeGBsplitRnaseq_31","AL049612.1"
"AL049749.1","c1_HuAgeGBsplitRnaseq_31","AL049749.1"
"AL049781.1","c1_HuAgeGBsplitRnaseq_31","AL049781.1"
"AL096711.2","c1_HuAgeGBsplitRnaseq_31","AL096711.2"
"AL109914.1","c1_HuAgeGBsplitRnaseq_31","AL109914.1"
"AL122058.1","c1_HuAgeGBsplitRnaseq_31","AL122058.1"
"AL157996.1","c1_HuAgeGBsplitRnaseq_31","AL157996.1"
"AL359317.1","c1_HuAgeGBsplitRnaseq_31","AL359317.1"
"AL365203.2","c1_HuAgeGBsplitRnaseq_31","AL365203.2"
"AL391811.1","c1_HuAgeGBsplitRnaseq_31","AL391811.1"
"AL589765.1","c1_HuAgeGBsplitRnaseq_31","AL589765.1"
"AL606763.1","c1_HuAgeGBsplitRnaseq_31","AL606763.1"
"AL672277.1","c1_HuAgeGBsplitRnaseq_31","AL672277.1"
"AMER3","c1_HuAgeGBsplitRnaseq_31","AMER3"
"AP000842.3","c1_HuAgeGBsplitRnaseq_31","AP000842.3"
"ARHGAP11B","c1_HuAgeGBsplitRnaseq_31","ARHGAP11B"
"ARHGDIG","c1_HuAgeGBsplitRnaseq_31","ARHGDIG"
"ARSI","c1_HuAgeGBsplitRnaseq_31","ARSI"
"ATCAY","c1_HuAgeGBsplitRnaseq_31","ATCAY"
"ATP1A1","c1_HuAgeGBsplitRnaseq_31","ATP1A1"
"ATP2B3","c1_HuAgeGBsplitRnaseq_31","ATP2B3"
"B3GNT4","c1_HuAgeGBsplitRnaseq_31","B3GNT4"
"BMP7","c1_HuAgeGBsplitRnaseq_31","BMP7"
"BTF3P4","c1_HuAgeGBsplitRnaseq_31","BTF3P4"
"C1orf115","c1_HuAgeGBsplitRnaseq_31","C1orf115"
"C1QL3","c1_HuAgeGBsplitRnaseq_31","C1QL3"
"CACNG2","c1_HuAgeGBsplitRnaseq_31","CACNG2"
"CAMK2A","c1_HuAgeGBsplitRnaseq_31","CAMK2A"
"CAMKK1","c1_HuAgeGBsplitRnaseq_31","CAMKK1"
"CAMKV","c1_HuAgeGBsplitRnaseq_31","CAMKV"
"CARMIL2","c1_HuAgeGBsplitRnaseq_31","CARMIL2"
"CCDC92B","c1_HuAgeGBsplitRnaseq_31","CCDC92B"
"CCK","c1_HuAgeGBsplitRnaseq_31","CCK"
"CCKBR","c1_HuAgeGBsplitRnaseq_31","CCKBR"
"CCL24","c1_HuAgeGBsplitRnaseq_31","CCL24"
"CDKL5","c1_HuAgeGBsplitRnaseq_31","CDKL5"
"CELF3","c1_HuAgeGBsplitRnaseq_31","CELF3"
"CHGA","c1_HuAgeGBsplitRnaseq_31","CHGA"
"CHGB","c1_HuAgeGBsplitRnaseq_31","CHGB"
"CHRNB2","c1_HuAgeGBsplitRnaseq_31","CHRNB2"
"CKMT1A","c1_HuAgeGBsplitRnaseq_31","CKMT1A"
"CKMT1B","c1_HuAgeGBsplitRnaseq_31","CKMT1B"
"CLEC2L","c1_HuAgeGBsplitRnaseq_31","CLEC2L"
"CNIH3","c1_HuAgeGBsplitRnaseq_31","CNIH3"
"CPLX1","c1_HuAgeGBsplitRnaseq_31","CPLX1"
"CPLX2","c1_HuAgeGBsplitRnaseq_31","CPLX2"
"CPNE6","c1_HuAgeGBsplitRnaseq_31","CPNE6"
"CREG2","c1_HuAgeGBsplitRnaseq_31","CREG2"
"CRH","c1_HuAgeGBsplitRnaseq_31","CRH"
"CRHBP","c1_HuAgeGBsplitRnaseq_31","CRHBP"
"CYP1A1","c1_HuAgeGBsplitRnaseq_31","CYP1A1"
"DBF4B","c1_HuAgeGBsplitRnaseq_31","DBF4B"
"DDN","c1_HuAgeGBsplitRnaseq_31","DDN"
"DIRAS2","c1_HuAgeGBsplitRnaseq_31","DIRAS2"
"DNASE1L3","c1_HuAgeGBsplitRnaseq_31","DNASE1L3"
"DNM1","c1_HuAgeGBsplitRnaseq_31","DNM1"
"DOC2A","c1_HuAgeGBsplitRnaseq_31","DOC2A"
"DOCK4","c1_HuAgeGBsplitRnaseq_31","DOCK4"
"DOK5","c1_HuAgeGBsplitRnaseq_31","DOK5"
"DUSP22","c1_HuAgeGBsplitRnaseq_31","DUSP22"
"EEF1A2","c1_HuAgeGBsplitRnaseq_31","EEF1A2"
"ENC1","c1_HuAgeGBsplitRnaseq_31","ENC1"
"ESPN","c1_HuAgeGBsplitRnaseq_31","ESPN"
"ESPNL","c1_HuAgeGBsplitRnaseq_31","ESPNL"
"ESR2","c1_HuAgeGBsplitRnaseq_31","ESR2"
"FAM163B","c1_HuAgeGBsplitRnaseq_31","FAM163B"
"FAM46A","c1_HuAgeGBsplitRnaseq_31","FAM46A"
"FBXL16","c1_HuAgeGBsplitRnaseq_31","FBXL16"
"FBXO41","c1_HuAgeGBsplitRnaseq_31","FBXO41"
"FFAR4","c1_HuAgeGBsplitRnaseq_31","FFAR4"
"FREM2","c1_HuAgeGBsplitRnaseq_31","FREM2"
"FSD1L","c1_HuAgeGBsplitRnaseq_31","FSD1L"
"GABRA1","c1_HuAgeGBsplitRnaseq_31","GABRA1"
"GABRB2","c1_HuAgeGBsplitRnaseq_31","GABRB2"
"GABRG2","c1_HuAgeGBsplitRnaseq_31","GABRG2"
"GAD2","c1_HuAgeGBsplitRnaseq_31","GAD2"
"GALNT16","c1_HuAgeGBsplitRnaseq_31","GALNT16"
"GALNTL5","c1_HuAgeGBsplitRnaseq_31","GALNTL5"
"GDAP1L1","c1_HuAgeGBsplitRnaseq_31","GDAP1L1"
"GFOD1","c1_HuAgeGBsplitRnaseq_31","GFOD1"
"GOLGA8UP","c1_HuAgeGBsplitRnaseq_31","GOLGA8UP"
"GPR68","c1_HuAgeGBsplitRnaseq_31","GPR68"
"GREM2","c1_HuAgeGBsplitRnaseq_31","GREM2"
"GRIN1","c1_HuAgeGBsplitRnaseq_31","GRIN1"
"GRIN2A","c1_HuAgeGBsplitRnaseq_31","GRIN2A"
"GRM2","c1_HuAgeGBsplitRnaseq_31","GRM2"
"HNRNPA1P65","c1_HuAgeGBsplitRnaseq_31","HNRNPA1P65"
"HPCA","c1_HuAgeGBsplitRnaseq_31","HPCA"
"HPS1","c1_HuAgeGBsplitRnaseq_31","HPS1"
"HRH3","c1_HuAgeGBsplitRnaseq_31","HRH3"
"HS3ST2","c1_HuAgeGBsplitRnaseq_31","HS3ST2"
"HS6ST2","c1_HuAgeGBsplitRnaseq_31","HS6ST2"
"HSPB3","c1_HuAgeGBsplitRnaseq_31","HSPB3"
"ICAM5","c1_HuAgeGBsplitRnaseq_31","ICAM5"
"IGHV3-64","c1_HuAgeGBsplitRnaseq_31","IGHV3-64"
"IGKV3OR2-268","c1_HuAgeGBsplitRnaseq_31","IGKV3OR2-268"
"IL31RA","c1_HuAgeGBsplitRnaseq_31","IL31RA"
"INA","c1_HuAgeGBsplitRnaseq_31","INA"
"JPH3","c1_HuAgeGBsplitRnaseq_31","JPH3"
"KCNA5","c1_HuAgeGBsplitRnaseq_31","KCNA5"
"KCNAB2","c1_HuAgeGBsplitRnaseq_31","KCNAB2"
"KCNH3","c1_HuAgeGBsplitRnaseq_31","KCNH3"
"KCNJ3","c1_HuAgeGBsplitRnaseq_31","KCNJ3"
"KCNK3","c1_HuAgeGBsplitRnaseq_31","KCNK3"
"KCNQ2","c1_HuAgeGBsplitRnaseq_31","KCNQ2"
"L1CAM","c1_HuAgeGBsplitRnaseq_31","L1CAM"
"LGI2","c1_HuAgeGBsplitRnaseq_31","LGI2"
"LINC00242","c1_HuAgeGBsplitRnaseq_31","LINC00242"
"LINC00443","c1_HuAgeGBsplitRnaseq_31","LINC00443"
"LINC00551","c1_HuAgeGBsplitRnaseq_31","LINC00551"
"LINC00574","c1_HuAgeGBsplitRnaseq_31","LINC00574"
"LINC01106","c1_HuAgeGBsplitRnaseq_31","LINC01106"
"LINC01123","c1_HuAgeGBsplitRnaseq_31","LINC01123"
"LINC01137","c1_HuAgeGBsplitRnaseq_31","LINC01137"
"LINC02458","c1_HuAgeGBsplitRnaseq_31","LINC02458"
"LLGL2","c1_HuAgeGBsplitRnaseq_31","LLGL2"
"LOR","c1_HuAgeGBsplitRnaseq_31","LOR"
"LZTS1","c1_HuAgeGBsplitRnaseq_31","LZTS1"
"MAN1A2","c1_HuAgeGBsplitRnaseq_31","MAN1A2"
"MAP3K15","c1_HuAgeGBsplitRnaseq_31","MAP3K15"
"MAP7D2","c1_HuAgeGBsplitRnaseq_31","MAP7D2"
"MARCH4","c1_HuAgeGBsplitRnaseq_31","MARCH4"
"MEPE","c1_HuAgeGBsplitRnaseq_31","MEPE"
"MITF","c1_HuAgeGBsplitRnaseq_31","MITF"
"MLH3","c1_HuAgeGBsplitRnaseq_31","MLH3"
"MYT1L","c1_HuAgeGBsplitRnaseq_31","MYT1L"
"NAPB","c1_HuAgeGBsplitRnaseq_31","NAPB"
"NCDN","c1_HuAgeGBsplitRnaseq_31","NCDN"
"NEFH","c1_HuAgeGBsplitRnaseq_31","NEFH"
"NEFL","c1_HuAgeGBsplitRnaseq_31","NEFL"
"NEFM","c1_HuAgeGBsplitRnaseq_31","NEFM"
"NEURL1","c1_HuAgeGBsplitRnaseq_31","NEURL1"
"NEUROD2","c1_HuAgeGBsplitRnaseq_31","NEUROD2"
"NEUROD6","c1_HuAgeGBsplitRnaseq_31","NEUROD6"
"NGB","c1_HuAgeGBsplitRnaseq_31","NGB"
"NPS","c1_HuAgeGBsplitRnaseq_31","NPS"
"NPTX1","c1_HuAgeGBsplitRnaseq_31","NPTX1"
"NPTX2","c1_HuAgeGBsplitRnaseq_31","NPTX2"
"NPY","c1_HuAgeGBsplitRnaseq_31","NPY"
"NRAP","c1_HuAgeGBsplitRnaseq_31","NRAP"
"NRGN","c1_HuAgeGBsplitRnaseq_31","NRGN"
"NRIP3","c1_HuAgeGBsplitRnaseq_31","NRIP3"
"NSF","c1_HuAgeGBsplitRnaseq_31","NSF"
"NSG2","c1_HuAgeGBsplitRnaseq_31","NSG2"
"OSTN","c1_HuAgeGBsplitRnaseq_31","OSTN"
"PACSIN1","c1_HuAgeGBsplitRnaseq_31","PACSIN1"
"PAK1","c1_HuAgeGBsplitRnaseq_31","PAK1"
"PATE2","c1_HuAgeGBsplitRnaseq_31","PATE2"
"PCP4L1","c1_HuAgeGBsplitRnaseq_31","PCP4L1"
"PDIA2","c1_HuAgeGBsplitRnaseq_31","PDIA2"
"PDZK1","c1_HuAgeGBsplitRnaseq_31","PDZK1"
"PENK","c1_HuAgeGBsplitRnaseq_31","PENK"
"PHF24","c1_HuAgeGBsplitRnaseq_31","PHF24"
"PHYHIP","c1_HuAgeGBsplitRnaseq_31","PHYHIP"
"PLK2","c1_HuAgeGBsplitRnaseq_31","PLK2"
"PNOC","c1_HuAgeGBsplitRnaseq_31","PNOC"
"PRAF2","c1_HuAgeGBsplitRnaseq_31","PRAF2"
"PSMC1P7","c1_HuAgeGBsplitRnaseq_31","PSMC1P7"
"PTPN5","c1_HuAgeGBsplitRnaseq_31","PTPN5"
"PTPRN","c1_HuAgeGBsplitRnaseq_31","PTPRN"
"PXYLP1","c1_HuAgeGBsplitRnaseq_31","PXYLP1"
"PYROXD2","c1_HuAgeGBsplitRnaseq_31","PYROXD2"
"RAB3A","c1_HuAgeGBsplitRnaseq_31","RAB3A"
"RAB40A","c1_HuAgeGBsplitRnaseq_31","RAB40A"
"RASD2","c1_HuAgeGBsplitRnaseq_31","RASD2"
"RASGRP2","c1_HuAgeGBsplitRnaseq_31","RASGRP2"
"RFPL1S","c1_HuAgeGBsplitRnaseq_31","RFPL1S"
"RGS4","c1_HuAgeGBsplitRnaseq_31","RGS4"
"RHO","c1_HuAgeGBsplitRnaseq_31","RHO"
"RHOBTB2","c1_HuAgeGBsplitRnaseq_31","RHOBTB2"
"RIMS3","c1_HuAgeGBsplitRnaseq_31","RIMS3"
"RN7SL471P","c1_HuAgeGBsplitRnaseq_31","RN7SL471P"
"RNF128","c1_HuAgeGBsplitRnaseq_31","RNF128"
"RNF175","c1_HuAgeGBsplitRnaseq_31","RNF175"
"RNU6-778P","c1_HuAgeGBsplitRnaseq_31","RNU6-778P"
"RNU7-160P","c1_HuAgeGBsplitRnaseq_31","RNU7-160P"
"RPS29P6","c1_HuAgeGBsplitRnaseq_31","RPS29P6"
"SCN3B","c1_HuAgeGBsplitRnaseq_31","SCN3B"
"SCRT1","c1_HuAgeGBsplitRnaseq_31","SCRT1"
"SH2D5","c1_HuAgeGBsplitRnaseq_31","SH2D5"
"SH3PXD2A","c1_HuAgeGBsplitRnaseq_31","SH3PXD2A"
"SLC12A5","c1_HuAgeGBsplitRnaseq_31","SLC12A5"
"SLC17A7","c1_HuAgeGBsplitRnaseq_31","SLC17A7"
"SLC20A1","c1_HuAgeGBsplitRnaseq_31","SLC20A1"
"SLC32A1","c1_HuAgeGBsplitRnaseq_31","SLC32A1"
"SLC6A17","c1_HuAgeGBsplitRnaseq_31","SLC6A17"
"SMPD3","c1_HuAgeGBsplitRnaseq_31","SMPD3"
"SNCB","c1_HuAgeGBsplitRnaseq_31","SNCB"
"SOD3","c1_HuAgeGBsplitRnaseq_31","SOD3"
"SOWAHB","c1_HuAgeGBsplitRnaseq_31","SOWAHB"
"SOX3","c1_HuAgeGBsplitRnaseq_31","SOX3"
"SPINT2","c1_HuAgeGBsplitRnaseq_31","SPINT2"
"SPTSSB","c1_HuAgeGBsplitRnaseq_31","SPTSSB"
"SRRM3","c1_HuAgeGBsplitRnaseq_31","SRRM3"
"SSR4","c1_HuAgeGBsplitRnaseq_31","SSR4"
"SST","c1_HuAgeGBsplitRnaseq_31","SST"
"STAC2","c1_HuAgeGBsplitRnaseq_31","STAC2"
"STEAP3","c1_HuAgeGBsplitRnaseq_31","STEAP3"
"STMN2","c1_HuAgeGBsplitRnaseq_31","STMN2"
"STX1B","c1_HuAgeGBsplitRnaseq_31","STX1B"
"STXBP5","c1_HuAgeGBsplitRnaseq_31","STXBP5"
"SULT4A1","c1_HuAgeGBsplitRnaseq_31","SULT4A1"
"SV2B","c1_HuAgeGBsplitRnaseq_31","SV2B"
"SVOP","c1_HuAgeGBsplitRnaseq_31","SVOP"
"SYN1","c1_HuAgeGBsplitRnaseq_31","SYN1"
"SYNGR3","c1_HuAgeGBsplitRnaseq_31","SYNGR3"
"SYP","c1_HuAgeGBsplitRnaseq_31","SYP"
"SYT13","c1_HuAgeGBsplitRnaseq_31","SYT13"
"SYT4","c1_HuAgeGBsplitRnaseq_31","SYT4"
"SYT5","c1_HuAgeGBsplitRnaseq_31","SYT5"
"SYT7","c1_HuAgeGBsplitRnaseq_31","SYT7"
"TAC1","c1_HuAgeGBsplitRnaseq_31","TAC1"
"TBR1","c1_HuAgeGBsplitRnaseq_31","TBR1"
"TMEM130","c1_HuAgeGBsplitRnaseq_31","TMEM130"
"TMEM132B","c1_HuAgeGBsplitRnaseq_31","TMEM132B"
"TMEM178B","c1_HuAgeGBsplitRnaseq_31","TMEM178B"
"TMPRSS2","c1_HuAgeGBsplitRnaseq_31","TMPRSS2"
"TRAJ6","c1_HuAgeGBsplitRnaseq_31","TRAJ6"
"TRBV1","c1_HuAgeGBsplitRnaseq_31","TRBV1"
"TRHDE","c1_HuAgeGBsplitRnaseq_31","TRHDE"
"TRIM7","c1_HuAgeGBsplitRnaseq_31","TRIM7"
"TRPM8","c1_HuAgeGBsplitRnaseq_31","TRPM8"
"TUBA4A","c1_HuAgeGBsplitRnaseq_31","TUBA4A"
