"","c1_HuAgeGBsplitRnaseq_53....PGBCbyQGBC__"
"201","ORC6"
"202","PARD3"
"203","PARD3-AS1"
"204","PBK"
"205","PBRM1"
"206","PDE12"
"207","PDHB"
"208","PDSS1"
"209","PIF1"
"210","PIMREG"
"211","PKMYT1"
"212","PLA2G12AP2"
"213","PLEKHA8P1"
"214","PLK1"
"215","PLK4"
"216","PLXNB1"
"217","POC1A"
"218","POLA1"
"219","POLA2"
"220","POLE2"
"221","POLQ"
"222","PPP4R2"
"223","PRKAR2A"
"224","PRPF18"
"225","PRR11"
"226","PRTFDC1"
"227","PSMD6"
"228","PTTG1"
"229","QRICH1"
"230","RACGAP1"
"231","RAD54L"
"232","RBM15B"
"233","RBM17"
"234","REEP4"
"235","RFT1"
"236","RHOA"
"237","RRP9"
"238","RSU1"
"239","RTKN2"
"240","RYBP"
"241","SAMD14"
"242","SCN4B"
"243","SEC61A2"
"244","SELENOK"
"245","SEPHS1"
"246","SERPINE1"
"247","SFMBT1"
"248","SGMS1-AS1"
"249","SGO2"
"250","SHCBP1"
"251","SHISA5"
"252","SHQ1"
"253","SKA1"
"254","SKA3"
"255","SKIDA1"
"256","SLFN5"
"257","SLMAP"
"258","SMARCC1"
"259","SMIM4"
"260","SPC24"
"261","SPC25"
"262","SPCS1"
"263","STAM"
"264","STIL"
"265","SUV39H2"
"266","TCAIM"
"267","TK1"
"268","TMEM158"
"269","TMPOP2"
"270","TNFRSF12A"
"271","TNFSF4"
"272","TOP2A"
"273","TPX2"
"274","TRAIP"
"275","TRDMT1"
"276","TROAP"
"277","TTK"
"278","TWF2"
"279","UBA3"
"280","UBE2C"
"281","UBE2T"
"282","UPF2"
"283","USP37"
"284","USP4"
"285","USP6NL"
"286","VIM"
"287","WAC-AS1"
"288","WDHD1"
"289","WDR82"
"290","WWC2-AS2"
"291","XRCC2"
"292","XRCC5"
"293","YME1L1"
"294","Z98752.4"
"295","ZGRF1"
"296","ZMYND11"
"297","ZNF239"
"298","ZNF33A"
"299","ZNF33B"
"300","ZNF37BP"
"301","ZNF852"
"302","ZSCAN12P1"
"303","ZWILCH"
"304","ZWINT"
