"","c1_HuAgeGBsplitRnaseq_10....PGBCbyQGBC__"
"215","RNA5SP25"
"216","RNASEH1"
"217","RNASEH1-AS1"
"218","RNF19A"
"219","RNU5E-4P"
"220","RNU6-1091P"
"221","RNY4P37"
"222","ROCK2"
"223","RPL21P132"
"224","RPL35AP4"
"225","RPL9P21"
"226","RSPH4A"
"227","RSPH9"
"228","SAMD1"
"229","SCRN3"
"230","SDC4"
"231","SELENOI"
"232","SEPT2P1"
"233","SFXN2"
"234","SH3BGRL"
"235","SH3YL1"
"236","SLC10A4"
"237","SLC35D3"
"238","SLC47A2"
"239","SLC5A6"
"240","SLC9A2"
"241","SLC9A3R1"
"242","SLC9A4"
"243","SLC9A7"
"244","SMKR1"
"245","SNRPCP3"
"246","SNX17"
"247","SNX7"
"248","SP8"
"249","SPA17"
"250","SPAG1"
"251","SPAST"
"252","SPEF1"
"253","STOML3"
"254","TAC3"
"255","TAF1B"
"256","TAL2"
"257","TEKT2"
"258","TMEM17"
"259","TMEM18"
"260","TMEM214"
"261","TMEM67"
"262","TNNT1"
"263","TOMM34"
"264","TPPP3"
"265","TRAF1"
"266","TRMT61B"
"267","TRPC3"
"268","TSPY26P"
"269","UBXN2A"
"270","WDR49"
"271","WDR66"
"272","YIPF4"
"273","YWHAQ"
"274","ZAR1"
"275","ZNF165"
"276","ZNF473"
