"","M_PSVZ_GSM2652134","M_PSVZ_GSM2652135","M_PSVZ_GSM2652136","M_QSVZ_GSM2652126","M_QSVZ_GSM2652127","M_QSVZ_GSM2652129"
"Psmc5",8.26131141062875,8.71881824745595,9.68182403997375,8.16155182041731,9.93712856816591,9.23720996075502
"Tmem165",6.05528243550119,8.24317398347295,10.8048032615575,10.3966939658041,10.8505775472056,8.91786930334559
"Aup1",9.09011241966429,6.95225589981744,8.35535109642481,10.2848241002246,8.4750578537867,6.88874324889826
"Hdac5",7.59991284218713,6.07681559705083,7.45532722030456,6.1931146288142,6.96962635095648,8.20620038783386
"Pfdn6",7.46079716066153,9.54367631213144,10.3187310896431,7.52225457487023,6.75265940127135,7.72565028093837
"Dscr3",6.97345821254751,4.8073549220576,9.09429765899563,9.60393537252103,10.2870389647214,8.44708322620965
"Cic",6.00375213486111,6.56732234158543,6.25424128737579,7.70965824817047,4.70043971814109,4.96193195916648
"Riok3",2.58496250072116,5.72565028093837,5.76818432477693,6.98679014278239,6.70735913208088,5.36340473086352
"Dctn5",9.95359021238994,8.88975744580533,8.2558154228739,7.48112668973662,10.0631703449315,8.26639614831236
"Rragc",9.8546086955553,7.25108785433691,7.37503943134692,7.37648719367704,7.52225457487023,5.13613668798603
"Tbl3",4.48112668973662,5.10153802646206,4.49185309632967,4.1963972128035,2.8073549220576,3.96962635095648
"Hp1bp3",10.7719020806977,11.2648335215245,11.4760288965326,10.5565060546719,10.827739648807,11.3081019748076
"BC031181",9.11807588826526,8.66118427391471,8.92332748541919,10.1666861583347,9.54351521615217,9.29155444584384
"Abhd17a",5.08746284125034,5.41221698021647,6.38082178394093,5.35755200461808,6.07681559705083,5.01495034146597
"Polr2f",10.3904376895605,10.7657004876511,10.5756968064962,9.75293810213977,9.51339862661094,9.37522048111072
"Ube2v1",7.34207466799914,8.87983848093426,7.89481776330794,8.56541946809669,6.88874324889826,7.84705734609134
"Snapin",9.40655934535454,10.0276756628836,9.02859677706711,9.77176455674347,9.59618975614441,9.86186234005915
"Fryl",8.5018371849023,7.50117372430615,6.95225589981744,7.92084905319844,9.6174674652942,9.85330955540367
"Lamtor5",10.0291721749294,9.02513956227851,6.47302922203802,9.04393865130703,8.96794670581271,7.53008114944055
"Atox1",10.2637582329664,8.20782779357991,7.99246632731459,9.65224746003386,8.20048996743739,8.63117705570398
"Mrpl52",11.7278495656832,11.6470836128494,11.0748104611605,9.1927037801596,9.10328780841202,9.10852445677817
"Tmem234",10.6449077715661,9.97727992349992,8.19064778003838,10.1107007960669,9.30263892378755,9.92716066069905
"Zbed6",6.38370429247405,7.60733031374961,5.66770293172909,8.7987417917529,7.89986039354099,9.09759324035915
"Hnrnpul2",9.64340527711567,11.1872489609508,9.88493364794976,5.91488338636205,9.20660741140572,8.90262634566487
"Sec22b",4.52356195605701,2.8073549220576,2.8073549220576,3.08746284125034,2.8073549220576,4.05889368905357
"Ythdf1",9.50597691526322,8.27146302790437,9.00655984584958,7.43045255166553,9.36230915173919,7.28694273693803
"Ube2r2",10.7840895062802,11.1978309980122,10.7760217152528,11.1713331958351,11.5233169123127,9.74202867417966
"Itch",6.32192809488736,6.48917896203135,6.82654848729092,6.05528243550119,4.05889368905357,4.55458885167764
"Wdr6",6.60238957247934,7.04257138375164,8.44914864537544,8.58370961741107,4.41503749927884,6.12928301694497
"Ncl",12.3098079044355,12.2024299660154,12.096824944454,10.5165208108441,10.3051117354591,11.1322855051065
"Elp2",7.57238443464169,9.10328780841202,6.2667865406949,7.68182403997374,6.65105169117893,7.86005234514727
"Rbbp7",11.3055867906318,11.4480302437254,11.1981892217796,10.6431045903616,11.4528418092769,9.53915881110803
"Aldh3a2",5.91886323727459,5.69116190455308,5.63903917347695,8.86856536696063,7.13271392234524,7.7987417917529
"Pnliprp1",2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116
"Morf4l2",10.8173834278972,11.4152135987653,10.7710767402628,8.7701132459479,8.99741473491954,9.78599729257623
"Actg1",12.4224152326001,12.5094451323601,12.0458733982301,12.0111107540269,12.2771420770337,12.1435426542332
"Armcx2",6.05528243550119,5.72565028093837,3.89077093024524,4.8988532765431,6.63178335747415,3.75488750216347
"LOC101056240",12.3470215049548,12.3658211914796,12.9023122998549,11.7696312573842,11.9013697520475,11.5294305541462
"Vps35",7.79333235519074,9.29232163280204,9.68416417842826,9.63284377284044,10.3720488252728,9.56953919314361
"Cct8",10.6877401752514,10.6302671250268,10.7470740476405,10.192909219112,11.0069688475447,8.2807707701306
"Pgc",2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116
"Ganab",8.35020254888254,8.65015421367509,8.26131141062875,8.13784503044839,7.81271213222711,8.02144271197663
"Ublcp1",4.70043971814109,5.32192809488736,6.49185309632967,5.32192809488736,3.75488750216347,6.54174197212203
"Rnf34",7.48784003382305,5.02236781302845,7.38370429247405,5.73696559416621,4.82442843541655,7.1548181090521
"Rbck1",4.59494658929378,5.74595437739346,2.8073549220576,7.14380834882151,4.49185309632967,3
"Pnpo",2.32192809488736,2.32192809488736,2.58496250072116,2.32192809488736,2.8073549220576,2.58496250072116
"Spin1",9.7630740119794,10.4474276681454,9.03479896257727,8.90764180366553,8.77752930532491,10.5426288665781
"Dazap2",10.031816053279,10.0393760445918,9.18487534290828,10.8868397058844,11.4545563439619,11.4575518854191
"Ddr1",9.31910757582498,9.00889543813707,8.83920378809694,9.88060390408824,9.94544383637791,10.5923012975323
"Wbp11",6.8621207254885,8.78135971352466,10.3601154943867,7.93565617983512,7.7987417917529,6.93957921431469
"Gja1",12.53036569265,12.2039087381228,12.1402706021225,14.184784965066,14.2844867573378,14.0007776105991
"Slc16a1",7.08922976742453,7.65344223860392,9.40691359828226,9.69754680551968,9.37086900351473,9.5720685736572
"Cx3cl1",2.32192809488736,2.32192809488736,2.58496250072116,7.19803570819926,2.58496250072116,2.58496250072116
"Clps",2.58496250072116,2.58496250072116,2.8073549220576,2.58496250072116,2.8073549220576,2.8073549220576
"Plat",2.58496250072116,2.58496250072116,2.58496250072116,7.08480838780436,2.58496250072116,2.8073549220576
"Srsf2",9.25187685902756,9.7451140540763,9.35204342579543,6.93663793900257,7.21593739919915,7.62814171892075
"Tpbpa",2.58496250072116,2.58496250072116,2.8073549220576,2.58496250072116,2.8073549220576,2.58496250072116
"Uhrf1",10.6688111343499,10.8671500138527,9.78463484555752,2.58496250072116,2.58496250072116,2.58496250072116
"Gsn",2.58496250072116,3.22239242133645,2.8073549220576,8.0480326964218,8.47235237706155,6.45395648857115
"Api5",11.8797108709177,11.774032027329,11.9197323680971,12.0239853138444,11.2002856052243,10.6574673268366
"Atp6v1b2",9.69957245328727,8.51832530769087,8.49252085613835,9.92035285541508,9.82203964720305,9.06743436075652
"Trim27",2.8073549220576,3,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116
"Cct7",13.0887606386855,13.0685823680113,12.6677029317291,13.2237252115789,7.93270688741266,11.1085244567782
"Anxa6",5.16992500144231,5.60979435370109,4.77258950389693,8.9243176673667,6.22560913401999,7.83605035505807
"Ppp2r1a",11.3920490393642,11.0106446543408,10.3810922639044,10.1013191544233,9.97906787148051,11.4082412725754
"Nono",12.9169057764116,12.5959955819236,12.4722254332693,11.7292666818925,11.1985473566214,11.1099394507074
"Nptn",8.52421520263412,8.56605403817109,6.25424128737579,11.4773366600115,11.0716858110262,9.90638957284228
"Scd2",12.0186058942323,11.7271404852399,11.7154615633387,12.9989429514431,13.5429512385231,13.2026340247202
"Csnk1d",6.73809225962049,6.53657101661888,5.36340473086352,5.13613668798603,6.90086680798075,4.05889368905357
"Atp6v1h",8.56414948998573,7.77862474580342,8.21593739919915,7.91488338636205,7.4093909361377,8.35535109642481
"Serp1",8.54817971167945,8.52617316951355,8.16574448550379,6.82336724004624,10.2823162389885,9.20660741140572
"Lbr",9.94495602739917,10.3219280948874,9.24376903196185,5.95806931953408,7.98963102661645,3.22239242133645
"Orc5",6.8988532765431,8.15650448567999,6.28540221886225,3.98489310760979,5.12928301694497,5.01495034146597
"Psmd2",10.4507816744007,10.1324997296285,10.6549343217247,9.94275884356336,7.83394423053674,7.876516946565
"Agtr2",2.58496250072116,2.58496250072116,2.8073549220576,2.58496250072116,2.8073549220576,2.8073549220576
"Rps29",13.7612395567062,14.0350138379952,13.9315839579892,13.1396845738482,11.9554077430224,12.6103328019111
"Dusp6",5.56985560833095,6.1931146288142,6.67006606909757,8.37286506011259,9.58918296703935,9.7176764230664
"Prl3b1",2.58496250072116,2.58496250072116,2.8073549220576,2.58496250072116,2.8073549220576,2.8073549220576
"Aldh18a1",6.51306958223937,8.74623437643187,9.94495602739917,4.81591693556103,2.58496250072116,2.58496250072116
"Klk1",2.8073549220576,2.8073549220576,2.8073549220576,2.58496250072116,2.8073549220576,2.8073549220576
"Serinc1",10.4049641298387,10.1493237313752,10.6710987257485,12.2337195276121,13.1417346321982,12.9169057764116
"Npm1",12.1055811812774,12.3714136565285,12.6103328019111,9.31891934501502,9.08746284125034,8.77066389291676
"Elovl5",10.5610492266997,11.2387032794277,11.7567647894041,13.1155855888785,13.5369352058184,13.2164680015127
"Dync1i2",8.89784545600551,9.64295422348033,9.14508300215804,9.68737568343747,9.39446269461032,9.08214904135387
"Mlst8",4.05889368905357,4.8988532765431,6.95225589981744,3.98489310760979,6.30073387261824,5.70043971814109
"Syt4",3,4.93073733756289,5.10153802646206,5.41503749927884,2.8073549220576,2.8073549220576
"Ldhc",2.58496250072116,2.8073549220576,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116
"Prl3d1",2.8073549220576,2.58496250072116,2.8073549220576,2.8073549220576,2.8073549220576,2.8073549220576
"Stmn1",13.866168101329,14.0007776105991,13.9211435899051,12.1086877961546,13.2743781532464,12.9582506119767
"Rasa3",8.00936210320369,8.36413465500805,6.10852445677817,10.3559016383284,8.99104937348562,8.02790599656988
"Gm15210",10.9715435539508,11.1290146335304,10.2483229348633,9.37068740680722,7.61593610431729,7.82017896241519
"Def8",3.66296501272243,3.56478461878353,4.05889368905357,3.22239242133645,3.87446911791614,3.75488750216347
"Kitl",9.87421293483087,8.20130712692731,7.11200502551313,5.63903917347695,2.8073549220576,7.620830748676
"Emb",2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116
"Eif3c",10.4546420172326,10.3654111343034,10.2201767635956,9.84326679748394,9.30035256032822,8.86056971830716
"Kpna2",10.9997651672428,11.4548133485125,11.0342258049515,5.1632303488683,4.82442843541655,7.44708322620965
"Tyrp1",2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116
"Eif4g2",12.1456668421105,12.3264763027906,12.3528250877493,11.4841515610528,11.6621491136004,12.4813369552903
"Bpgm",11.4797802640291,8.32717835557457,4.41503749927884,10.1857013921956,11.8726107590661,9.91935994757073
"Unc45a",2.8073549220576,3.64385618977472,4.33390073655344,5.28540221886225,2.8073549220576,2.8073549220576
"Cct4",10.1448706381272,11.1751336685229,10.7956338445068,10.0745874961587,7.04257138375164,10.3783851795958
"Trim28",11.3575520046181,11.5168490691028,9.75794553307042,10.7627280668321,10.2615073092021,9.75433079945894
"Calu",9.95359021238994,9.4898479604393,10.2463447430809,9.08922976742453,8.75488750216347,9.09011241966429
"Tgfbi",2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116
"Hnrnph1",12.7573205538607,12.8516189223593,12.708509148117,11.1344263202209,11.8396630883981,11.4044319991236
"Actr1a",10.0393760445918,10.7202442582876,9.77944578065868,10.1765887317233,9.876516946565,10.1495354409714
"Spry1",2.32192809488736,2.32192809488736,2.32192809488736,2.32192809488736,2.32192809488736,3.34577483684173
"3010003L21Rik",10.1397645008133,10.3028292906204,10.095177217042,3,2.58496250072116,2.58496250072116
"Rps26",12.5220501894957,12.7072872256318,12.4331507242277,10.5499450654177,9.01634402540068,10.6188443017667
"Dpysl3",7.66177809777199,8.25738784269265,6.98868468677217,2.58496250072116,2.58496250072116,2.58496250072116
"Rrm1",12.5800622370501,12.562043626486,12.178197984585,8.14974711950468,5.07324898203064,8.27534855419833
"Rplp2",14.7277875350558,14.7277875350558,14.6289011520282,13.4339548475718,11.2167963718432,13.3401166801548
"Lamp1",11.7783509636523,11.181669927057,11.326616740681,13.2743781532464,13.2772389607246,12.8516189223593
"Ghitm",9.03914753504183,9.72650201472729,8.96914665185285,9.84601267186691,9.61501650689474,9.38442402062113
"Cela3b",2.58496250072116,2.58496250072116,2.8073549220576,2.58496250072116,2.58496250072116,2.58496250072116
"Chgb",5.82442843541655,7.01402047031493,4.65344223860392,9.96842680400046,7.33390073655344,2.8073549220576
"Sh2d3c",2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116
"Tfg",9.72252294786832,9.92518351943421,9.66444728454797,9.18487534290828,10.1535520317081,10.1815664078777
"Hdgf",11.5105169405947,11.4977686916875,11.6217466486375,6.35167543828141,5.71424551766612,7.35901741362258
"Hsp90b1",11.6676290212785,11.5517883557243,11.6855518417735,12.1847204059978,11.6594756675545,11.0122753448561
"Papss1",7.97823377149558,8.57931593758001,8.17990909001493,9.03869040733177,8.12713455036639,6.78463484555752
"Suclg1",7.47031993478003,8.60053242348971,8.52552080909507,9.44639409553455,8.68591679460763,9.10328780841202
"Sgpl1",7.38370429247405,4.84966572691557,4.05889368905357,8.28886607416582,3,5.39803107397315
"Enpp2",3.96962635095648,3.8073549220576,2.8073549220576,4.77258950389693,5.12928301694497,5.53915881110803
"Snrpn",9.00398631959352,8.8491444278888,9.08081752760833,10.8579162174951,8.49252085613835,9.45189794595189
"Mgst1",7.32192809488736,7.85798099512757,4.14295795384204,10.9521345374585,10.4215389068483,10.0208642224381
"Junb",2.8073549220576,2.8073549220576,2.8073549220576,2.8073549220576,2.8073549220576,2.8073549220576
"Kit",2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116
"Plod3",7.90036368851937,6.01495034146597,5.44294349584873,5.78572490608606,5.24792751344359,7.20782779357991
"Aldh7a1",2.58496250072116,2.58496250072116,2.8073549220576,5.66770293172909,4.16992500144231,3.75488750216347
"Slc38a1",9.57664180328169,10.3561768305164,9.36796070964157,7.26052755022322,8.34133349405995,2.8073549220576
"Lpl",3.56478461878353,3.56478461878353,6.25424128737579,7.69348695749933,2.58496250072116,2.58496250072116
"Reg1",2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116
"Tmsb4x",13.8318844966513,13.9839288136058,13.7825546334636,12.1195355862071,12.0686383450043,9.76099709568296
"Ccnd3",7.00468864579363,5.72565028093837,9.70534439553674,7.70965824817047,9.73893668167614,4.8073549220576
"Tspyl1",7.85122849476026,7.81911463552008,4.95806931953408,8.29997114722861,7.11200502551313,8.75377388185276
"Stip1",9.63254087654689,10.0777058747964,10.7036152362715,7.84966572691557,7.82866542830302,5.53915881110803
"Ciapin1",5.4757334309664,8.32717835557457,7.53915881110803,7.60733031374961,8.81003601378051,9.20008121405857
"Impact",3.1963972128035,3.89077093024524,5.63903917347695,5.4757334309664,4.88264304936184,5.05166211982249
"Gm15483",11.6889787590557,11.9100180519403,12.0142529942966,9.26326920037266,7.00936210320369,8.92307983370785
"Hnrnpab",12.563990664088,12.4598158079896,12.5453667347469,9.09341756438796,9.40052369838348,9.42486611664695
"Ddx1",11.2479275134436,11.4869187993303,11.2235995292364,10.136136687986,8.59370235028532,9.82203964720305
"Mthfd1",10.2189667872533,10.3253054550897,9.18115225686557,9.87293133659354,9.58104362222934,7.74483383749955
"Tpi1",7.68766728425521,8.08746284125034,6.73921804589758,9.21634168532787,7.4178525148859,10.0759247695814
"Npdc1",6.82017896241519,8.64685867793625,3.89077093024524,9.42066204847272,9.59276846631212,8.52454171503585
"Cstf2t",6.72109918870718,8.64685867793625,7.58996318177952,8.79387421248946,9.89216330986197,7.68474862042163
"Tnfrsf19",10.031816053279,10.2978715708245,9.93810932621924,8.29997114722861,8.13699111208023,9.37522048111072
"Marcksl1",11.0239853138444,10.942636679624,10.9117664706596,4.65344223860392,8.22239242133645,6.62935662007961
"Ndn",8.81645037799302,9.07056822243449,8.30073387261824,9.58933904374648,9.02928722696825,7.06608919045777
"Tnp1",3,3.22239242133645,3.24792751344359,3,3,3
"Nup62",9.75433079945894,11.1786648510065,10.8151164019009,8.29462074889163,3.58496250072116,3.34577483684173
"Actc1",2.58496250072116,2.58496250072116,2.58496250072116,5.71424551766612,2.58496250072116,2.58496250072116
"Map1lc3b",11.9902812753603,11.5668468584586,10.1019756709492,12.6769854830374,12.2871592404253,10.759610821875
"Igf2",3,3,7.03708931873522,8.60424433387587,3,7.82017896241519
"Atp9a",5.16992500144231,4.50250034052918,5.14295795384204,8.24198314969433,4.88264304936184,6.65702064897317
"Cox5a",11.9124215817789,11.4237287239726,11.8671178305937,11.8116757253401,11.6852598130207,11.5996804305812
"Cops8",8.18156640787771,9.2871351860867,7.82017896241519,7.4374053123073,5.9028775331019,6.71881824745595
"Smoc2",2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116
"Bcar3",8.07592476958141,3.98489310760979,8.11374216604919,9.49385544924082,6.77258950389693,9.12949768773487
"Pdcd6ip",6.05528243550119,6.14974711950468,4.84966572691557,4.77258950389693,8.51930862821574,6.27922364393312
"Spink3",2.58496250072116,2.58496250072116,2.8073549220576,2.58496250072116,2.8073549220576,2.58496250072116
"Fmod",2.8073549220576,2.8073549220576,2.8073549220576,2.8073549220576,2.8073549220576,2.8073549220576
"Zfand2a",9.50812488972306,8.20782779357991,4.33390073655344,7.39945595807998,6,6.16992500144231
"Gm5621",12.4124375319483,12.3566124441545,11.8240968957067,9.15186219837771,8.31816617609116,10.7578066721972
"Sdc1",9.04553216078442,7.08037341646402,9.63117705570398,3,3.24792751344359,3.22239242133645
"Mcm5",9.98880301320577,10.0714623625566,8.8318350268849,2.58496250072116,2.58496250072116,2.58496250072116
"Pigq",4.33390073655344,5.06608919045777,7.24871824793359,6.72109918870718,5.74146698640115,6.90086680798075
"Creg1",7.07859560349612,6.70274987882829,4.84966572691557,9.96842680400046,7.68766728425521,8.74259014336008
"Cpe",12.5402895132077,12.6077155975123,12.6513133503183,13.5352348691159,13.8500240107615,13.5003854683583
"Pebp1",13.0685823680113,12.9228011747084,12.90989308377,12.2720465243899,12.2955298044468,11.8778592561303
"Fkbp10",3.66296501272243,5.24792751344359,3.77258950389693,10.5380272221334,9.42486611664695,7.30682120249715
"Mark2",6.78790255939143,5.24792751344359,6.16658155836794,7.15650448567999,5.57994442595453,6.12928301694497
"Try4",2.58496250072116,2.58496250072116,2.8073549220576,2.58496250072116,2.8073549220576,2.8073549220576
"Prm1",7.48784003382305,7.91935994757073,8.15734693536284,8.02144271197663,9.06474276475026,8.32830092990761
"Cdk16",9.15017038341879,10.7729330927054,7.53915881110803,9.37540150815668,6.93859945533586,11.0404038899049
"Rrp1",9.19434647323874,8.8318350268849,8.84287410273736,8.0480326964218,7.45806478287339,6.48917896203135
"Slc2a4",6.21593739919915,3.8073549220576,3.64385618977472,3.4594316186373,3.58496250072116,3.87446911791614
"Mpo",2.32192809488736,2.32192809488736,2.58496250072116,2.32192809488736,2.58496250072116,2.58496250072116
"Itm2c",11.3749941653556,10.7093710589507,9.96458153758043,13.6145564882776,13.1155855888785,13.2237252115789
"Eif3h",12.0239853138444,12.0364598331756,11.4510393521987,10.7771868095274,9.84287410273736,10.4682846251913
"Hnrnph2",10.7270695580237,10.6355669815701,10.3829842050916,9.85109832874394,9.78395313924569,7.84705734609134
"Scd1",7.38370429247405,5.88671271367089,6.95225589981744,10.5923012975323,11.1023038172126,10.3446657823034
"Ndufv1",10.1314282887765,10.8617331299887,10.5430318202552,11.3643170783554,10.055847290072,10.6898524137297
