"","NPCbyNSC","AveExpr","F","P.Value","adj.P.Val"
"Cd300ld",-3.05485212464615,1.67060880807397,73.6304301960977,1.00063729833172e-05,0.00135532921835202
"P2ry6",-3.91316051004265,3.39485640202241,73.4197190037594,1.01270860372666e-05,0.00135635859483163
"Pld4",-4.47334904790223,6.68059643171887,73.1734536264945,1.02704171903423e-05,0.00135635859483163
"Sfrp4",2.56470395326111,1.34070929953575,73.0928684953222,1.03178535535704e-05,0.00135635859483163
"Cd86",-3.7549544147286,2.91392569485629,72.949570383761,1.04028650022927e-05,0.00135635859483163
"Wfdc17",-3.78691422515253,5.84173664604835,72.4682945571751,1.06946776863899e-05,0.00138149489261876
"Pf4",-4.65953599165361,10.2658490243053,71.935098719406,1.10296677412812e-05,0.0013837470217823
"Folr2",-2.75702554583183,2.14115589147615,71.8678740877397,1.10728019570264e-05,0.0013837470217823
"Cystm1",2.09297031895497,3.01250939129708,71.5317007180582,1.1291605214136e-05,0.0013837470217823
"Sash3",-3.97533189315607,2.34849817679808,71.4634604449086,1.13366595296457e-05,0.0013837470217823
"Ctss",-3.67151259205466,5.80277368613381,71.0562824875605,1.16100765889487e-05,0.0013837470217823
"Il33",2.09820566865275,1.69677083932538,71.0285925837152,1.16289594384517e-05,0.0013837470217823
"Hpgds",-3.52330628071313,3.61824395970386,70.8991438226488,1.17177321345363e-05,0.0013837470217823
"Chrna4",-2.04581680848573,1.37149134471436,70.5684296088044,1.19482927822694e-05,0.0013837470217823
"Tgfb2",1.75236550999619,1.70579310627646,70.5460413463571,1.19640992310476e-05,0.0013837470217823
"Entpd2",3.55783295031972,5.99251157869955,70.4670854760953,1.20200463759285e-05,0.0013837470217823
"Tmem106a",-4.14605477590502,5.11320069002474,70.3142423488852,1.21292549120008e-05,0.0013837470217823
"Ebi3",-4.34538974678889,3.50252412694285,70.2916490976696,1.21455001711736e-05,0.0013837470217823
"Pilrb2",-2.34744064335752,1.42965234775362,70.2908063511463,1.21461066435905e-05,0.0013837470217823
"Fcgr2b",-4.18545611216822,4.18033303842637,70.1318345178499,1.22611696954055e-05,0.0013837470217823
"Hspa12a",1.73303517926625,1.07249396228176,70.0034152304323,1.2355086864755e-05,0.0013837470217823
"Cthrc1",2.857270491702,4.59952155434427,69.8373817892998,1.24778111982431e-05,0.0013837470217823
"AC139671.1",-2.05531850957741,1.25241604155482,69.7607437083647,1.25349578373751e-05,0.0013837470217823
"Tlr4",-2.73842515595944,1.86462658201406,69.7214099870351,1.25644112157012e-05,0.0013837470217823
"Abcc3",-2.80815077676785,1.68799745429731,69.6784839347184,1.25966505459359e-05,0.0013837470217823
"Tnfrsf17",-3.28120014058126,2.27062002076414,68.3926658100922,1.3610667437976e-05,0.00148345641740002
"Hcls1",-2.99714765857426,1.9753116993882,67.7791100049892,1.41293805390162e-05,0.0015162352663127
"Stmn4",3.88289919965705,3.41571705425864,67.7694926438022,1.41377005840781e-05,0.0015162352663127
"Ncf1",-2.53782334333396,1.79345257745128,67.6547094894285,1.42374611057962e-05,0.0015162352663127
"Gm45169",2.03452772289101,2.78671333115174,67.3586085863483,1.44987838739826e-05,0.00153236768049948
"Hopx",2.00867996050021,3.02790311274561,67.2289191368178,1.46150738071542e-05,0.00153304432092938
"Arhgap19",-3.43783415960845,3.37398172352063,66.9711992931459,1.48495473455592e-05,0.00154601518670072
"Slc25a10",-2.1921385913137,5.67577804960286,66.7719628851274,1.50339496433803e-05,0.00154668606571707
"Cd33",-3.76941970340902,2.93404147926772,66.725104598846,1.50777223810137e-05,0.00154668606571707
"Nfam1",-3.66442885701825,2.82351345977227,66.4803400343757,1.53089022981595e-05,0.00155893792672717
"Sept4",3.75270421598771,5.57816288989419,66.1551413687397,1.56227506078017e-05,0.00156538280860674
"Aldoc",2.79064423325701,11.1863758768126,66.0691382773521,1.57070551282967e-05,0.00156538280860674
"S100a6",2.49500634551542,5.09059097513357,66.067355110224,1.57088089172779e-05,0.00156538280860674
"Cd300c2",-3.60652148055228,4.97510099190553,65.8144471315099,1.59599776969521e-05,0.00157913226134879
"Nodal",2.02149055932927,1.05759809235093,65.5451531578541,1.6232803398431e-05,0.00159204387742685
"Cdc42ep2",3.55166322666733,3.75364655291925,65.4171403021999,1.63644805036444e-05,0.00159204387742685
"Il4ra",-3.75417496138232,3.02931948478117,65.3074609767321,1.6478332573675e-05,0.00159204387742685
"Nlrp3",-2.30197536891735,1.47432420257819,65.0597041749569,1.67390769863971e-05,0.00159204387742685
"Syk",-2.57453427152442,1.60623240243071,64.9741104901029,1.68303205783151e-05,0.00159204387742685
"Stat6",-3.10313463798362,3.54449327428172,64.9349869066073,1.68722277866175e-05,0.00159204387742685
"Dab2",-4.28532253207892,4.27039982675512,64.8831239628485,1.6927976316491e-05,0.00159204387742685
"Itpripl1",-2.40327140986321,7.36565929582297,64.813279571737,1.70034074787901e-05,0.00159204387742685
"Fam183b",2.56398128601161,1.6255714417664,64.4446675781841,1.74083362708432e-05,0.00161909132876356
"Lpar1",2.11786375625584,3.68391422435133,64.2521355669528,1.76244927292948e-05,0.00162833972229399
"Ms4a6b",-3.77423566499194,4.84877184598729,63.9481850983583,1.7972415985325e-05,0.00164691363660743
"Car2",3.27264154524672,8.02415041258876,63.7808419174775,1.81675300640326e-05,0.00164691363660743
"Enpp2",3.10904729439183,3.77415304071648,63.7603494792236,1.81915997064024e-05,0.00164691363660743
"Clec4a3",-4.05314729610182,3.44504941120317,63.6703843809607,1.82977287416064e-05,0.00164691363660743
"Rac2",-3.58890942217804,4.37489682700491,63.2120072239278,1.88502891770076e-05,0.00168577169428483
"Blnk",-2.09533684403488,1.46859661011651,63.0236072362065,1.90832659938997e-05,0.00169088623203635
"Tctex1d4",3.39480363087846,1.79584139621462,62.8113533559956,1.93499450301007e-05,0.00169088623203635
"Chst2",2.10026724254221,6.70795478180229,62.7394258591552,1.94413413700886e-05,0.00169088623203635
"Mal",4.19958497131055,5.28959852278898,62.6020910872168,1.96173099398634e-05,0.00169088623203635
"Stab1",-4.64321754001601,5.07126798707632,62.5815092125823,1.96438481420841e-05,0.00169088623203635
"Cldn10",1.97382964736424,3.14705202374228,62.50765625119,1.97394336054091e-05,0.00169088623203635
"Basp1",2.02890446502535,2.5071276322599,62.3435003042621,1.99539267140644e-05,0.00169088623203635
"Ly86",-3.63525160685095,3.02170139866946,62.3167130894909,1.99891961834815e-05,0.00169088623203635
"Clec10a",-4.97643346802638,4.78330327610292,62.3098110388042,1.99982960566266e-05,0.00169088623203635
"Snx32",2.36444303769439,3.67735129335417,62.1603367211291,2.01966077549497e-05,0.00169736671559821
"Hpgd",-4.2272594959021,4.0471496492557,61.8099988654515,2.06708513674139e-05,0.00172274081239181
"Rdh5",1.75337847048872,2.93512981502893,61.7557441377306,2.07454989951849e-05,0.00172274081239181
"Rgs10",-2.78303304885525,3.09946842001958,61.492355881333,2.11125761033582e-05,0.00174284940365651
"Gbgt1",-2.10725844625607,1.24899836157177,60.9831376120869,2.18448955538662e-05,0.00179269492865875
"Ms4a7",-4.96251829683261,5.06078448721181,60.6304994257925,2.23701594692826e-05,0.00182506488161381
"F13a1",-3.44062779531926,2.59623218261897,60.5258216497093,2.25290243993604e-05,0.00182733964764812
"Tifab",-3.71988375212029,3.40960998258007,60.1576335217674,2.30988056677999e-05,0.00184887731873594
"Gm20208",2.87821455670643,1.52970973605666,60.0617559353397,2.32500416653999e-05,0.00184887731873594
"Slco2b1",-3.50394357809308,3.06601404490436,60.0267092559811,2.33056238490025e-05,0.00184887731873594
"Cd209b",-5.30679477228415,5.356716769225,59.9346743613574,2.34523566619402e-05,0.00184887731873594
"Themis2",-3.90670768284672,3.52743996694573,59.9316534239829,2.34571919874032e-05,0.00184887731873594
"Olfml1",2.75020193815642,3.13644116323217,59.6789462458582,2.38659992711101e-05,0.00186360298585546
"Hspa2",2.21993705408711,8.27399096389277,59.5677939452352,2.40485497023607e-05,0.00186360298585546
"Fcgr3",-4.25981966666179,4.9563707003287,59.5020517571825,2.41573194869854e-05,0.00186360298585546
"3110083C13Rik",2.30647445134741,1.2363740362999,59.4893829426257,2.41783485370108e-05,0.00186360298585546
"Mobp",3.68314897511668,3.69954861779455,59.0488953692485,2.49235435734158e-05,0.00190480645182951
"Igfbpl1",3.04633186143843,4.04973063493287,58.9951676982959,2.50163346261353e-05,0.00190480645182951
"Mt3",2.0875960998243,11.22964469461,58.9339761640398,2.51225279289392e-05,0.00190480645182951
"Asgr2",-1.97360998504888,1.28807837439485,58.7468896081089,2.54506163700107e-05,0.00191647621368524
"Cd300a",-3.3623539633833,3.84082176452588,58.6551104747463,2.56134691609661e-05,0.00191647621368524
"Ccnd1",-1.88288997166535,3.44553562754284,58.5820023806532,2.57440985405372e-05,0.00191647621368524
"Rnase4",-3.32219517420308,5.36252619647314,58.4273751689805,2.60230622895496e-05,0.00191647621368524
"Mturn",1.71187126201104,4.87933349048812,58.4185005328764,2.6039184209957e-05,0.00191647621368524
"Smagp",-2.64165683155252,1.8424801347369,58.3479234292557,2.61678294848711e-05,0.00191647621368524
"Rgs18",-3.47510257635139,2.48005797747304,58.3095798604417,2.62380443562383e-05,0.00191647621368524
"Cox4i2",3.47296641793451,3.30995169382216,58.132288457436,2.65656921574146e-05,0.00193030193379214
"Ube2c",-1.93771257299194,7.17017528811553,57.7808886254381,2.72299198941634e-05,0.00196831405411126
"Dusp8",3.0933506808157,4.15263984895151,57.5405784681738,2.76957970037528e-05,0.00198608567163122
"Nek2",-2.06704767694585,2.40661137589852,57.4921218449154,2.77909071619031e-05,0.00198608567163122
"Cryab",3.20819101372929,7.79614804828721,57.3911687755625,2.79903343922022e-05,0.00198608567163122
"Clec4a2",-3.34368303550222,2.55170696818952,57.3635376321024,2.80452209383808e-05,0.00198608567163122
"Pirb",-3.09461497620644,3.06293708766268,56.8810919351989,2.9024960054672e-05,0.0020450869581956
"Zfas1",1.95274142750203,6.94784576470319,56.4656419142078,2.99021379810136e-05,0.00208705224234251
"Laptm5",-4.61425935925632,6.21667524277207,56.457452085089,2.99197511625334e-05,0.00208705224234251
"Cxcr3",-4.89338595060988,4.51536113826872,56.3517757499461,3.01481548614992e-05,0.00209252193270038
"Atf3",-3.09865295965359,2.81812521241279,56.2231774324302,3.0428965085382e-05,0.00210155689062457
"Izumo4",2.03081115143519,3.04169485254247,56.1122448385525,3.06737562300849e-05,0.00210802745401929
"Cma1",5.12030819077938,3.21505404221235,56.0078216490849,3.09063724067931e-05,0.00211360196787829
"Chp2",-3.74739826999313,3.18423157204693,55.7340442265112,3.15264982474505e-05,0.00214107431014437
"Rnd2",2.54222230819546,5.17202977001754,55.695491786863,3.16150317460928e-05,0.00214107431014437
"Chil1",3.21630886958172,4.73987469294191,55.5660506345268,3.19145037845385e-05,0.00215091421400047
"Hist3h2ba",2.66163692176665,7.75382369436244,55.4575166161628,3.21682651692742e-05,0.00215759359315646
"Lcp1",-3.74724109987522,3.183676354977,55.3493734862214,3.24235546939102e-05,0.00216431105997484
"Ccl27a",1.96529931143441,3.56112741033301,55.1715443899581,3.28487226921408e-05,0.00217641668089662
"Cd163",-4.50378514717323,4.10635811295642,55.1432816427686,3.29169177599589e-05,0.00217641668089662
"Gm33594",1.71777341389718,0.929949120643403,54.933605857793,3.34282512795423e-05,0.00219979968679667
"Gstm1",2.1693265194542,9.86145297927012,54.8685969705602,3.3588743793164e-05,0.00219998387163583
"Emp2",2.02428369650843,3.91274411361172,54.5085582282492,3.44947428249139e-05,0.00224876708948773
"Grn",-2.877954972919,8.88326256388741,54.4297514743754,3.46969952072532e-05,0.00225131537635635
"Cntn2",2.70072534230063,1.81784459682345,54.3679635365974,3.48565781157602e-05,0.00225131537635635
"Gpr182",2.44502424018337,1.63720503929636,54.2913187826597,3.50557733931058e-05,0.00225374697975677
"Gas2l3",-1.74971500715709,4.29685612958968,54.1524501591357,3.54202197114814e-05,0.00225835110079239
"Efnb3",2.84374356901205,4.37717819956178,54.1407472295031,3.54511426473753e-05,0.00225835110079239
"Npdc1",1.69334360613356,4.30661638392169,53.9284322598398,3.60178842897137e-05,0.00227799521061989
"Mt1",1.6257504195099,12.2247537402638,53.9031572128961,3.60860828289726e-05,0.00227799521061989
"Trpv4",-3.09275492269334,2.02797847384591,53.7036686666112,3.66298958853917e-05,0.00230190845719414
"Ndufa4l2",3.28504545677064,5.24147135239139,53.4911972373867,3.72200902229539e-05,0.00232421257973774
"Mog",4.23271085420848,5.90701383813854,53.4563402602455,3.73180143259446e-05,0.00232421257973774
"Exoc3l",1.53160149654512,0.895512607127948,53.1799939206272,3.81055371893345e-05,0.0023627126636818
"Il10ra",-3.82175669849814,3.55196542385148,52.974025024692,3.8705658457777e-05,0.00238930372187808
"Nfasc",1.77399035417974,1.60927588389182,52.7040860137486,3.95096506529173e-05,0.00242409498685241
"Epor",-3.66922108266124,2.94397927467392,52.6619229053041,3.9637055078272e-05,0.00242409498685241
"Cd38",-3.5095527160461,2.98610029692114,52.5953718541253,3.98391698797632e-05,0.00242409498685241
"Dusp4",1.56587852180072,1.1241791789109,52.4856040187259,4.01752765013429e-05,0.00242409498685241
"Tlr2",-4.28820827494204,3.87596871614519,52.4466178130141,4.02954797593003e-05,0.00242409498685241
"Cx3cr1",-2.86091056433256,2.32608063632448,52.3831301312222,4.04921631102746e-05,0.00242409498685241
"2900011O08Rik",1.59978952064911,1.76047671702784,52.3716943411908,4.05277147728942e-05,0.00242409498685241
"Pak7",1.43443092056246,0.924560573190398,52.27699097119,4.08235913000441e-05,0.00242409498685241
"Ptn",1.92844293401802,5.96717791626665,52.2328201212698,4.09624890083346e-05,0.00242409498685241
"Hecw1",1.64294735580528,0.932503495877413,52.1988867686505,4.10695844181469e-05,0.00242409498685241
"Fermt3",-3.735148830386,3.58368143172105,52.134261788335,4.12744865649593e-05,0.00242409498685241
"Sgsh",-1.9713736138995,2.85271701841605,52.0642895072365,4.14977451524452e-05,0.00242409498685241
"Cryba4",-3.06502005194432,2.02735093827039,52.0384263947528,4.15806370380463e-05,0.00242409498685241
"Fcrls",-5.04029122026664,6.68802048072435,51.9641709957163,4.18197476525265e-05,0.00242409498685241
"C5ar1",-5.01606543061961,5.88588610911499,51.9126998166045,4.19864711958088e-05,0.00242409498685241
"Gm4951",-2.9388935467655,2.03975468002576,51.8155725010959,4.23032875811699e-05,0.00242409498685241
"Pde9a",1.65489707319958,1.23655627295415,51.7896267111162,4.23884103316803e-05,0.00242409498685241
"Cnmd",2.26494956983022,2.09401047607473,51.7473932679431,4.25274149826403e-05,0.00242409498685241
"Gm26520",-1.99601632613643,1.41328529196808,51.7342885593487,4.25706595784417e-05,0.00242409498685241
"Plppr3",2.31557529242153,2.59911584742998,51.6690905562648,4.27866040588716e-05,0.00242648745213544
"Ehd4",-2.61340662167459,2.16337159413249,51.3691267478484,4.3797439302432e-05,0.00247375739153129
"Ly6g6e",3.99300793845738,2.68264342993036,51.2947860696808,4.40524277916891e-05,0.00247812669403974
"Cd14",-4.2931635227867,8.27042625349273,50.8710610719071,4.55407381679847e-05,0.00255156159912271
"Zfp36",-4.15143652596049,9.32211194383041,50.7406608768503,4.60110069150465e-05,0.00256759822988725
"Ighm",-4.6652542959375,5.31173141093881,50.4984223172087,4.69003645349487e-05,0.00260680073955008
"Ccdc153",2.84152314245385,1.76474500336111,50.3431380690027,4.74814714026675e-05,0.00261703021242067
"Lpxn",-2.8186389988252,2.10651639854495,50.3385924236992,4.74986135548054e-05,0.00261703021242067
"C3ar1",-4.88437485293027,5.27858000680947,50.2698789827914,4.77586580108512e-05,0.00261703021242067
"Ms4a4a",-4.26178979244752,4.25233206346838,50.249856549604,4.78347576637712e-05,0.00261703021242067
"C5ar2",-2.90034231546917,2.78849797903397,50.0919421702904,4.84401375107063e-05,0.00263979827504634
"Abca2",2.20197003208506,3.96117205934861,49.961232182094,4.89482793413657e-05,0.00265711068128947
"Csf2rb2",-2.02363831139336,1.17786739207069,49.8618944815664,4.93387953617894e-05,0.00266792842671443
"Fblim1",-2.12342681218302,1.74235444946119,49.6880712254453,5.0031276895703e-05,0.00268678014600424
"Gm12468",1.55720715430551,0.778603577152754,49.6306717210995,5.02625360911863e-05,0.00268678014600424
"Foxd1",1.5169229461105,0.837128508934042,49.6300157171209,5.02651865892844e-05,0.00268678014600424
"Opalin",4.4187207949275,4.58342926428092,49.5559832780037,5.05653989439079e-05,0.00268999583106051
"Tmem178",1.71601349531777,1.78309631409524,49.5202745779993,5.07109815474815e-05,0.00268999583106051
"Fli1",-2.58751275335183,1.99267080661923,49.4568282166833,5.09709075225769e-05,0.00269093670855638
"A330048O09Rik",4.02616140580026,4.66655120223451,49.4219492892606,5.11144884070992e-05,0.00269093670855638
"Melk",-1.74197477879376,2.99690163179584,49.2869643229424,5.16748123070782e-05,0.00271020791915807
"Rab33a",2.64146453271176,3.38532300896079,49.1772281021203,5.21358352103092e-05,0.00271884787140514
"Lbx2",-2.91758160740683,1.50028116575154,49.1551201082842,5.22293190120119e-05,0.00271884787140514
"Arhgap30",-2.65125369011977,1.85725589249714,48.9373403152068,5.31611731983618e-05,0.0027570688746853
"Bhlhe22",3.97122413743191,4.16448124864054,48.7627113600483,5.39230135645401e-05,0.00278622208236629
"Zfyve27",1.36371935313932,3.21704124317983,48.6651842196407,5.43542606221641e-05,0.00279585896788041
