"","gene_name_length"
"DHRS4",15694
"DHRS4-AS1",50109
"DHRS4L1",14576
"DHRS4L2",36535
"DHRS7",25737
"DHRS7B",69902
"DHRS7C",19864
"DHRS9",31379
"DHRSX",283290
"DHRSX-IT1",2116
"DHTKD1",54254
"DHX15",67110
"DHX16",19919
"DHX29",51478
"DHX30",47287
"DHX32",60100
"DHX33",28149
"DHX34",33424
"DHX35",77425
"DHX36",51952
"DHX37",42298
"DHX38",19351
"DHX40",42821
"DHX40P1",26376
"DHX57",78206
"DHX58",11330
"DHX8",60599
"DHX9",48383
"DHX9P1",3076
"DIABLO",19873
"DIAPH1",104040
"DIAPH2",920335
"DIAPH2-AS1",211304
"DIAPH3",498405
"DIAPH3-AS1",31607
"DIAPH3-AS2",8808
"DICER1",71783
"DICER1-AS1",22289
"DIDO1",60215
"DIEXF",29559
"DIMT1",16686
"DIMT1P1",763
"DINOL",951
"DIO1",19848
"DIO2",190231
"DIO2-AS1",244051
"DIO3",2102
"DIO3OS",8211
"DIP2A",110954
"DIP2A-IT1",6836
"DIP2B",243683
"DIP2C",415479
"DIRAS1",6852
"DIRAS2",33274
"DIRAS3",5736
"DIRC1",55950
"DIRC2",86345
"DIRC3",472575
"DIRC3-AS1",53382
"DIS3",29928
"DIS3L",40682
"DIS3L2",383106
"DIS3L2P1",5385
"DISC1",414458
"DISC1-IT1",19400
"DISC1FP1",663821
"DISP1",133725
"DISP2",20405
"DISP3",58419
"DIXDC1",95441
"DKC1",14948
"DKK1",3747
"DKK2",362005
"DKK3",46664
"DKK4",3165
"DKKL1",13334
"DKKL1P1",698
"DLAT",39577
"DLC1",521250
"DLD",40761
"DLEC1",84821
"DLEC1P1",3834
"DLEU1",641066
"DLEU1-AS1",6517
"DLEU2",143169
"DLEU2L",3555
"DLEU7",132932
"DLEU7-AS1",42050
"DLG1",256741
"DLG1-AS1",5496
"DLG2",2172911
"DLG3",60630
"DLG3-AS1",3037
"DLG4",29813
"DLG5",135736
"DLG5-AS1",2453
"DLGAP1",959304
"DLGAP1-AS1",4621
"DLGAP1-AS2",5337
"DLGAP1-AS3",18890
"DLGAP1-AS4",51591
"DLGAP1-AS5",30804
"DLGAP2",970879
"DLGAP2-AS1",56909
"DLGAP3",64150
"DLGAP4",222302
"DLGAP4-AS1",65690
"DLGAP5",43567
"DLGAP5P1",464
"DLK1",12520
"DLK2",6281
"DLL1",24360
"DLL3",9587
"DLL4",9733
"DLST",21855
"DLSTP1",1354
"DLX1",4938
"DLX2",3462
"DLX2-AS1",6977
"DLX3",5220
"DLX4",5990
"DLX5",4559
"DLX6",5492
"DLX6-AS1",58925
"DM1-AS",4709
"DMAC1",91891
"DMAC2",9400
"DMAP1",7227
"DMBT1",83072
"DMBT1P1",97440
"DMBX1",7231
"DMC1",51338
"DMD",2241765
"DMD-AS3",1461
"DMGDH",238433
"DMKN",16439
"DMP1",14055
"DMPK",12836
"DMRT1",127401
"DMRT2",7695
"DMRT3",14768
"DMRTA1",8900
"DMRTA2",5951
"DMRTB1",8090
"DMRTC1",71790
"DMRTC1B",71794
"DMRTC2",7591
"DMTF1",43977
"DMTN",33533
"DMWD",9856
"DMXL1",211367
"DMXL2",175123
"DNA2",58058
"DNAAF1",33481
"DNAAF2",10057
"DNAAF3",8062
"DNAAF4",97710
"DNAAF4-CCPG1",143113
"DNAAF5",59775
"DNAH1",84173
"DNAH10",174019
"DNAH10OS",8561
"DNAH11",358625
"DNAH12",250646
"DNAH14",503031
"DNAH17",153698
"DNAH17-AS1",18175
"DNAH2",116391
"DNAH3",226331
"DNAH5",254213
"DNAH6",303135
"DNAH7",331110
"DNAH8",315189
"DNAH9",371318
"DNAI1",63576
"DNAI2",40638
"DNAJA1",14697
"DNAJA1P1",1187
"DNAJA1P2",1197
"DNAJA1P3",1194
"DNAJA1P4",1166
"DNAJA1P5",943
"DNAJA1P6",354
"DNAJA2",18427
"DNAJA3",30971
"DNAJA4",18111
"DNAJB1",15001
"DNAJB11",18398
"DNAJB12",22401
"DNAJB13",20048
"DNAJB14",50479
"DNAJB1P1",1024
"DNAJB2",7634
"DNAJB3",1266
"DNAJB4",38790
"DNAJB5",9260
"DNAJB5-AS1",3970
"DNAJB5P1",806
"DNAJB6",82059
"DNAJB7",2578
"DNAJB8",4810
"DNAJB8-AS1",8724
"DNAJB9",5283
"DNAJC1",247233
"DNAJC10",78424
"DNAJC11",67757
"DNAJC12",41502
"DNAJC13",121507
"DNAJC14",9865
"DNAJC15",91022
"DNAJC16",65567
"DNAJC17",42324
"DNAJC18",35904
"DNAJC19",6066
"DNAJC19P1",319
"DNAJC19P2",331
"DNAJC19P3",331
"DNAJC19P4",345
"DNAJC19P5",316
"DNAJC19P6",280
"DNAJC19P7",712
"DNAJC19P8",259
"DNAJC19P9",351
"DNAJC2",32400
"DNAJC21",29372
"DNAJC22",10630
"DNAJC24",62010
"DNAJC25",23000
"DNAJC25-GNG10",38844
"DNAJC27",28459
"DNAJC27-AS1",68305
"DNAJC28",6191
"DNAJC3",117851
"DNAJC3-AS1",28193
"DNAJC30",2485
"DNAJC4",4009
"DNAJC5",40850
"DNAJC5B",78967
"DNAJC5G",6079
"DNAJC6",167651
"DNAJC7",44944
"DNAJC8",33570
"DNAJC8P1",372
"DNAJC9",65501
"DNAJC9-AS1",29625
"DNAL1",58858
"DNAL4",15691
"DNALI1",9939
"DNASE1",68416
"DNASE1L1",10875
"DNASE1L2",2896
"DNASE1L3",22441
"DNASE2",6258
"DNASE2B",16487
"DND1",2793
"DND1P1",1059
"DNER",356930
"DNHD1",96499
"DNLZ",4310
"DNM1",63594
"DNM1L",66451
"DNM1P17",3660
"DNM1P24",4190
"DNM1P28",3268
"DNM1P30",2538
"DNM1P31",2548
"DNM1P32",3265
"DNM1P33",1006
"DNM1P34",3013
"DNM1P35",10954
"DNM1P38",2487
"DNM1P41",3350
"DNM1P46",16772
"DNM1P47",43271
"DNM1P48",683
"DNM1P49",1214
"DNM1P50",3268
"DNM1P51",13386
"DNM2",115410
"DNM3",576969
"DNM3-IT1",501
"DNM3OS",8264
"DNMBP",134343
"DNMBP-AS1",31372
"DNMT1",97942
"DNMT3A",114736
"DNMT3B",46972
"DNMT3L",15878
"DNPEP",26496
"DNPH1",3856
"DNTT",34169
"DNTTIP1",19491
"DNTTIP2",13636
"DOC2A",17762
"DOC2B",38848
"DOC2GP",3607
"DOCK1",547109
"DOCK10",277356
"DOCK11",190266
"DOCK11P1",5932
"DOCK2",446136
"DOCK3",708958
"DOCK4",480302
"DOCK4-AS1",13258
"DOCK5",233360
"DOCK6",63187
"DOCK7",234071
"DOCK8",250406
"DOCK9",293197
"DOCK9-AS1",2546
"DOCK9-AS2",807
"DOHH",10119
"DOK1",8529
"DOK2",4988
"DOK3",9368
"DOK4",15406
"DOK5",175575
"DOK6",448033
"DOK7",38163
"DOLK",2090
"DOLPP1",9339
"DONSON",29167
"DOPEY1",103685
"DOPEY2",137493
"DOT1L",68430
"DPAGT1",11829
"DPCD",39109
"DPCR1",19699
"DPEP1",25149
"DPEP2",13193
"DPEP2NB",2476
"DPEP3",5167
"DPF1",18709
"DPF2",19496
"DPF3",274821
"DPH1",13321
"DPH2",3370
"DPH3",6995
"DPH3P1",249
"DPH3P2",250
"DPH5",36466
"DPH6",328849
"DPH6-AS1",312807
"DPH7",24032
"DPM1",23689
"DPM2",3386
"DPM3",705
"DPP10",1403454
"DPP10-AS1",30409
"DPP10-AS2",1759
"DPP10-AS3",5117
"DPP3",29645
"DPP3P1",2307
"DPP3P2",1696
"DPP4",82302
"DPP6",1007189
"DPP7",4636
"DPP8",75242
"DPP9",49450
"DPP9-AS1",6667
"DPPA2",22730
"DPPA2P1",556
"DPPA2P2",897
"DPPA2P3",655
"DPPA2P4",1202
"DPPA3",6106
"DPPA3P1",469
"DPPA3P2",1219
"DPPA3P3",430
"DPPA4",11432
"DPPA5",1234
"DPPA5P1",340
"DPPA5P2",299
"DPPA5P4",365
"DPRX",4954
"DPRXP1",460
"DPRXP2",922
"DPRXP3",573
"DPRXP4",568
"DPRXP5",859
"DPRXP6",568
"DPRXP7",466
"DPT",33806
"DPY19L1",109396
"DPY19L1P1",180839
"DPY19L1P2",25814
"DPY19L2",110027
"DPY19L2P1",106053
"DPY19L2P2",105278
"DPY19L2P3",92368
"DPY19L2P4",6201
"DPY19L2P5",331
"DPY19L3",80353
"DPY19L4",74134
"DPY30",172004
"DPYD",917258
"DPYD-AS1",227033
"DPYD-AS2",1146
"DPYD-IT1",25988
"DPYS",136730
"DPYSL2",144157
"DPYSL3",119246
"DPYSL4",18877
"DPYSL5",102605
"DQX1",8206
"DR1",23611
"DRAIC",380095
"DRAM1",134780
"DRAM2",22884
"DRAP1",2305
"DRAXIN",34129
"DRAXINP1",948
"DRC1",54796
"DRC3",44077
"DRC7",37013
"DRD1",4170
"DRD2",66077
"DRD3",70756
"DRD4",3414
"DRD5",2330
"DRD5P1",1438
"DRD5P2",3102
"DRG1",131112
"DRG2",20086
"DRGX",31836
"DRICH1",23870
"DROSHA",131700
"DRP2",44729
"DSC1",33621
"DSC2",43576
"DSC3",52808
"DSCAM",836141
"DSCAM-AS1",2276
"DSCAM-IT1",15390
"DSCAML1",389753
"DSCAS",61202
"DSCC1",22035
"DSCR10",2489
"DSCR4",169936
"DSCR4-IT1",4075
"DSCR8",35061
"DSCR9",13234
"DSE",190688
"DSEL",10399
"DSG1",38941
"DSG1-AS1",83621
"DSG2",50966
"DSG2-AS1",14766
"DSG3",30908
"DSG4",38136
"DSN1",22028
"DSP",45143
"DSPP",8382
"DST",496642
"DSTN",40057
"DSTNP1",465
"DSTNP2",1105
"DSTNP4",474
"DSTNP5",523
"DSTYK",69062
"DTD1",178752
"DTD2",11475
"DTHD1",64135
"DTL",71848
"DTNA",398555
"DTNB",296450
"DTNBP1",140258
"DTWD1",35253
"DTWD2",151224
"DTX1",41320
"DTX2",44320
"DTX2P1",25692
"DTX2P1-UPK3BP1-PMS2P11",83941
"DTX3",5183
"DTX3L",10966
"DTX4",37158
"DTYMK",11250
"DUBR",86273
"DUOX1",35644
"DUOX2",21695
"DUOXA1",12572
"DUOXA2",4101
"DUPD1",20679
"DUS1L",8382
"DUS2",91575
"DUS3L",6407
"DUS4L",14981
"DUSP1",3106
"DUSP10",40753
"DUSP11",17974
"DUSP12",7481
"DUSP12P1",2591
"DUSP13",14790
"DUSP14",23671
"DUSP15",23111
"DUSP16",88174
"DUSP18",15840
"DUSP19",21447
"DUSP2",2275
"DUSP21",885
"DUSP22",59726
"DUSP23",1612
"DUSP26",8775
"DUSP27",35121
"DUSP28",3961
"DUSP3",12868
"DUSP4",17605
"DUSP5",13707
"DUSP5P1",1139
"DUSP5P2",1981
"DUSP6",6040
"DUSP7",7632
"DUSP8",17877
"DUSP8P3",1760
"DUSP8P4",1761
"DUSP8P5",1815
"DUSP9",8835
"DUT",12363
"DUTP1",470
"DUTP2",463
"DUTP3",415
"DUTP4",475
"DUTP5",469
"DUTP6",462
"DUTP7",486
"DUTP8",489
"DUX4",12169
"DUX4L1",1275
"DUX4L10",1267
"DUX4L11",1267
"DUX4L12",1267
"DUX4L13",1267
"DUX4L14",1267
"DUX4L15",1267
"DUX4L16",1264
"DUX4L17",1267
"DUX4L18",1267
"DUX4L19",1267
"DUX4L2",1275
"DUX4L20",1269
"DUX4L21",1269
"DUX4L22",1269
"DUX4L23",1269
"DUX4L24",1269
"DUX4L25",1269
"DUX4L26",1255
"DUX4L27",1261
"DUX4L28",678
"DUX4L29",679
"DUX4L3",1275
"DUX4L31",1136
"DUX4L32",756
"DUX4L33",958
"DUX4L34",1253
"DUX4L35",790
"DUX4L37",728
"DUX4L4",1269
"DUX4L45",1057
"DUX4L46",751
"DUX4L47",394
"DUX4L5",1275
"DUX4L50",715
"DUX4L51",1109
"DUX4L52",777
"DUX4L6",1275
"DUX4L7",1275
"DUX4L8",1275
"DUX4L9",1259
"DUXA",13423
"DUXAP1",463
"DUXAP11",735
"DUXAP2",589
"DUXAP3",1144
"DUXAP4",613
"DUXAP5",529
"DUXAP6",601
"DUXAP7",853
"DUXAP8",45026
"DUXAP9",68852
"DUXB",7531
"DVL1",14075
"DVL2",9205
"DVL3",18223
"DWORF",3547
"DXO",2483
"DYDC1",20651
"DYDC2",23329
"DYM",419874
"DYNAP",11737
"DYNC1H1",91934
"DYNC1I1",337817
"DYNC1I2",61012
"DYNC1I2P1",1838
"DYNC1LI1",44904
"DYNC1LI2",30906
"DYNC2H1",370433
"DYNC2LI1",35972
"DYNLL1",28644
"DYNLL1P1",269
"DYNLL1P2",270
"DYNLL1P3",266
"DYNLL1P4",266
"DYNLL1P5",270
"DYNLL1P6",264
"DYNLL1P7",258
"DYNLL2",12122
"DYNLRB1",24550
"DYNLRB2",10027
"DYNLT1",8266
"DYNLT3",10881
"DYNLT3P1",347
"DYNLT3P2",295
"DYRK1A",160786
"DYRK1B",8852
"DYRK2",17069
"DYRK3",48884
"DYRK4",53099
"DYSF",233047
"DYTN",66776
"DZANK1",83915
"DZIP1",66502
"DZIP1L",53829
"DZIP3",105165
"E2F1",10722
"E2F2",24791
"E2F3",91810
"E2F3-IT1",2358
"E2F3P1",1230
"E2F3P2",1422
"E2F4",6750
"E2F4P1",1133
"E2F5",39934
"E2F6",21803
"E2F6P1",745
"E2F6P2",748
"E2F6P3",743
"E2F6P4",514
"E2F7",44334
"E2F8",17558
"E4F1",12177
"EAF1",23281
"EAF1-AS1",19770
"EAF2",51344
"EAPP",23783
"EARS2",35718
"EBAG9",26286
"EBAG9P1",543
"EBF1",403846
"EBF2",203668
"EBF3",128559
"EBF4",67231
"EBI3",8034
"EBLN1",1208
"EBLN2",1679
"EBLN3P",10651
"EBNA1BP2",106762
"EBP",7559
"EBPL",30753
"ECD",38901
"ECE1",128258
"ECE2",17021
"ECEL1",8002
"ECEL1P1",3999
"ECEL1P2",1708
"ECEL1P3",1556
"ECH1",16584
"ECHDC1",54900
"ECHDC2",31303
"ECHDC3",21705
"ECHS1",11210
"ECI1",12906
"ECI2",19909
"ECM1",5728
"ECM1P1",1279
"ECM1P2",1924
"ECM2",43102
"ECPAS",124054
"ECSCR",14188
"ECSIT",23259
"ECT2",70793
"ECT2L",108145
"EDA",423403
"EDA2R",43662
"EDAR",94902
"EDARADD",154659
"EDC3",65735
"EDC4",11481
"EDDM13",37682
"EDDM3A",2489
"EDDM3B",2522
"EDDM3CP",425
"EDDM3DP",434
"EDEM1",32312
"EDEM2",32008
"EDEM3",64683
"EDF1",4168
"EDIL3",444240
"EDN1",6832
"EDN2",5899
"EDN3",25566
"EDNRA",64038
"EDNRB",80049
"EDNRB-AS1",5729
"EDRF1",44629
"EDRF1-AS1",26477
"EEA1",158695
"EED",34270
"EEF1A1",8048
"EEF1A1P1",739
"EEF1A1P10",1390
"EEF1A1P11",1389
"EEF1A1P12",1346
"EEF1A1P13",1389
"EEF1A1P14",1376
"EEF1A1P15",1408
"EEF1A1P16",1414
"EEF1A1P17",1275
"EEF1A1P19",1382
"EEF1A1P2",1447
"EEF1A1P20",1386
"EEF1A1P21",1344
"EEF1A1P22",1380
"EEF1A1P24",1378
"EEF1A1P25",1267
"EEF1A1P26",1363
"EEF1A1P27",1135
"EEF1A1P28",1403
"EEF1A1P29",1096
"EEF1A1P3",1385
"EEF1A1P30",2220
"EEF1A1P31",10219
"EEF1A1P32",1868
"EEF1A1P33",2002
"EEF1A1P34",1267
"EEF1A1P36",1351
"EEF1A1P37",1465
"EEF1A1P38",1697
"EEF1A1P39",250
"EEF1A1P4",1405
"EEF1A1P40",573
"EEF1A1P41",207
"EEF1A1P42",2236
"EEF1A1P5",1389
"EEF1A1P6",1384
"EEF1A1P7",1881
"EEF1A1P8",1388
"EEF1A1P9",1383
"EEF1A2",11311
"EEF1AKMT1",45228
"EEF1AKMT2",43722
"EEF1AKMT3",11050
"EEF1AKMT4",9936
"EEF1AKMT4-ECE2",43337
"EEF1B2",3344
"EEF1B2P1",672
"EEF1B2P2",676
"EEF1B2P3",678
"EEF1B2P4",702
"EEF1B2P5",1743
"EEF1B2P6",673
"EEF1B2P7",676
"EEF1B2P8",671
"EEF1D",19845
"EEF1DP1",896
"EEF1DP2",843
"EEF1DP3",782
"EEF1DP4",1372
"EEF1DP5",772
"EEF1DP6",372
"EEF1DP7",513
"EEF1DP8",536
"EEF1E1",29219
"EEF1E1-BLOC1S5",86805
"EEF1E1P1",828
"EEF1G",14486
"EEF1GP1",1849
"EEF1GP2",1243
"EEF1GP3",1288
"EEF1GP4",1307
"EEF1GP5",1310
"EEF1GP6",905
"EEF1GP7",703
"EEF1GP8",1154
"EEF2",9414
"EEF2K",82451
"EEF2KMT",13505
"EEFSEC",255193
"EEPD1",148395
"EFCAB1",24523
"EFCAB10",35756
"EFCAB11",160109
"EFCAB12",27331
"EFCAB13",118023
"EFCAB14",43906
"EFCAB14-AS1",18063
"EFCAB14P1",463
"EFCAB2",157460
"EFCAB3",72539
"EFCAB5",179253
"EFCAB6",283594
"EFCAB6-AS1",21011
"EFCAB7",49322
"EFCAB8",102687
"EFCAB9",9281
"EFCC1",39114
"EFEMP1",58173
"EFEMP2",7152
"EFHB",67554
"EFHC1",167764
"EFHC2",195791
"EFHD1",76725
"EFHD2",20449
"EFL1",132534
"EFL1P1",46437
"EFL1P2",3061
"EFNA1",7398
"EFNA2",14084
"EFNA3",8667
"EFNA4",5823
"EFNA5",294007
"EFNB1",13151
"EFNB2",45932
"EFNB3",6177
"EFR3A",109555
"EFR3B",117008
"EFS",9351
"EFTUD2",49720
"EGF",99383
"EGFEM1P",581078
"EGFL6",63971
"EGFL7",13823
"EGFL8",3699
"EGFLAM",206613
"EGFLAM-AS1",2341
"EGFLAM-AS2",3600
"EGFLAM-AS3",1205
"EGFLAM-AS4",8723
"EGFR",192608
"EGFR-AS1",9185
"EGLN1",61294
"EGLN1P1",762
"EGLN2",9438
"EGLN3",538544
"EGLN3-AS1",19204
"EGLN3P1",720
"EGOT",2399
"EGR1",3826
"EGR2",107905
"EGR3",5644
"EGR4",2777
"EHBP1",372637
"EHBP1L1",16613
"EHD1",36655
"EHD2",29792
"EHD3",35111
"EHD4",76640
"EHD4-AS1",7467
"EHF",39965
"EHHADH",91367
"EHHADH-AS1",29085
"EHMT1",251054
"EHMT2",17929
"EHMT2-AS1",6397
"EI24",15472
"EI24P1",867
"EI24P2",1076
"EI24P3",1062
"EI24P4",1078
"EID1",2298
"EID2",1629
"EID2B",1865
"EID3",1467
"EIF1",3784
"EIF1AD",5632
"EIF1AX",17327
"EIF1AX-AS1",477
"EIF1AXP1",435
"EIF1AXP2",745
"EIF1AY",17430
"EIF1B",2741
"EIF1B-AS1",136554
"EIF1P1",341
"EIF1P2",651
"EIF1P3",334
"EIF1P4",335
"EIF1P5",534
"EIF1P6",1282
"EIF1P7",337
"EIF2A",37565
"EIF2AK1",36987
"EIF2AK2",57856
"EIF2AK3",70836
"EIF2AK4",101446
"EIF2AP4",1781
"EIF2B1",13361
"EIF2B2",9456
"EIF2B3",136201
"EIF2B4",6135
"EIF2B5",10274
"EIF2D",41172
"EIF2S1",26520
"EIF2S2",24035
"EIF2S2P2",982
"EIF2S2P3",999
"EIF2S2P4",984
"EIF2S2P5",968
"EIF2S3",23256
"EIF2S3B",17534
"EIF3A",47154
"EIF3B",26660
"EIF3C",47173
"EIF3CL",24301
"EIF3D",18587
"EIF3E",234118
"EIF3EP1",1316
"EIF3EP2",1814
"EIF3F",31612
"EIF3FP1",806
"EIF3FP3",1086
"EIF3G",4902
"EIF3H",124796
"EIF3I",9677
"EIF3IP1",967
"EIF3J",25973
"EIF3J-AS1",9667
"EIF3K",17874
"EIF3KP1",656
"EIF3KP2",626
"EIF3KP3",639
"EIF3L",40540
"EIF3LP1",1658
"EIF3LP2",807
"EIF3LP3",822
"EIF3M",22465
"EIF4A1",6300
"EIF4A1P1",934
"EIF4A1P10",1216
"EIF4A1P11",222
"EIF4A1P12",141
"EIF4A1P13",230
"EIF4A1P2",1220
"EIF4A1P3",244
"EIF4A1P4",1213
"EIF4A1P5",1095
"EIF4A1P6",1210
"EIF4A1P7",1220
"EIF4A1P8",1496
"EIF4A1P9",1537
"EIF4A2",6696
"EIF4A2P1",1063
"EIF4A2P2",1400
"EIF4A2P3",1055
"EIF4A2P4",1196
"EIF4A2P5",602
"EIF4A3",11970
"EIF4A3P1",647
"EIF4B",36052
"EIF4BP1",351
"EIF4BP2",1794
"EIF4BP3",1850
"EIF4BP4",1780
"EIF4BP5",1795
"EIF4BP6",1828
"EIF4BP7",1813
"EIF4BP8",1826
"EIF4BP9",1513
"EIF4E",58954
"EIF4E1B",15960
"EIF4E2",33593
"EIF4E2P1",255
"EIF4E2P2",736
"EIF4E3",79358
"EIF4EBP1",30025
"EIF4EBP1P1",341
"EIF4EBP2",24240
"EIF4EBP2P1",343
"EIF4EBP2P2",333
"EIF4EBP2P3",334
"EIF4EBP3",1913
"EIF4ENIF1",59132
"EIF4EP1",642
"EIF4EP2",654
"EIF4EP3",656
"EIF4EP4",578
"EIF4EP5",640
"EIF4G1",20864
"EIF4G2",12061
"EIF4G3",370597
"EIF4H",22857
"EIF4HP1",687
"EIF4HP2",563
"EIF5",11482
"EIF5A",5465
"EIF5A2",20279
"EIF5A2P1",460
"EIF5AL1",3840
"EIF5AP2",1733
"EIF5AP3",462
"EIF5AP4",465
"EIF5B",63974
"EIF5P1",1231
"EIF5P2",1344
"EIF6",6075
"EIPR1",188958
"EIPR1-IT1",3125
"ELAC1",20131
"ELAC2",25797
"ELANE",5234
"ELAVL1",47081
"ELAVL2",136234
"ELAVL3",29721
"ELAVL4",155773
"ELDR",19671
"ELF1",129413
"ELF2",149107
"ELF2P3",1506
"ELF3",9244
"ELF3-AS1",10260
"ELF4",45843
"ELF5",35013
"ELFN1",59836
"ELFN1-AS1",3662
"ELFN2",59511
"ELK1",15084
"ELK1P1",580
"ELK2AP",1007
"ELK2BP",3085
"ELK3",75454
"ELK4",34407
"ELL",79465
"ELL2",76974
"ELL2P1",1906
"ELL2P2",694
"ELL2P3",1602
"ELL2P4",2038
"ELL3",4944
"ELMO1",594889
"ELMO1-AS1",15835
"ELMO2",66937
"ELMO2P1",38231
"ELMO3",4919
"ELMOD1",75689
"ELMOD2",29613
"ELMOD3",37359
"ELMSAN1",75164
"ELN",42119
"ELN-AS1",2709
"ELOA",18905
"ELOA-AS1",17906
"ELOA2",3050
"ELOA3",1877
"ELOA3B",1641
"ELOA3C",1218
"ELOA3D",1641
"ELOB",5884
"ELOBP1",357
"ELOBP2",355
"ELOBP3",294
"ELOBP4",296
"ELOC",33119
"ELOCP10",327
"ELOCP11",332
"ELOCP12",328
"ELOCP13",329
"ELOCP14",331
"ELOCP15",332
"ELOCP16",332
"ELOCP17",326
"ELOCP18",337
"ELOCP19",318
"ELOCP2",409
"ELOCP20",650
"ELOCP21",336
"ELOCP22",334
"ELOCP23",332
"ELOCP24",334
"ELOCP26",329
"ELOCP28",643
"ELOCP29",680
"ELOCP3",348
"ELOCP30",914
"ELOCP31",770
"ELOCP32",614
"ELOCP33",1108
"ELOCP34",327
"ELOCP35",336
"ELOCP4",333
"ELOCP5",333
"ELOCP6",328
"ELOCP7",331
"ELOCP8",332
"ELOCP9",239
"ELOF1",8090
"ELOVL1",4678
"ELOVL2",63556
"ELOVL2-AS1",34703
"ELOVL3",3262
"ELOVL4",32769
"ELOVL5",81782
"ELOVL6",153354
"ELOVL7",92599
"ELP1",66600
"ELP2",51113
"ELP3",101484
"ELP4",280629
"ELP5",8525
"ELP6",18122
"ELSPBP1",30503
"EMB",47057
"EMBP1",52781
"EMC1",35889
"EMC10",14471
"EMC2",43318
"EMC3",48580
"EMC3-AS1",20098
"EMC4",5158
"EMC6",854
"EMC7",17932
"EMC8",27851
"EMC9",2630
"EMCN",484786
"EMD",2327
"EME1",8264
"EME2",8502
"EMG1",26536
"EMID1",53747
"EMILIN1",7842
"EMILIN2",68964
"EMILIN3",6862
"EML1",204368
"EML2",38636
"EML2-AS1",1347
"EML3",10548
"EML4",163199
"EML5",180322
"EML6",248527
"EMP1",23224
"EMP2",52277
"EMP3",9045
"EMSY",108103
"EMX1",19812
"EMX2",7103
"EMX2OS",71854
"EN1",5508
"EN2",6703
"ENAH",166308
"ENAM",58073
"ENC1",14019
"ENDOD1",42836
"ENDOG",4204
"ENDOU",15834
"ENDOV",22922
"ENG",39745
"ENGASE",13661
"ENHO",2002
"ENKD1",4321
"ENKUR",80301
"ENO1",18251
"ENO1-AS1",1060
"ENO1P1",1304
"ENO1P2",1876
"ENO1P3",1224
"ENO1P4",1785
"ENO2",9954
"ENO3",9040
"ENO4",62277
"ENOPH1",30530
"ENOSF1",42353
"ENOX1",573391
"ENOX1-AS1",4139
"ENOX1-AS2",1020
"ENOX2",279949
"ENPEP",199553
"ENPP1",87140
"ENPP2",116368
"ENPP3",118977
"ENPP4",16707
"ENPP5",11785
"ENPP6",132525
"ENPP7",11304
"ENPP7P1",62609
"ENPP7P10",62586
"ENPP7P11",627
"ENPP7P12",631
"ENPP7P13",259
"ENPP7P14",37893
"ENPP7P2",44434
"ENPP7P3",241
"ENPP7P4",61150
"ENPP7P5",54329
"ENPP7P6",63266
"ENPP7P7",60811
"ENPP7P8",69444
"ENPP7P9",627
"ENSA",28762
"ENSAP1",326
"ENSAP2",352
"ENSAP3",333
"ENTHD1",150821
"ENTPD1",157917
"ENTPD1-AS1",337033
"ENTPD2",5948
"ENTPD3",41464
"ENTPD3-AS1",139528
"ENTPD4",71913
"ENTPD5",61390
"ENTPD6",31037
"ENTPD7",46735
"ENTPD8",7453
"ENY2",11630
"EOGT",38748
"EOMES",6763
"EP300",88294
"EP300-AS1",22866
"EP400",131183
"EP400P1",47357
"EPAS1",93037
"EPB41",232956
"EPB41L1",141296
"EPB41L2",223976
"EPB41L3",238320
"EPB41L4A",276876
"EPB41L4A-AS1",3751
"EPB41L4A-AS2",1396
"EPB41L4B",148990
"EPB41L5",166115
"EPB42",23899
"EPC1",111048
"EPC2",143129
"EPCAM",42444
"EPDR1",268099
"EPG5",119666
"EPGN",6835
"EPHA1",18604
"EPHA1-AS1",115637
"EPHA10",51254
"EPHA2",31751
"EPHA3",374611
"EPHA4",156176
"EPHA5",350933
"EPHA5-AS1",28069
"EPHA6",937880
"EPHA7",179528
"EPHA8",40031
"EPHB1",662667
"EPHB2",210662
"EPHB3",20626
"EPHB4",24957
"EPHB6",16034
"EPHX1",35472
"EPHX2",54786
"EPHX3",6517
"EPHX4",33555
"EPM2A",353489
"EPM2AIP1",8126
"EPN1",34633
"EPN2",121101
"EPN2-AS1",9666
"EPN3",11208
"EPO",2901
"EPOP",3719
"EPOR",7138
"EPPIN",7127
"EPPIN-WFDC6",10441
"EPPK1",21141
"EPRS",78058
"EPS15",165066
"EPS15L1",116847
"EPS15P1",2071
"EPS8",262172
"EPS8L1",15904
"EPS8L2",33290
"EPS8L3",13948
"EPSTI1",105884
"EPX",12438
"EPYC",41348
"EQTN",12481
"ERAL1",6130
"ERAP1",47291
"ERAP2",43778
"ERAS",3626
"ERBB2",42513
"ERBB3",26707
"ERBB4",1163125
"ERBIN",156075
"ERC1",505425
"ERC2",960056
"ERC2-IT1",2177
"ERCC1",71496
"ERCC2",21082
"ERCC3",36887
"ERCC4",32189
"ERCC5",68856
"ERCC6",84171
"ERCC6L",34391
"ERCC6L2",138871
"ERCC8",71243
"EREG",23609
"ERF",7586
"ERFE",9919
"ERG",281754
"ERG28",11399
"ERGIC1",118411
"ERGIC2",43838
"ERGIC3",15614
"ERH",18505
"ERHP1",310
"ERHP2",299
"ERI1",114600
"ERI2",120157
"ERI3",134191
"ERI3-IT1",866
"ERICD",2003
