"","SRP027383","SRP091303","GSE67333","GSE64810","GSE100297","GSE53697"
"AASDHPPT",1.58615360109217,1.06075104526916,2.5321512586576,1.13338147348609,1.03800914918739,1.76493409793508
"AASS",2.42789002966495,2.15773397612486,2.33416197591898,1.09024068051647,2.02555477846709,1.88604393263866
"AATBC",0.84256174230174,0.869437187029187,2.42773537113842,0.632469329846667,1.51753455640246,1.33624967613459
"AATF",2.08478921184024,2.27152303277038,2.78157873731728,1.20793188079051,1.73071071797262,1.12259937053116
"AATK",3.2822796209134,2.70168907344065,4.81594310466145,4.61974377312569,5.05354527118284,3.44359021589137
"ABAT",2.64371398945812,2.1506682901615,3.51629741968499,1.65465724798363,2.02236288809853,1.86052342547754
"ABBA01006766.1",0.0532501267662212,0.0117673363557202,0,0.0501401182707625,0,0.0711156249769608
"ABCA1",2.99010818234225,2.73602355631713,2.88307734660692,0.700381686253613,1.52369835840635,1.70939669510189
"ABCA10",0.19980441213103,0.192130991007065,2.20265769494007,0.650814625431097,0.787337344705366,2.13589788543016
"ABCA13",0.13583402987872,0.214274907988997,0.31696017218412,0.00300962201654444,0.154690527579168,0.00275069916411797
"ABCA17P",0.365878401064086,0.474643318964699,2.04449732175678,0.650188046481474,0.705426228739233,0.806398967729343
"ABCA2",6.51770765137303,6.14509367531759,8.18596276833055,7.19537353388807,8.33422734968967,6.01050086434792
"ABCA3",4.11367420106558,4.10599998549399,4.71827805680871,3.67321832265336,3.37375194128393,2.73605971158933
"ABCA4",0.171311486278852,0.185517313176942,0.10966889885153,0.0926735260752588,0.10241616522372,0.0974362986987645
"ABCA5",1.07167681132063,0.993949146347703,3.51152206818353,2.21319212668208,2.08426073457764,3.00652774373772
"ABCA6",0.429469772537051,0.382358804740338,2.54777756778495,0.46051700130669,2.25815780816045,2.14151357347267
"ABCA7",2.12814439050496,2.52600631588051,2.8103194521828,2.71822150943154,2.58174221073724,1.30305600154506
"ABCA8",1.99821833892,1.61693287062677,3.12815432992516,1.85402509287952,2.88668623033198,2.52297414349186
"ABCB1",0.851319343954293,0.713960322406106,1.38989054776283,0.74143647979475,1.2195315488571,0.702436292206057
"ABCB10",1.96639195491424,1.64089507790224,2.5851217953087,1.80754412364785,1.46674032980094,1.95152409341311
"ABCB10P1",0.12749488463607,0.123807330848289,0.061248007526799,0.227306782063156,0.0249190353476212,0.25667356662035
"ABCB11",0.0650904401439176,0.105706504014899,0.0409891401057253,0.00740852682404649,0.0473344286066942,0.0265441122790896
"ABCB4",0.534002372438204,0.601050084094822,0.347698340106338,0.12702544388424,0.153924520684551,0.215738132589762
"ABCB5",0.0427771709082786,0.137732820114046,0.0310896669791066,0.00926201050590742,0.0726980325529342,0.0197458174131656
"ABCB7",1.46954245093652,1.48627236914239,1.88110486472487,0.830946079982639,1.06457898616683,1.29308534279969
"ABCB8",4.02313478279064,4.09742210881539,4.14374124162058,3.81156676289048,3.80181579081705,2.63669656163646
"ABCB9",1.20274736787016,1.573954045418,2.80089869231172,2.03723162773532,1.88275484047952,1.50269537611318
"ABCC1",1.14292018536454,1.56092251471375,1.86144525826745,0.531909228003305,1.18026484167031,0.683430917235257
"ABCC10",3.02412720990201,3.10797040640445,3.6504201599923,2.96988972515606,2.87789709999632,2.02370660863996
"ABCC11",0.202046425685522,0.203476587243022,0.232211585492712,0.0982998367718285,0.170217124612602,0.0641821519859094
"ABCC12",0.166179215791156,0.0930732026452916,0.598453063852851,0.634129035945535,0.00888210206458763,0.216422860150677
"ABCC3",1.56156696890886,2.55748274620118,0.28211943140434,0.248169198459877,1.23922974713057,0.121656692096634
"ABCC4",0.679299727848917,0.677586993936866,1.31126190012317,0.168002447862172,0.700435045259058,0.660866882464486
"ABCC5",2.65385926013984,2.75453580062906,4.05564649355101,3.16106138795481,2.37654632051364,2.46887906714834
"ABCC6",0.348657424005874,0.45907672693226,0.711275227984765,0.155487861647266,0.630267763515974,0.134249967093971
"ABCC6P1",0.307084720080677,0.600609309484999,0.336517184298815,0.25344211587561,0.177797717284567,0.102110247676475
"ABCC6P2",0.664343417163336,0.67911612353983,0.0291173828716835,0.178709959713782,0.260578634173077,0.0205878353555484
"ABCC8",1.51009959412632,1.24760535604256,2.71457147438549,2.49424689806206,1.54790488579536,2.07646440563577
"ABCC9",0.982466951940686,0.965300037083403,1.37252757875093,0.76675930040224,0.780067211372026,1.4170399705053
"ABCD1",1.62967668711523,1.73004252172181,0.605384946802324,0.548116034447233,1.06105086557142,0.387433585695588
"ABCD2",1.03203910105353,0.824512288489936,1.97249264080689,1.18081904298667,0.385922140809038,1.70108024173789
"ABCD3",2.6580177478986,2.38723253600477,2.64494901656788,1.68680596689364,1.7808166595422,1.96651497795293
"ABCD4",3.80986090234145,3.85579534419046,3.44067271548304,3.29102009988151,3.7205868102809,2.30138611335511
"ABCE1",1.69240564009361,1.31294727130865,2.29224847513143,0.65009118841937,0.840465581502932,1.19972044597997
"ABCF1",4.60648369330534,4.70495399329243,4.05642133858634,3.37773042597537,3.56913969118089,2.17539906427997
"ABCF2",4.74410837833569,4.63936832818599,5.05301437142878,4.15746678399203,3.31856800289264,3.01438397437153
"ABCF2P1",0.271843855209512,0.0533477811050857,1.90660752136671,0.0467518384949615,0.0388435479840798,1.31387909074586
"ABCF3",5.64938610247725,5.66440020346797,6.58563141658949,5.29982783258384,4.49880875025853,3.76131075205893
"ABCG1",1.990867356303,1.91800324477889,2.72013093959967,0.992772135908352,1.18247452720613,1.51591872841942
"ABCG2",1.66452960777718,1.37734390067213,0.768803564066682,1.09821654399918,1.55067649672541,0.988072330513141
"ABCG4",1.24940726978996,0.923045092800024,3.21082095887245,3.30877549317529,1.57196408649652,1.8791102972476
"ABCG5",0.252559476691317,0.259336124112563,0.438293284948282,0.381050942907842,0.282386449375733,0.27877540124228
"ABHD1",1.44626377815042,1.35205460969705,2.07928040044778,1.38329905392557,2.06359356248357,0.956801027443226
"ABHD10",4.26477871689684,4.04273102095983,3.78516976956694,4.15829553458515,3.47103302399253,2.96975510098125
"ABHD11",5.21927550270263,5.76665579132314,2.70955936480774,4.9638551704189,4.01877472555715,2.60055694098068
"ABHD11-AS1",0.3778142158484,0.56399708712889,1.90332879128968,0.167273058054405,0.827234602573096,0.457219317828828
"ABHD12",2.94603119911365,2.91362573451486,3.13116563999255,2.93909546783223,2.61618781974589,1.72365905829441
"ABHD13",3.28311804721088,2.73451662040839,4.07269783980208,2.96513478118303,2.10637256561291,3.01754287156924
"ABHD17A",6.13599194979948,6.11942438819403,5.20375771255902,6.19085936142369,5.3687452897082,4.10800033199717
"ABHD17AP4",0.0933153197240878,0.0645339505169835,0.48844063868725,0.364593010153734,0.0781843301331009,0.219055063297424
"ABHD17AP6",0.0207502499856704,0.135240709094272,0.464474011100835,0.210501136085554,0.248201964108246,0.34311094333856
"ABHD17B",2.36970088208815,1.78224002638948,3.07403179369519,2.35497425074787,2.29616644699301,2.32203153702037
"ABHD17C",1.81592508460497,1.62959545756819,1.73220160836591,1.36151581792912,1.03074976509045,1.06281332359987
"ABHD18",1.17474524607695,1.24009943785371,2.40854460998662,1.1478192165694,1.96584243632578,1.52597886410249
"ABHD2",3.57655350000808,3.14411658411022,4.19037317850434,2.40398799813698,2.19442934045023,3.05539746600711
"ABHD3",1.74504785775454,1.59367694619272,1.97283381572205,1.13445810835184,1.61687128396501,0.921396132281208
"ABHD4",5.02846650796859,5.15801129486067,2.66101107664842,2.78436761613193,3.84458807151342,1.57187444154321
"ABHD5",2.83896151935526,2.72818167123473,2.5818975444308,1.69560030061678,2.44339633255181,1.86302750732692
"ABHD6",2.46681220314924,2.2338109998397,3.95176152696911,2.29297229581241,2.46960474599992,2.04501386240639
"ABHD8",1.48395011329374,2.00881891184452,0.449046666500069,2.91516428655369,1.85605301342189,0.705665932614728
"ABI1",2.82823738175254,2.49152557651545,3.70908254730663,2.3154556024866,1.89390999480177,2.48402604045967
"ABI2",0.696806383452035,0.601915303515523,2.57264466648427,0.363059422545388,0.675760264989404,1.73179449893865
"ABI3",2.80419904596365,3.47221875373226,2.69660507331634,1.14904169797019,2.11482278461027,0.977472074181244
"ABI3BP",1.00223573227346,0.783748405777897,1.10652910941333,0.199686202063989,1.51886338912165,0.589496640208711
"ABL1",2.73275576004965,2.93743164187202,2.64506493581121,1.50844278152512,2.30297599401308,1.5759985045223
"ABL2",2.02289922262027,1.9245076697252,3.39885249238481,1.38102235352655,1.61838979312035,2.07907676801767
"ABLIM1",2.71260903704748,2.46477918774767,3.45746383478075,2.39612835101893,2.67166047134673,2.47470061667815
"ABLIM2",0.584500266651472,0.618582868539064,2.83792748843856,1.82626906009471,1.47010685804262,1.6724179281918
"ABO",0.432925236550627,0.44981155993556,1.53256763473939,0.655678113775035,1.93865059174268,0.502746623697975
"ABR",3.1512134225156,2.94949452703121,4.88240282806678,3.480096837134,3.23665428507422,2.6034027118611
"ABRA",0.275523124437964,0.0374179254222739,0.483046267023508,0.310212561551984,0.0445178347526164,0.915498994702054
"ABRACL",2.11796890981036,2.1719074259732,2.9441655753613,2.54574017041985,1.12800967667987,1.27394410489129
"ABRAXAS1",0.370809238303781,0.437030966825021,0.633255641204297,0.364027537998587,0.45275231556538,0.352203827804315
"ABRAXAS2",2.30987312034035,2.23330050504677,3.04175652809753,2.07997158014372,1.78087548103509,1.67879261787085
"ABT1",5.0501355473411,5.37109452061025,3.4546402521727,4.27330370803468,3.24992060673177,2.63328886720974
"ABTB1",4.44772420613055,4.45826693748698,4.88793790092621,6.04869767417977,4.63391799985124,3.53998143947314
"ABTB2",0.809363569391707,0.804577232459905,1.63684332177358,0.61706889896175,1.35962614779919,0.617160341448206
"AC000036.1",0.0829395258474114,0.0864380243886722,0.208553636920024,0.0998389532740619,0.431563428946676,0.319482553338288
"AC000058.1",0.0703963327757354,0.0958516976138009,1.74028519958448,0.0412112425420132,0.153117813867222,1.46381644624465
"AC000067.1",0.526232184760207,1.01114198860777,0,0.148478222270573,0.457891253593694,0.0337718701855877
"AC000068.1",1.48218571640314,1.4123311809389,1.51240072088263,0.858975554587254,1.51913059839014,0.850278092018556
"AC000077.1",0.051850135849888,0.175409214104567,0,0.00367078342635886,0,0
"AC000403.1",1.16288429943165,1.12144120096892,3.25125622661616,2.51985937029208,0.577371276641596,1.26952166588767
"AC002056.1",0.246001625051393,0.148069596037796,0.133096973382681,0.00895774897727406,0.140602443041722,0.162736717412011
"AC002064.1",0.17541540470048,0.237530022469628,0.822185071545023,0.456151798991737,0.562105253079738,0.770659213097725
"AC002069.1",0.171715685059122,0.0318711671354015,0.310165886701851,0.00266118471547163,0.0581272668169748,0.490507837076665
"AC002069.2",0.0221337087188872,0.00618872461785896,1.2074370084031,0.00163326736817089,0,0.589605346961586
"AC002074.1",0.0582641574024796,0.223682321393464,0.0962662857908031,0.00672543207983993,0.161893026890975,0.0307303794322826
"AC002076.2",0.400155249949493,0.203432888397188,0,0.110083283470467,0.0974705433106558,0
"AC002091.1",0.766913484015463,0.934847435112356,0.271214902930158,0.0622951139249068,0.290569415478181,0.0393161948367435
"AC002091.2",0.969029429318166,1.2388697262081,0.273743672547977,0.0548453787453329,0.353408390881182,0.110728460204414
"AC002115.1",0.0312063510410828,0.162193090152896,0.0132850495357993,0.0219759317109428,0.0322159134925694,0.0030143906827711
"AC002116.2",0.617781677570152,0.727132443823332,0.358940039950386,0.58068046351712,0.702117276938434,0.114773016653699
"AC002127.2",0.0945050127386418,0.162091696662464,0.54918535900788,0.0414453165142305,0.0679878276944164,0.222325835440572
"AC002310.2",0.49670733685886,0.534432190736089,0.745635375504562,0.501086543670932,0.688187255197522,0.170413459906141
"AC002310.4",1.46677680598258,1.70963406002034,1.60508898299855,1.67990690786572,1.94508539272181,0.873905206221812
"AC002310.5",0.827606976090455,0.885733310921522,1.3355159881839,0.709801837242096,0.794840842660806,0.588099001677291
"AC002347.1",0.325127994368895,0.513268619998252,0.412796054735517,0.20724395298826,1.27414749159181,0.467106080669159
"AC002375.1",0.00684132814096055,0.180270262543738,0.022295767375291,0.000769161977873922,0.0362753442742879,0
"AC002378.1",0.0202499307298484,0.112581837593208,0.0194165037303903,0.00379982339687137,0.00927357309361873,0.00453474036220734
"AC002383.1",0.0137023227317919,0.0476887182690243,0.370594173235272,0.0561295123656333,0.0640856575224156,0.425497019429452
"AC002384.1",0.0969472228743937,0.175041736110812,0.237796181273371,0.0284998653116756,0.113730180014125,0.0391172410720341
"AC002386.1",0.0125591638854324,0.100230473892372,0.0265182361721145,0.0190844542330784,0,0.0493884513970592
"AC002401.4",0.679136703873944,1.53656836275952,0.161318001193995,0.285727295152497,0.478422537066698,0.153342806963123
"AC002428.1",0.15478621676788,0.154126718402006,0.0462017028595266,0.0723475439948365,0.127788671480359,0.0764158443797781
"AC002428.2",0.93457967657762,0.764056615778615,0.264600498398408,0.920149410681325,1.60032598752871,0.777832180720622
"AC002451.1",0.50358027060074,0.527803314496486,0.856458522140519,0.303914562004605,1.00140251722992,0.36271784866972
"AC002451.2",0.0195332824235173,0.0941904395296054,0.15731896605758,0.0108818927117514,1.38077628920959,0.0330672534343195
"AC002454.1",0.0858558557429129,0.15232091874952,0.143425243746909,0.0545280491862257,0.0240183904986498,0.0729559465257825
"AC002460.1",0.0102595246124702,0.0175722058594513,0.457665932033509,0.0136183146860908,0.0185545056807036,0.756363677563534
"AC002467.1",2.94459272868079,2.97492395857777,2.29382515955758,2.6510564141619,2.45333663463268,1.08587366486391
"AC002472.1",0.13144041932686,0.110003612826469,0.123993023603604,0.0280081974117697,0.0586559421274882,0.0314108362398426
"AC002486.2",0.049893983518479,0.00797147642991826,0,0.0314575971424088,0,0.0295111507090954
"AC002504.1",0.334015510220128,0.280867278774894,0.894028673249229,0.0521520245859972,0.0430674754507038,0.0834743245261712
"AC002511.1",0.219524906934808,0.101322552930129,0.154912654263642,0.195527188591886,0.335438957267368,0.166397720042144
"AC002511.2",0.311693453258139,0.265391904402891,0.218866138658717,0.575868890943336,0.402597496373057,0.0859666864168283
"AC002519.2",0.480347386233135,0.425150967204163,0.26965647968819,0.370774322166721,0.0502276976540034,0.226568180180259
"AC002524.1",5.87072952392839,5.21144227694465,3.89686002847923,5.259865593665,3.48601069113458,3.15008921106387
"AC002540.1",0.0978201996712663,0.188762215555659,1.19992865117459,0.437965586900989,0.338264561923201,1.48448346379941
"AC002984.1",0.256283673303601,0.47776092872366,1.69142842446596,0.717413393893421,1.28941070750114,0.780788566790977
"AC002996.1",0.0376506738642623,0.177319936909848,0.585233831453303,0.0656274138994943,0.450043884983083,0.215961272184932
"AC003002.2",1.01102057784568,1.20525557300728,1.51995365945503,1.49530432973756,1.2349454248963,1.1265715323106
"AC003005.2",0.716351011522739,0.673890214670245,0.485885343454959,0.580398551646767,0.617027757179587,0.955773601413866
"AC003006.1",0.065812093486674,0.183540615868084,0.294966746980066,0.0513160990711008,0.24302809485594,0.160511804212188
"AC003035.1",0.221030568444652,0.368103882920415,0.609604193628756,0.210887724912601,0.834363668344673,0.340706104611938
"AC003035.2",0.160876828751331,0.388698745434083,0.339272402829641,0.0777556745995742,0.317083537297218,0.177260485102509
"AC003043.1",0.0309812717078793,0.221299507847021,0,0.025819443610238,0.081584225426165,0.0180788662079168
"AC003043.2",0.0280517518787258,0.195531482518112,0.125036281427711,0.0407774069907123,0.8073602444088,0.027076855562279
"AC003070.2",0.0710285555931854,0.317118763814825,0,0.147315351812068,0.139477850599913,0.0587610974301185
"AC003084.1",0.0402559246991529,0.0998224741006166,0.670550904611138,0.0393198307924662,0.173408686637296,0.74475565789605
"AC003087.1",0.00890350415284824,0.143400286295129,0.128906715721091,0.00545572798108227,0,0.0643332083760444
"AC003092.1",0.0552168180814157,0.114150477954373,0,0.00249407126034809,0.0204874198058473,0.00365634029352467
"AC003092.2",0.059848301400805,0.1516850061141,0,0.000273393492455776,0.0551203858294585,0.0076355812037604
"AC003101.1",0.154120819664559,0.0826003741146817,1.24765125165495,0.0278799786306815,0.127360845383268,0.338072512455277
"AC003101.2",0.403067682056825,0.427062707620939,1.49794865947909,0.308222353873716,0.299759791107788,0.617086426855367
"AC003102.1",3.05823926299761,3.66147643254026,1.24882878651047,3.20034881928124,3.53684302414444,1.41347384019596
"AC003682.1",0.394293617737743,0.491548227311094,2.36916226301951,0.463188581478929,1.5861481170543,1.28294464914801
"AC003684.1",0.0427775846547202,0.109813285169746,0.123113391332957,0.353718344288295,0.0992084810562566,0.0814721082887062
"AC003685.1",0.0126752278704691,0.115976446207104,0,0.000718919327368774,0.00727400034859948,0
"AC003685.2",0.507834369945679,0.00988649054375384,0,0,0,0
"AC003686.1",0.0988159386912883,0.018587945271938,0,0.00144283756029563,0,0
"AC003965.1",0.905937199853025,0.658554639846532,0.551994943511243,0.893018975855075,0.918864575205169,0.141155917480357
"AC003973.2",0.0256265776970717,0.0910998595240549,0.0658352606022741,0.0204971439360992,0.0879071752826255,0.0446420805739959
"AC003982.1",0.0120681339558496,0.206206195322561,0.0426469760183681,0.00137099153321445,0.0476370338136952,0.0032470646960793
"AC003985.2",0.127404106533589,0.273045569878495,0.199022496659581,0.277342275017518,0.0526276979169399,0.183869079762105
"AC003986.1",0.10165976504098,0.0624324995291239,0.232946996442076,0.277206381826448,0.257119817346443,0.628368353494801
"AC003986.3",0.507078139689804,0.582279495439786,0.100764407787523,0.0850103502375723,0.0780916136547912,0.0699486953648667
"AC004006.1",0.41776347839393,0.0453012935811444,0.167289750582816,0,0,0.111772411578243
"AC004009.2",0.0153829729326722,0.145696563852871,0,0,0,0.0174269798906354
"AC004012.1",0.164438889703076,0.309884868776944,0.273945487466209,0.168405211962098,0.323321767619751,0.102397270110278
"AC004014.2",0.0951967863193781,0.252778973789317,0.293730705914505,0.100672784061414,0.00748019040673796,0.0944260503204799
"AC004022.1",0.173292169805707,0.108584444564822,0.878376219961667,0.0277066531958435,0.211645613441127,0.438773215671787
"AC004022.2",0.103670489118479,0.028271660307358,0,0.0470139265571763,0.118539494285928,0.384390934452496
"AC004023.1",0.379226398927091,0.244843211528765,0.787780647761238,1.23979799533295,0.85945332312442,1.48333383946421
"AC004052.1",0.0121226929203607,0.0799885898482015,0.527088374479152,0.0512070352400164,0.172271446552198,0.29776940237551
"AC004066.1",0.135925677932439,0.00604117716947257,0,0.00385887951032949,0.0834680443392842,0.0919959149888545
"AC004066.2",0.087437848484953,0.0554033524935029,0.050036556921907,0.0338082411237622,0.0364467787170637,0.0464741466373881
"AC004069.1",0.75209003116002,0.803296818514573,1.46132929806069,1.35646096075954,1.35612623600323,0.534594023416915
"AC004076.1",1.29558842614614,1.43700760052447,2.35638510836907,1.3479898355405,2.15700075301892,1.40659869289886
"AC004080.1",0.343039459107034,0.500259618432187,0,0.0070860882169401,0.0292772130400445,0
"AC004080.2",0.194156686539325,0.213475274217701,0,0.000717921310210967,0,0.00192685289579775
"AC004080.4",0.111179187233348,0.322113060247099,0,0,0,0
"AC004112.1",1.69217189552829,1.57310430124185,1.76221068725859,0.818916812733742,1.2239845529362,1.01428168240208
"AC004130.1",1.73902333855241,1.71541183958666,0.439945963719209,1.20510966070462,1.24492646330906,0.47148370878576
"AC004148.1",0.0334657412251542,0.191039377294221,0.132892264986544,0.054710458198187,0.0415854752175828,0.221058642304804
"AC004149.1",0.0345484831981205,0.149995629161832,0.161404011984947,0.0480648775914644,0.0869275376536122,0.0820021846492461
"AC004156.1",0.474285219508841,0.596655193345184,0.919196837781458,0.67717873268507,1.41531526216339,0.217324872931113
"AC004160.1",0.0473519109229214,0.0937520697954369,1.35839950474396,0.038919174296217,0.0422022415940417,0.115921883696067
"AC004221.1",1.91713658407244,2.00083168248111,2.16590670012199,2.51527616754859,1.43678281894225,1.04850241048667
"AC004231.1",0.0132711541436984,0.0782381465137012,0.0873400505889625,0.0213537942403098,0.0723348318086993,0.0336074849423547
"AC004231.3",0.0980904560323138,0.192964758689946,0.332712340714146,0.0974173992954349,0.143813647528351,0.155576180813631
"AC004233.1",0.429333841364214,0.481051435203738,1.02277077230824,0.755965313724166,1.35969226385278,0.35238329009888
"AC004233.2",0.316292111434856,0.457165100218031,0.899846077681043,0.141029959969876,0.22008825566661,0.202932301554823
"AC004233.3",2.64889508601973,2.87555827216934,1.62934462152314,3.65017228328136,2.75680708629845,1.82091930291037
"AC004233.4",0.56414793711379,0.842308288793565,1.36435164068259,1.78498334507025,2.28731009022387,0.79310443033867
"AC004257.1",0.169031772267249,0.894900798124174,0.672750556929111,0.0995781391113569,2.87058233891242,0.0208722094961149
"AC004264.2",1.1280719100156,0.993721498570399,1.67768893356366,0.656617756230435,1.51823893405037,0.660223011391082
"AC004383.1",1.4960503993639,1.29924307524731,4.43226977526888,2.31534920686195,3.20698807910023,2.77387988834006
"AC004386.1",0.0176253824867169,0.234079565168854,0,0.0099284992620769,0.146659208060867,0.046379073557702
"AC004386.2",0.0318971832005095,0,0,0.00452327000843145,0.161731540004342,0
"AC004408.1",0.0203923020222019,0.052136895705304,0.788215756492173,0.163519809516169,0.00333765404299588,0.147723059690321
"AC004408.2",0.0667357208244029,0.167901811419699,0.162316258247709,0.0992535573741491,0.0520488881137445,0.0829537837013747
"AC004448.2",0.276090021244691,0.444924389845227,1.29822607637392,0.488692520292522,0.465664679009304,0.365854532822713
"AC004449.1",1.56389703543291,1.82929414753219,1.0332049723835,1.91148960851047,1.5795199495501,0.558401042595744
"AC004453.2",1.33769170229149,1.74722030643222,2.94373385938739,1.51047262432973,1.2227245415941,1.75552873236105
"AC004471.1",0.557098993410513,0.591593192654333,0.138273647825955,0.589079475172857,0.711677129122844,0.135744454016038
"AC004471.2",0.269237811876452,0.32693684327304,0.90117441545955,0.302796174650192,0.480840982603558,0.136288158714226
"AC004477.1",1.52714092935883,1.70418650706756,3.07490224307857,1.2396237315653,2.40171025622964,1.03619895104449
"AC004477.3",2.45286498209302,2.73630690801118,3.42988072804313,3.21081422140427,3.19518595660911,2.33183223248847
"AC004486.1",0.104263636882509,0.0756114044540256,0.487580991323595,0.310394616762471,0.101618287355264,0.682567019972007
"AC004522.1",0.32166631124312,0.0712146735476956,0,0.00385483346035733,0.159688473261425,0
"AC004522.2",0.241327664314692,0.323855740494686,0.888187232300511,0.446458412128833,0.402825172085203,0.643012791711742
"AC004528.1",0.00727714411260261,0.028754427120466,0.152389473593773,0.00294611740463015,1.48102867654918,0
"AC004540.1",0.669483440864165,0.687050853706033,1.25518073411735,0.248915065470388,0.519708449583203,0.735570112850084
"AC004540.2",1.76149312510483,1.18051774543396,0.619440813814405,0.565247462911226,0.642938022744522,0.655956149020601
"AC004543.1",0.0503764640627626,0.120865046691557,0.319944247191881,0.376222731225269,0.245673185959918,0.461715384913284
"AC004551.1",0.275712050463073,0.415818995991429,0.0272042765694377,0.114165364210971,0.106314306192829,0.0939816284111282
"AC004552.1",0.343513992286837,0.819645572900153,0,0.525437144697359,0,0
"AC004556.1",0.893840178125067,0.925606370506973,0.23253521939559,0.542300190301387,0.156762238131025,0.294318673619341
"AC004585.1",0.0818759728040852,0.171963495333633,0.0482213396859327,0.126820932905296,0.188883509113066,0.0261396498676972
"AC004590.1",0.413590361258931,0.587962952846373,0.318406300510462,1.58555473812578,0.399051241731324,0.331118533719057
"AC004656.1",4.75355550265739,4.55240292813099,7.15174859614204,6.23262053147295,4.3631041424918,5.06664919561368
"AC004674.2",0.0154745713320646,0.0575502822990328,0.695761950057491,0.0710360372316924,0,0.310745087808403
"AC004690.2",0.24884193321938,0.192556725892293,1.88759473015391,0.562109188565806,2.00068592624185,0.980289840024552
"AC004704.1",0.0067589610725268,0.0734551951036797,0.0318423495334659,0.00106778954570552,0.00505192012840422,0.00635184506042712
"AC004771.3",2.77285978625209,2.42765389663475,2.12069600614739,1.50873811324054,2.08842892672265,1.30714289327507
"AC004775.1",0.161573613855667,0.142631414016951,0.167467470015484,0.45770603090602,0.826053617109582,0.82312133190849
"AC004797.1",0.0311050212806684,0.226664498347105,0.231748565249919,0.0149075658024468,0.487312104659868,0.0148857731351964
"AC004801.6",1.20761659947869,1.68339485846901,0.735050734546537,0.785003352940326,0.709925809547877,0.394573390794714
"AC004801.7",0.0186252816121272,0.110892955409347,0.082314815699217,0.00659333469823669,1.09202726516402,0
"AC004805.1",0.0214594757641583,0.190229331657618,1.37093830729613,0.036326122363992,0.317518223226713,0.461717678459717
"AC004812.2",3.99253992784494,4.3766539706286,1.63570437368754,3.56659441564561,3.090164246842,1.79989765224881
"AC004816.1",1.13814589533039,0.974612151747808,3.30569291350396,2.79877248591441,1.86138460759793,1.47949506801847
"AC004816.2",0.329418998480678,0.363812210840338,0.338124014935823,0.276587350487874,0.345195308997953,0.109388530101431
"AC004817.1",0.145303373571975,0.172164091671844,1.57000912758016,1.28742367927956,0.165409778367119,1.89707233885624
