"","brain_tumor","hippocampus","prefrontal_cortex","optic_chiasm"
"AATBC",0.846779119782047,2.42773537113842,0.731245518799358,1.51753455640246
"AATF",2.1140920575862,2.78157873731728,1.19595538812253,1.73071071797262
"AATK",3.19117156577152,4.81594310466145,4.45466958965421,5.05354527118284
"ABAT",2.56634374126081,3.51629741968499,1.68355074657927,2.02236288809853
"ABBA01006766.1",0.0467405196556503,0,0.0530840490365447,0
"ABCA1",2.95023644102754,2.88307734660692,0.841997827846353,1.52369835840635
"ABCA10",0.198600275277731,2.20265769494007,0.859247363676578,0.787337344705366
"ABCA13",0.148143213828332,0.31696017218412,0.00297328196708108,0.154690527579168
"ABCA17P",0.382946126642336,2.04449732175678,0.672112386305737,0.705426228739233
"ABCA2",6.45923591974587,8.18596276833055,7.02907561535612,8.33422734968967
"ABCA3",4.11246993954512,4.71827805680871,3.54168728952157,3.37375194128393
"ABCA4",0.173540708345936,0.10966889885153,0.0933419853908386,0.10241616522372
"ABCA5",1.05947954697103,3.51152206818353,2.32453747644428,2.08426073457764
"ABCA6",0.422076974513567,2.54777756778495,0.696446344768583,2.25815780816045
"ABCA7",2.19057810802543,2.8103194521828,2.51960178902642,2.58174221073724
"ABCA8",1.93838585004937,3.12815432992516,1.94791267893037,2.88668623033198
"ABCB1",0.829764543649808,1.38989054776283,0.735962769255986,1.2195315488571
"ABCB10",1.91531398344466,2.5851217953087,1.82775183870262,1.46674032980094
"ABCB10P1",0.126916222349372,0.061248007526799,0.231428436036096,0.0249190353476212
"ABCB11",0.0714640378590562,0.0409891401057253,0.0100942230282631,0.0473344286066942
"ABCB4",0.544523705652012,0.347698340106338,0.139476347562208,0.153924520684551
"ABCB5",0.057677903552876,0.0310896669791066,0.010733422001663,0.0726980325529342
"ABCB7",1.47216776117805,1.88110486472487,0.89580773090433,1.06457898616683
"ABCB8",4.03479217856683,4.14374124162058,3.64667269955658,3.80181579081705
"ABCB9",1.26099826188535,2.80089869231172,1.9622089959287,1.88275484047952
"ABCC1",1.20851439704703,1.86144525826745,0.553175430000772,1.18026484167031
"ABCC10",3.03728414227624,3.6504201599923,2.83709209476784,2.87789709999632
"ABCC11",0.202270851037622,0.232211585492712,0.0935113897843311,0.170217124612602
"ABCC12",0.154707195266728,0.598453063852851,0.575503607763801,0.00888210206458763
"ABCC3",1.71784913703781,0.28211943140434,0.230413057215913,1.23922974713057
"ABCC4",0.679030960373487,1.31126190012317,0.23717640359583,0.700435045259058
"ABCC5",2.66965773264738,4.05564649355101,3.06391299205215,2.37654632051364
"ABCC6",0.365984760772784,0.711275227984765,0.152507104516979,0.630267763515974
"ABCC6P1",0.353145501802586,0.336517184298815,0.232202555426609,0.177797717284567
"ABCC6P2",0.666661595702416,0.0291173828716835,0.156517380856486,0.260578634173077
"ABCC8",1.46890819061164,2.71457147438549,2.43561075877416,1.54790488579536
"ABCC9",0.979773066840004,1.37252757875093,0.858026762872845,0.780067211372026
"ABCD1",1.64542640269965,0.605384946802324,0.525564111815423,1.06105086557142
"ABCD2",0.999473355082015,1.97249264080689,1.25383815860087,0.385922140809038
"ABCD3",2.61552529926296,2.64494901656788,1.7260633719546,1.7808166595422
"ABCD4",3.81706907629314,3.44067271548304,3.15212410177254,3.7205868102809
"ABCE1",1.63285986529967,2.29224847513143,0.727232136848927,0.840465581502932
"ABCF1",4.62193595576486,4.05642133858634,3.20898216468479,3.56913969118089
"ABCF2",4.72767224738912,5.05301437142878,3.99703410895758,3.31856800289264
"ABCF2P1",0.237556778965433,1.90660752136671,0.224594259863508,0.0388435479840798
"ABCF3",5.65174216140194,6.58563141658949,5.08389561075578,4.49880875025853
"ABCG1",1.97943329572537,2.72013093959967,1.0661962190678,1.18247452720613
"ABCG2",1.61946354296992,0.768803564066682,1.08275770701868,1.55067649672541
"ABCG4",1.19819351278539,3.21082095887245,3.10812072883457,1.57196408649652
"ABCG5",0.253622889055881,0.438293284948282,0.366696480919693,0.282386449375733
"ABHD1",1.43148018556235,2.07928040044778,1.3234396817877,2.06359356248357
"ABHD10",4.22993430922672,3.78516976956694,3.99148284214951,3.47103302399253
"ABHD11",5.30517210184,2.70955936480774,4.63216419084863,4.01877472555715
"ABHD11-AS1",0.407030604880108,1.90332879128968,0.207967269952569,0.827234602573096
"ABHD12",2.94094603389969,3.13116563999255,2.76850790158131,2.61618781974589
"ABHD13",3.19702982331264,4.07269783980208,2.97249030264074,2.10637256561291
"ABHD17A",6.13339211705524,5.20375771255902,5.89852826957435,5.3687452897082
"ABHD17AP4",0.0887988587100499,0.48844063868725,0.344166631647585,0.0781843301331009
"ABHD17AP6",0.0387164451073279,0.464474011100835,0.229113038857906,0.248201964108246
"ABHD17B",2.27751471704005,3.07403179369519,2.3503507119791,2.29616644699301
"ABHD17C",1.78668566620843,1.73220160836591,1.31959266083028,1.03074976509045
"ABHD18",1.18500082694038,2.40854460998662,1.20089425481966,1.96584243632578
"ABHD2",3.50869416859026,4.19037317850434,2.49541388836436,2.19442934045023
"ABHD3",1.7212942685556,1.97283381572205,1.10455467311385,1.61687128396501
"ABHD4",5.04879507452704,2.66101107664842,2.6141931354879,3.84458807151342
"ABHD5",2.82157760472712,2.5818975444308,1.71909885594452,2.44339633255181
"ABHD6",2.43024893739913,3.95176152696911,2.25817111217648,2.46960474599992
"ABHD8",1.56631414014324,0.449046666500069,2.6050592544219,1.85605301342189
"ABI1",2.77539952923841,3.70908254730663,2.33911461132492,1.89390999480177
"ABI2",0.681915783215844,2.57264466648427,0.555162591161987,0.675760264989404
"ABI3",2.90902675395195,2.69660507331634,1.12496175077174,2.11482278461027
"ABI3BP",0.967950028731077,1.10652910941333,0.254396438996581,1.51886338912165
"ABL1",2.76487412919716,2.64506493581121,1.51792428650718,2.30297599401308
"ABL2",2.00745931739674,3.39885249238481,1.47899490292881,1.61838979312035
"ABLIM1",2.67371881454198,3.45746383478075,2.40715603742724,2.67166047134673
"ABLIM2",0.589848613409216,2.83792748843856,1.804675918775,1.47010685804262
"ABO",0.435575090374109,1.53256763473939,0.63421404499229,1.93865059174268
"ABR",3.11955907276266,4.88240282806678,3.35705204762201,3.23665428507422
"ABRA",0.23815892397704,0.483046267023508,0.395165043397608,0.0445178347526164
"ABRACL",2.1264331077313,2.9441655753613,2.36724247701234,1.12800967667987
"ABRAXAS1",0.381200955702499,0.633255641204297,0.362368069901145,0.45275231556538
"ABRAXAS2",2.29785710994043,3.04175652809753,2.02366576087736,1.78087548103509
"ABT1",5.10050141699257,3.4546402521727,4.04312618651539,3.24992060673177
"ABTB1",4.44937860397417,4.88793790092621,5.69659715001041,4.63391799985124
"ABTB2",0.808612482673178,1.63684332177358,0.617081732994937,1.35962614779919
"AC000036.1",0.0834885210031169,0.208553636920024,0.130666125212901,0.431563428946676
"AC000058.1",0.0743908669503242,1.74028519958448,0.240875130780979,0.153117813867222
"AC000067.1",0.602325723210132,0,0.132379085135838,0.457891253593694
"AC000068.1",1.47122392776106,1.51240072088263,0.857754858086384,1.51913059839014
"AC000077.1",0.0712394065913915,0,0.00315558575248393,0
"AC000403.1",1.15638092090366,3.25125622661616,2.34437337669146,0.577371276641596
"AC002056.1",0.23063382972926,0.133096973382681,0.0305407620909214,0.140602443041722
"AC002064.1",0.185162621642716,0.822185071545023,0.500293190445209,0.562105253079738
"AC002069.1",0.149770853015707,0.310165886701851,0.0711308903100251,0.0581272668169748
"AC002069.2",0.0196315727522643,1.2074370084031,0.0841556645040889,0
"AC002074.1",0.084222084674911,0.0962662857908031,0.0100945474977266,0.161893026890975
"AC002076.2",0.369284971675131,0,0.0946329980711035,0.0974705433106558
"AC002091.1",0.793266196341436,0.271214902930158,0.0590700024739366,0.290569415478181
"AC002091.2",1.01137359898397,0.273743672547977,0.0626886182483619,0.353408390881182
"AC002115.1",0.0517611931786289,0.0132850495357993,0.0193146627947082,0.0322159134925694
"AC002116.2",0.634941336274498,0.358940039950386,0.515289944659096,0.702117276938434
"AC002127.2",0.105110923138995,0.54918535900788,0.0668320560126644,0.0679878276944164
"AC002310.2",0.502627237005749,0.745635375504562,0.454676286300435,0.688187255197522
"AC002310.4",1.50488671353928,1.60508898299855,1.56678386202096,1.94508539272181
"AC002310.5",0.836728339402407,1.3355159881839,0.692720737513702,0.794840842660806
"AC002347.1",0.354651600236886,0.412796054735517,0.243715830557509,1.27414749159181
"AC002375.1",0.0340563301549349,0.022295767375291,0.000661209419575828,0.0362753442742879
"AC002378.1",0.0347389376530217,0.0194165037303903,0.00390296963762027,0.00927357309361873
"AC002383.1",0.0190355724930191,0.370594173235272,0.107970565988625,0.0640856575224156
"AC002384.1",0.109202054182262,0.237796181273371,0.0299900233131295,0.113730180014125
"AC002386.1",0.0263168156095984,0.0265182361721145,0.0233376468174967,0
"AC002401.4",0.813687518037526,0.161318001193995,0.267147016108374,0.478422537066698
"AC002428.1",0.154682726255081,0.0462017028595266,0.0729185335225476,0.127788671480359
"AC002428.2",0.907820673190699,0.264600498398408,0.900175062616665,1.60032598752871
"AC002451.1",0.507381425181303,0.856458522140519,0.312167654869884,1.00140251722992
"AC002451.2",0.0312487132309342,0.15731896605758,0.0139956275500066,1.38077628920959
"AC002454.1",0.0962857579377959,0.143425243746909,0.0571144207426547,0.0240183904986498
"AC002460.1",0.0114070530543042,0.457665932033509,0.11786327789696,0.0185545056807036
"AC002467.1",2.94935239860309,2.29382515955758,2.4313816423306,2.45333663463268
"AC002472.1",0.128076489691414,0.123993023603604,0.0284857607560606,0.0586559421274882
"AC002486.2",0.0433153747138125,0,0.0311844116780841,0
"AC002504.1",0.325675326208722,0.894028673249229,0.0565481368583023,0.0430674754507038
"AC002511.1",0.200976229844843,0.154912654263642,0.191438842128765,0.335438957267368
"AC002511.2",0.304427671745469,0.218866138658717,0.507110686799265,0.402597496373057
"AC002519.2",0.471685794323973,0.26965647968819,0.350534863642305,0.0502276976540034
"AC002524.1",5.76727214055556,3.89686002847923,4.96375662768589,3.48601069113458
"AC002540.1",0.112091100625433,1.19992865117459,0.58484528892182,0.338264561923201
"AC002984.1",0.291038565692595,1.69142842446596,0.72630815500185,1.28941070750114
"AC002996.1",0.0595680043729543,0.585233831453303,0.0867269027816609,0.450043884983083
"AC003002.2",1.04150053093257,1.51995365945503,1.44355235816886,1.2349454248963
"AC003005.2",0.70968793263204,0.485885343454959,0.633082769157939,0.617027757179587
"AC003006.1",0.0842864154603722,0.294966746980066,0.0666418120733587,0.24302809485594
"AC003035.1",0.244109765485464,0.609604193628756,0.229107848379174,0.834363668344673
"AC003035.2",0.196627344907701,0.339272402829641,0.0917212620385826,0.317083537297218
"AC003043.1",0.0608465949174062,0,0.0247330467818421,0.081584225426165
"AC003043.2",0.0543331865329064,0.125036281427711,0.0388545225797041,0.8073602444088
"AC003070.2",0.109645788267966,0,0.134886684530391,0.139477850599913
"AC003084.1",0.0496032909129211,0.670550904611138,0.138328367929811,0.173408686637296
"AC003087.1",0.0300091530428678,0.128906715721091,0.0137192340014278,0
"AC003092.1",0.0644648693230182,0,0.00265719673868866,0.0204874198058473
"AC003092.2",0.0742595996788914,0,0.00130668299579678,0.0551203858294585
"AC003101.1",0.142897611285963,1.24765125165495,0.0714157728516774,0.127360845383268
"AC003101.2",0.406833055299194,1.49794865947909,0.351571697450088,0.299759791107788
"AC003102.1",3.1529010957566,1.24882878651047,2.94955934853242,3.53684302414444
"AC003682.1",0.409555110316946,2.36916226301951,0.578242064660554,1.5861481170543
"AC003684.1",0.0532970330432319,0.123113391332957,0.315508346253265,0.0992084810562566
"AC003685.1",0.0288855729017565,0,0.000618018369141577,0.00727400034859948
"AC003685.2",0.429694856562608,0,0,0
"AC003686.1",0.0862263151085595,0,0.00124033404306115,0
"AC003965.1",0.867117167359699,0.551994943511243,0.787494336083185,0.918864575205169
"AC003973.2",0.0359008465376137,0.0658352606022741,0.023885906972997,0.0879071752826255
"AC003982.1",0.0425328758933951,0.0426469760183681,0.00163430004730074,0.0476370338136952
"AC003985.2",0.150258613089252,0.199022496659581,0.26422323006939,0.0526276979169399
"AC003986.1",0.0955041018375809,0.232946996442076,0.326492272586919,0.257119817346443
"AC003986.3",0.518878967822878,0.100764407787523,0.0828964337642102,0.0780916136547912
"AC004006.1",0.359315566315616,0.167289750582816,0.0156873560109815,0
"AC004009.2",0.035832182584765,0,0.00244589191447514,0
"AC004012.1",0.187262720265437,0.273945487466209,0.159140939421492,0.323321767619751
"AC004014.2",0.11992506804543,0.293730705914505,0.0997960495012831,0.00748019040673796
"AC004022.1",0.163138034460214,0.878376219961667,0.0854002058240461,0.211645613441127
"AC004022.2",0.0918386729050415,0,0.0943650855600282,0.118539494285928
"AC004023.1",0.358138575673815,0.787780647761238,1.2739784646847,0.85945332312442
"AC004052.1",0.0227724182844218,0.527088374479152,0.0858122797502612,0.172271446552198
"AC004066.1",0.115543802428097,0,0.0162289897529295,0.0834680443392842
"AC004066.2",0.0824108968062947,0.050036556921907,0.035585912073043,0.0364467787170637
"AC004069.1",0.760125557791042,1.46132929806069,1.2411112151676,1.35612623600323
"AC004076.1",1.3177803581255,2.35638510836907,1.35621564008203,2.15700075301892
"AC004080.1",0.367710930262673,0,0.0060915495198257,0.0292772130400445
"AC004080.2",0.197188218759624,0,0.000887595918714375,0
"AC004080.4",0.144279579613968,0,0,0
"AC004112.1",1.67348744227104,1.76221068725859,0.846336443564387,1.2239845529362
"AC004130.1",1.73531814948394,0.439945963719209,1.10214461482127,1.24492646330906
"AC004148.1",0.0581926810390693,0.132892264986544,0.0780575717570105,0.0415854752175828
"AC004149.1",0.0526648045647337,0.161404011984947,0.0528280084065917,0.0869275376536122
"AC004156.1",0.493487892326237,0.919196837781458,0.612637840088023,1.41531526216339
"AC004160.1",0.0546331666229161,1.35839950474396,0.0497265721067222,0.0422022415940417
"AC004221.1",1.93027027643811,2.16590670012199,2.30941318410131,1.43678281894225
"AC004231.1",0.0234659744848373,0.0873400505889625,0.0230736104791933,0.0723348318086993
"AC004231.3",0.112978423526281,0.332712340714146,0.105580035297989,0.143813647528351
"AC004233.1",0.43744952532057,1.02277077230824,0.699322222689038,1.35969226385278
"AC004233.2",0.338398334290062,0.899846077681043,0.149718007911623,0.22008825566661
"AC004233.3",2.68446377061552,1.62934462152314,3.39343502287841,2.75680708629845
"AC004233.4",0.607797715377385,1.36435164068259,1.64577226931845,2.28731009022387
"AC004257.1",0.282937373247874,0.672750556929111,0.0885316928495685,2.87058233891242
"AC004264.2",1.10698923006574,1.67768893356366,0.657123756954736,1.51823893405037
"AC004383.1",1.46516678850253,4.43226977526888,2.3797043902273,3.20698807910023
"AC004386.1",0.0515920388460676,0,0.0150443693386559,0.146659208060867
"AC004386.2",0.0268917790675064,0,0.00388842509496739,0.161731540004342
"AC004408.1",0.0253737613386272,0.788215756492173,0.161302721821313,0.00333765404299588
"AC004408.2",0.0826110150408956,0.162316258247709,0.0969658698411281,0.0520488881137445
"AC004448.2",0.302584029855852,1.29822607637392,0.471452100998514,0.465664679009304
"AC004449.1",1.60554396687003,1.0332049723835,1.72158244136454,1.5795199495501
"AC004453.2",1.40195619094126,2.94373385938739,1.54486646405342,1.2227245415941
"AC004471.1",0.562511929291851,0.138273647825955,0.525453507291198,0.711677129122844
"AC004471.2",0.278292121418686,0.90117441545955,0.279426628553916,0.480840982603558
"AC004477.1",1.55492346616851,3.07490224307857,1.21107288517641,2.40171025622964
"AC004477.3",2.4973435612371,3.42988072804313,3.08744832822311,3.19518595660911
"AC004486.1",0.0997674404091164,0.487580991323595,0.362629340019949,0.101618287355264
"AC004522.1",0.28236466963553,0,0.00331380420276332,0.159688473261425
"AC004522.2",0.254278223961399,0.888187232300511,0.474044991719417,0.402825172085203
"AC004528.1",0.0106474254461443,0.152389473593773,0.00253262724257679,1.48102867654918
"AC004540.1",0.672240173340889,1.25518073411735,0.317217528260521,0.519708449583203
"AC004540.2",1.67032468091032,0.619440813814405,0.5779785065757,0.642938022744522
"AC004543.1",0.0614377493368196,0.319944247191881,0.388221700163938,0.245673185959918
"AC004551.1",0.297698063453677,0.0272042765694377,0.111332559186432,0.106314306192829
"AC004552.1",0.418230024936927,0,0.451691580529308,0
"AC004556.1",0.898825026775766,0.23253521939559,0.507495766907416,0.156762238131025
"AC004585.1",0.096012784031799,0.0482213396859327,0.112690226514054,0.188883509113066
"AC004590.1",0.440953444861883,0.318406300510462,1.40949351645466,0.399051241731324
"AC004656.1",4.72199002173171,7.15174859614204,6.06897543170323,4.3631041424918
"AC004674.2",0.0220772213607273,0.695761950057491,0.104679412751231,0
"AC004690.2",0.240009485300361,1.88759473015391,0.620801209823173,2.00068592624185
"AC004704.1",0.0172251393358769,0.0318423495334659,0.00180941137233312,0.00505192012840422
"AC004771.3",2.71868901588137,2.12069600614739,1.48044404728048,2.08842892672265
"AC004775.1",0.158601145573284,0.167467470015484,0.508992388941454,0.826053617109582
"AC004797.1",0.0617928161434016,0.231748565249919,0.0149045071824818,0.487312104659868
"AC004801.6",1.28227718781255,0.735050734546537,0.730206165270766,0.709925809547877
"AC004801.7",0.0331042088849216,0.082314815699217,0.00566795438971225,1.09202726516402
"AC004805.1",0.0479433608428243,1.37093830729613,0.0960302004125149,0.317518223226713
"AC004812.2",4.05281628532791,1.63570437368754,3.31863697516886,3.090164246842
"AC004816.1",1.11248367710666,3.30569291350396,2.61361074305183,1.86138460759793
"AC004816.2",0.334816087189424,0.338124014935823,0.253120849381004,0.345195308997953
"AC004817.1",0.14951844010457,1.57000912758016,1.37298840343067,0.165409778367119
"AC004817.2",0.143287473548698,0.244571672471619,0.0995689800446497,0.383650639351815
"AC004817.3",0.210025170328688,1.00244684388346,0.0715782757054537,1.52038040629461
"AC004817.4",0.409039727021255,1.60447007190441,2.97940535817354,2.27149148493806
"AC004825.2",2.84272820508173,3.45208683670628,2.91451100062041,2.25753774517479
"AC004832.2",0.132733699180753,0,0.00410537891751077,0
"AC004832.6",0.435392871817509,0,0.229980703952226,0.124787434685574
"AC004836.1",1.56533280934335,2.71675252909337,3.20614559550178,2.59265310650613
"AC004839.1",1.14180147551497,1.13707846076371,1.32028140791635,1.85510456658326
"AC004840.1",0.201817996508196,0.385967557509737,0.087323386064367,0.278511782777338
"AC004840.2",0.501193695627749,0,0.106975504197138,0.460508187470489
"AC004847.1",0.802782168613547,0.558977569623093,0.387857586588676,0.996257622578858
"AC004852.2",0.282285469432313,0.322307169628038,0.112871623261402,0.347791853766898
"AC004854.1",0.359398185061684,0,0.253144510013711,0.374154040505865
"AC004854.2",1.94173988943591,3.14799105392255,1.79863550548938,1.54773699621563
"AC004865.2",1.53038138163978,3.14221399442325,2.22620017512379,3.01201051633165
"AC004888.1",0.0805140148935847,0.837198050833085,0.15320311542169,0.0505549449164357
"AC004890.1",1.72998708729063,1.12262152733946,1.04275002671632,0.913390698052733
"AC004895.1",0.163598932132646,0.0640232260950971,0.0694471656376925,0.25614949626306
"AC004899.1",0.316236639198266,0.0641272826374816,0.0286986114276382,0.0243237617848132
"AC004910.1",0.0552302694676554,0,0,2.23993790839879
"AC004911.1",0.200269245960383,0,0.0317006183191496,0
"AC004918.1",2.31078048650689,2.59722184654411,2.44374166032228,2.58567686156296
"AC004921.1",0.233540300046249,0.141176564225052,0.0391343014089819,0.162727623122551
"AC004923.1",0.128336036572006,1.3757443032443,0.176361265110238,0.264893749114134
"AC004923.4",0.206723050978507,0.746702182220207,0.0981552728731908,0.124749522814304
"AC004925.1",2.78759649555195,4.76078111648236,4.06196597668827,5.47235938238094
"AC004936.1",0.0321510480740729,0.0167173707603124,0.00675955699415584,0.00553954529355312
"AC004941.1",0.0684083182061215,0.883761278232359,0.105218217011971,0.896778888285134
"AC004941.2",0.188030228754623,0.195837466186869,0.0734712316618426,0
"AC004943.2",0.0985290005080406,0.330387180746823,0.0492693977561594,0.159206041145538
"AC004947.1",0.241326173461313,0.309425058903788,0.226453089982914,0.222727091641073
"AC004947.2",2.70010359075895,3.33949299308437,4.27021119902597,2.81978564245303
"AC004948.1",0.877706966497425,0.187226943098124,1.23215587832548,0.532491857869501
"AC004975.2",0.252933551994547,0,0.0833102381627367,0.20458490210792
"AC004980.1",0.582868214599745,3.36834949484359,0.83989708209291,0.909306198872197
"AC004980.2",1.75093622208066,3.07073547985636,1.44585156057069,1.46994762549744
"AC004980.3",0.201073096861274,0.0212946180356886,0.151953086385556,0.0871971071631385
"AC004980.4",0.0229654798470504,0,0.0359427572377923,0
"AC004982.1",2.6860754167774,2.88067812048558,3.06581382020849,2.77813994441173
"AC004982.2",1.54560955049399,1.22357762474308,1.36038673099004,1.77772681733357
"AC004987.3",0.0273203212677056,0.0776654369760101,0.0104949187374323,0.0183974914730638
"AC004990.1",0.0952072405795837,0.356508729984737,0.126312807511918,0.961551095837004
"AC005000.1",0.530101732848918,0.835290771087068,0.669456567356139,0.810141813934625
"AC005000.2",0.135695026866227,0,0.0908948572881849,0
"AC005002.2",0.0329620716272118,0,0,0
"AC005005.1",0.100365135179355,0,0.0184347208449547,0.0435949507062494
"AC005005.4",0.0320711668993085,0.00652580649625625,0.00414393531729248,1.23734170749067
"AC005013.1",1.44651701669621,2.29754512738896,0.636539649462554,1.62000608275468
"AC005014.1",0.410666270933186,1.08747280550274,0.557397175499758,0.245735521778098
"AC005014.2",1.80219143047969,0.647134661155388,3.52084883104103,1.83984302169392
"AC005019.1",0.0454711342708834,0.284843014839285,0.00355128148483018,0.0841742416485284
"AC005019.2",0.055084674967869,0,0.0521978816557692,0.0115647036839761
"AC005020.1",0.687580046115537,2.71733826442507,0.410372326611426,0.334804473776481
"AC005034.1",0.0420519093868508,0,0,0
"AC005034.4",1.9487823434921,0.112430010360649,1.64163091123539,2.16574524498902
"AC005037.1",0.199296023912102,0.866301723974561,0.2473855641246,0.723133110813499
"AC005040.1",0.0147614032612809,0.83512664756291,0.074267187280218,0.0535854929386718
"AC005041.1",0.328401778472127,2.47667050916174,1.82220432719956,2.07521610428666
"AC005052.1",0.224915767072004,0.181058156379217,0.226135352171983,0.46511378757075
"AC005062.1",0.0650561298689341,0.193080457289176,0.0463837592235827,0.0710509385467195
"AC005064.1",0.0282708115072614,0.0303436484820268,0.132609424979787,0.0516555288497866
"AC005076.1",3.21538625049608,2.05135542839526,2.57717961340161,2.3579572322347
"AC005077.2",0.0431359105091374,0.870212478159435,0.0719776867855508,0.0714049914927558
"AC005077.4",0.308078151038986,0.449443535713759,0.740222741099096,1.29340921096352
"AC005082.1",1.07202698119997,1.51515440120187,0.877488424946202,1.41314090541086
"AC005083.1",0.400314432290018,0,0.0791753602451574,0.0430655385689816
"AC005090.1",0.0277267402491945,0.0404970661328315,0.00926318736384574,0.0204910483240885
"AC005091.1",0.101435033554308,0.28712170506425,0.0771447893676024,0.179710025642785
"AC005094.1",0.0529428709586786,0,0,0
"AC005102.1",0.22529672103214,0,0.017654217113132,0
"AC005144.1",0.0690992922963795,0.0757290793476035,0.0157851099623911,0.055157606348387
"AC005150.1",0.0305920411867165,0,0.268528931475653,0.227182932166545
"AC005154.1",2.32728410929413,3.38671456001221,2.2401217184466,2.50828719594662
"AC005154.6",0.467135427558607,0.843380765500246,0.836597692808259,0.946920103285864
"AC005156.1",0.06760731292001,0.637015101417544,0.084090424043676,0.299538948125347
"AC005162.3",0.0969290330314536,1.80615868373741,0.175673256021522,0.314448227897298
"AC005176.2",0.0178130017786417,0,0.0197746520472248,0
"AC005178.1",0.0403238878139823,0,0.00514187662044074,0
"AC005180.1",0.389832336822554,0.362137048631488,0.152316409447564,0.324398951080413
"AC005180.2",0.743205749202302,0.0844164307909397,0.626245355401403,0.820500143848723
"AC005186.1",0.0858975986847955,0.182475180380727,0.114383662403663,0.0691671735055048
"AC005224.1",0.890910078105135,2.19187715267812,0.967253973667432,1.18393148480614
"AC005224.2",0.0564735267906447,0.331720716946691,0.0264794655540745,0.0697490385117282
"AC005225.2",0.0550711825631582,2.13231982784171,0.207285074995462,0.609875759010614
"AC005225.4",2.93393483266779,3.11511703372714,3.63887804755433,3.73531860946896
"AC005229.1",0.194874974150658,0.121870299124295,0.08131865859932,0.258812948898383
"AC005229.2",0.0512023115913254,0.83928289726028,0.0370193452890967,0
"AC005229.3",0.0216200658797726,0,0.0275388533804701,0.0372038430351484
"AC005229.4",3.00762380100787,0.925664408843001,2.186903884294,2.20151665001274
"AC005244.2",0.0325872682170524,0.154467635884151,0.014969657592554,0.00817254960213852
"AC005252.3",0.0289776673752631,0.545136498413954,0.266749776297397,0.346504987488742
"AC005258.1",0.833332999364977,1.32435592959263,0.680725757787955,0.94703155346796
"AC005261.1",5.03918085294811,6.03391132679374,5.99004671669319,5.82318228523374
"AC005261.2",0.491203105108752,0,0.374990269103353,0.390181210681572
"AC005261.3",3.6743487081689,3.79443800174774,3.95463760647761,3.58150271701077
"AC005261.4",0.178185035142937,0.61216051540191,0.059574262652461,0.0927101940114072
"AC005261.5",1.73139910043382,5.29009206243341,1.39771957879835,1.87340558301431
"AC005262.1",0.160263398979993,0,0.00198165057882823,0.171192053186713
"AC005280.1",0.0620013062731096,0.596247745911223,0.171304464562131,0.202708512739201
"AC005281.1",0.132442334203858,0.14161179152305,0.00437128492322296,0.400708864988812
"AC005288.1",0.239630843603443,0.587325021013903,0.424142944190013,0.333255182939406
"AC005294.1",0.0238665202038995,0,0.00590681899238716,0
"AC005296.1",0.0316016889246258,0.575645272495605,0.0403835164634947,0.169401066022035
"AC005297.3",0.0440991703125198,0,0,0
"AC005303.1",0.0278885624851302,0,0.000278446875916044,0
