"","QNP","TAP","No_data","No_data","HCN_cells_in_iQNP_electroporated_with_empty_vector","HCN_cells_in_TAP_electroporated_with_empty_vector"
"AABR07007130.2",1.55026856652377,0.89214113794392,1.22120485223385,1.22120485223385,1.55026856652377,0.89214113794392
"AABR07007385.1",3.00460091376451,7.35853271630388,5.18156681503419,5.18156681503419,3.00460091376451,7.35853271630388
"AABR07007592.1",1.70629288604683,0.64480717896523,1.17555003250603,1.17555003250603,1.70629288604683,0.64480717896523
"AABR07007916.1",0.56930150938498,0.5902147197485,0.57975811456674,0.57975811456674,0.56930150938498,0.5902147197485
"AABR07007997.1",4.96973390378628,5.71750711625595,5.34362051002111,5.34362051002111,4.96973390378628,5.71750711625595
"AABR07008016.1",3.0837352888367,3.37903402403123,3.23138465643397,3.23138465643397,3.0837352888367,3.37903402403123
"AABR07008293.3",2.25766057572758,4.18482857106746,3.22124457339752,3.22124457339752,2.25766057572758,4.18482857106746
"AABR07008293.4",2.06677958510221,1.22712574436663,1.64695266473442,1.64695266473442,2.06677958510221,1.22712574436663
"AABR07008300.1",0.51836185554567,0.75214707724944,0.635254466397555,0.635254466397555,0.51836185554567,0.75214707724944
"AABR07008420.1",0.856253585926635,1.40026232297161,1.12825795444912,1.12825795444912,0.856253585926635,1.40026232297161
"AABR07008439.1",0.575936878761325,1.49081588749607,1.0333763831287,1.0333763831287,0.575936878761325,1.49081588749607
"AABR07008608.1",1.06654425630469,2.76783407056501,1.91718916343485,1.91718916343485,1.06654425630469,2.76783407056501
"AABR07008670.1",2.04904678396711,4.64945933665027,3.34925306030869,3.34925306030869,2.04904678396711,4.64945933665027
"AABR07008681.1",1.8142886103201,2.61450081974999,2.21439471503504,2.21439471503504,1.8142886103201,2.61450081974999
"AABR07008904.1",0.835060142914095,0.858457286155145,0.84675871453462,0.84675871453462,0.835060142914095,0.858457286155145
"AABR07009106.1",0.308440629090607,1.27382341619928,0.791132022644946,0.791132022644946,0.308440629090607,1.27382341619928
"AABR07009834.1",3.01540122728874,3.71781966422807,3.3666104457584,3.3666104457584,3.01540122728874,3.71781966422807
"AABR07010030.1",3.22030941371018,3.72013827386353,3.47022384378686,3.47022384378686,3.22030941371018,3.72013827386353
"AABR07010030.2",5.70462089034115,6.37803093110323,6.04132591072219,6.04132591072219,5.70462089034115,6.37803093110323
"AABR07010061.1",0.62185851401237,0.97573653207253,0.79879752304245,0.79879752304245,0.62185851401237,0.97573653207253
"AABR07010370.1",2.18122069941128,0.766907768900705,1.47406423415599,1.47406423415599,2.18122069941128,0.766907768900705
"AABR07010460.1",3.80178663435071,3.89429371898836,3.84804017666954,3.84804017666954,3.80178663435071,3.89429371898836
"AABR07010502.1",0.757502649131605,3.84483231219993,2.30116748066577,2.30116748066577,0.757502649131605,3.84483231219993
"AABR07010563.1",1.39141466071452,4.3138510288946,2.85263284480456,2.85263284480456,1.39141466071452,4.3138510288946
"AABR07010609.1",3.07737025621373,4.87902295492457,3.97819660556915,3.97819660556915,3.07737025621373,4.87902295492457
"AABR07010620.1",0.83307218685291,0.542559056183915,0.687815621518412,0.687815621518412,0.83307218685291,0.542559056183915
"AABR07010649.1",3.47793371403055,3.38177434429239,3.42985402916147,3.42985402916147,3.47793371403055,3.38177434429239
"AABR07010672.1",0.367018914125055,1.86380450624839,1.11541171018673,1.11541171018673,0.367018914125055,1.86380450624839
"AABR07010682.1",1.95909534512499,3.55501497121625,2.75705515817062,2.75705515817062,1.95909534512499,3.55501497121625
"AABR07010705.1",3.67405170618372,5.6901596804027,4.68210569329321,4.68210569329321,3.67405170618372,5.6901596804027
"AABR07011062.1",0.5773616234636,0.865431001505495,0.721396312484547,0.721396312484547,0.5773616234636,0.865431001505495
"AABR07011682.1",0.559198968155395,0.586444756594565,0.57282186237498,0.57282186237498,0.559198968155395,0.586444756594565
"AABR07011700.1",2.48395623057575,1.7096523091169,2.09680426984632,2.09680426984632,2.48395623057575,1.7096523091169
"AABR07011733.1",4.24980892102061,4.75237446461112,4.50109169281586,4.50109169281586,4.24980892102061,4.75237446461112
"AABR07011857.1",1.46052334881359,3.13058148030091,2.29555241455725,2.29555241455725,1.46052334881359,3.13058148030091
"AABR07011951.1",4.51186331205553,2.77827156645472,3.64506743925512,3.64506743925512,4.51186331205553,2.77827156645472
"AABR07012039.1",0.89210553178291,1.37894491425045,1.13552522301668,1.13552522301668,0.89210553178291,1.37894491425045
"AABR07012054.1",2.31423316927098,2.47913799231971,2.39668558079534,2.39668558079534,2.31423316927098,2.47913799231971
"AABR07012100.1",0.80310013519778,0.97374552814858,0.88842283167318,0.88842283167318,0.80310013519778,0.97374552814858
"AABR07012100.2",1.25700872666518,1.86281253872927,1.55991063269722,1.55991063269722,1.25700872666518,1.86281253872927
"AABR07012329.1",0.96890499162675,1.28590755391451,1.12740627277063,1.12740627277063,0.96890499162675,1.28590755391451
"AABR07012475.2",0.68987600929635,2.47148383270905,1.5806799210027,1.5806799210027,0.68987600929635,2.47148383270905
"AABR07012583.2",2.23903909996583,2.68247004564507,2.46075457280545,2.46075457280545,2.23903909996583,2.68247004564507
"AABR07012775.1",1.41114038123818,1.67165447058775,1.54139742591297,1.54139742591297,1.41114038123818,1.67165447058775
"AABR07012795.1",2.23017625207279,2.21500778341422,2.22259201774351,2.22259201774351,2.23017625207279,2.21500778341422
"AABR07013065.1",2.51015329965519,3.4745487284288,2.992351014042,2.992351014042,2.51015329965519,3.4745487284288
"AABR07013123.1",1.07954784762094,3.44947045964844,2.26450915363469,2.26450915363469,1.07954784762094,3.44947045964844
"AABR07013255.1",1.38334305108632,0.94458642854207,1.1639647398142,1.1639647398142,1.38334305108632,0.94458642854207
"AABR07013288.4",2.17401199694945,5.39812186248525,3.78606692971735,3.78606692971735,2.17401199694945,5.39812186248525
"AABR07013425.1",3.22357761175502,1.58898803320352,2.40628282247927,2.40628282247927,3.22357761175502,1.58898803320352
"AABR07013654.1",1.79690940785663,1.17871297558509,1.48781119172086,1.48781119172086,1.79690940785663,1.17871297558509
"AABR07013911.1",0.751222705510175,0.773318573589095,0.762270639549635,0.762270639549635,0.751222705510175,0.773318573589095
"AABR07014289.1",3.24738821895075,5.17156096914353,4.20947459404714,4.20947459404714,3.24738821895075,5.17156096914353
"AABR07014756.1",3.21158298704146,0.768605933875745,1.99009446045861,1.99009446045861,3.21158298704146,0.768605933875745
"AABR07014804.1",1.33683880451588,5.12569082443393,3.2312648144749,3.2312648144749,1.33683880451588,5.12569082443393
"AABR07014855.1",5.0140376015816,5.73516580275207,5.37460170216683,5.37460170216683,5.0140376015816,5.73516580275207
"AABR07014974.1",0.281618187444058,2.50171203630456,1.39166511187431,1.39166511187431,0.281618187444058,2.50171203630456
"AABR07015006.1",1.68288867167825,1.59793089743564,1.64040978455695,1.64040978455695,1.68288867167825,1.59793089743564
"AABR07015165.1",1.03002319521275,3.1698131166378,2.09991815592528,2.09991815592528,1.03002319521275,3.1698131166378
"AABR07015507.1",0.615837761847805,0.621416299693405,0.618627030770605,0.618627030770605,0.615837761847805,0.621416299693405
"AABR07015510.1",0.80671959410519,0.82969392047375,0.81820675728947,0.81820675728947,0.80671959410519,0.82969392047375
"AABR07015517.2",0.95420839542529,0.789682196099945,0.871945295762617,0.871945295762617,0.95420839542529,0.789682196099945
"AABR07015639.1",1.89794297022054,2.44297469992464,2.17045883507259,2.17045883507259,1.89794297022054,2.44297469992464
"AABR07015674.1",0.59640407206918,0.70226157050489,0.649332821287035,0.649332821287035,0.59640407206918,0.70226157050489
"AABR07015687.1",0.552471525783895,0.722648124604445,0.63755982519417,0.63755982519417,0.552471525783895,0.722648124604445
"AABR07015729.1",0.56121487814294,2.23187438415379,1.39654463114837,1.39654463114837,0.56121487814294,2.23187438415379
"AABR07016141.1",0.367216246303553,2.10994663833397,1.23858144231876,1.23858144231876,0.367216246303553,2.10994663833397
"AABR07016572.1",0.611806789474955,0.67834864332834,0.645077716401647,0.645077716401647,0.611806789474955,0.67834864332834
"AABR07016934.1",0.78409876034673,0.720878852308005,0.752488806327367,0.752488806327367,0.78409876034673,0.720878852308005
"AABR07017046.1",0.566119924728905,3.03188312315659,1.79900152394275,1.79900152394275,0.566119924728905,3.03188312315659
"AABR07017104.1",0.655092556036015,0.62504114404327,0.640066850039642,0.640066850039642,0.655092556036015,0.62504114404327
"AABR07017200.1",1.34785166385791,2.26841883499398,1.80813524942595,1.80813524942595,1.34785166385791,2.26841883499398
"AABR07017237.2",3.01626290942625,4.33616466154709,3.67621378548667,3.67621378548667,3.01626290942625,4.33616466154709
"AABR07017716.1",1.15130540872345,0.82910090558232,0.990203157152887,0.990203157152887,1.15130540872345,0.82910090558232
"AABR07018132.1",6.04766154729204,6.38904245248148,6.21835199988676,6.21835199988676,6.04766154729204,6.38904245248148
"AABR07018273.2",0.971923836461095,4.11034320701514,2.54113352173812,2.54113352173812,0.971923836461095,4.11034320701514
"AABR07018321.1",1.2635517978187,1.16470752069262,1.21412965925566,1.21412965925566,1.2635517978187,1.16470752069262
"AABR07018556.1",5.33481196361577,2.75087168408955,4.04284182385266,4.04284182385266,5.33481196361577,2.75087168408955
"AABR07018857.1",2.0732089328408,7.40237245379029,4.73779069331554,4.73779069331554,2.0732089328408,7.40237245379029
"AABR07020537.1",1.85415276901942,2.66529070894881,2.25972173898412,2.25972173898412,1.85415276901942,2.66529070894881
"AABR07021054.1",0.9635873739824,0.988704082534945,0.976145728258673,0.976145728258673,0.9635873739824,0.988704082534945
"AABR07021547.1",0.75815224450351,1.76835956901535,1.26325590675943,1.26325590675943,0.75815224450351,1.76835956901535
"AABR07021590.1",0.95095287040732,3.26337919212308,2.1071660312652,2.1071660312652,0.95095287040732,3.26337919212308
"AABR07021596.4",1.64119358655044,1.86118232313151,1.75118795484097,1.75118795484097,1.64119358655044,1.86118232313151
"AABR07021704.1",1.01772595077966,0.92754323166291,0.972634591221285,0.972634591221285,1.01772595077966,0.92754323166291
"AABR07021823.1",7.06257569092101,5.22550357002568,6.14403963047334,6.14403963047334,7.06257569092101,5.22550357002568
"AABR07021840.1",1.2322198417898,3.24785803286519,2.2400389373275,2.2400389373275,1.2322198417898,3.24785803286519
"AABR07021871.1",8.83808433224276,8.96836225729266,8.90322329476771,8.90322329476771,8.83808433224276,8.96836225729266
"AABR07021955.1",0.73314165184688,4.68652884474064,2.70983524829376,2.70983524829376,0.73314165184688,4.68652884474064
"AABR07024593.2",3.72832767639773,3.19794475639682,3.46313621639727,3.46313621639727,3.72832767639773,3.19794475639682
"AABR07024757.1",1.46290358578907,2.39755021583569,1.93022690081238,1.93022690081238,1.46290358578907,2.39755021583569
"AABR07024795.1",1.21548862536599,0.720607488100435,0.968048056733211,0.968048056733211,1.21548862536599,0.720607488100435
"AABR07024907.1",0.83066910127106,0.9693979490742,0.90003352517263,0.90003352517263,0.83066910127106,0.9693979490742
"AABR07024908.1",0.835060142914095,1.30988065214759,1.07247039753084,1.07247039753084,0.835060142914095,1.30988065214759
"AABR07025010.1",2.51198678713026,2.3111957833446,2.41159128523743,2.41159128523743,2.51198678713026,2.3111957833446
"AABR07025140.1",0.253678381767811,3.52918316476719,1.8914307732675,1.8914307732675,0.253678381767811,3.52918316476719
"AABR07025316.1",4.72865701353941,5.48812076159069,5.10838888756505,5.10838888756505,4.72865701353941,5.48812076159069
"AABR07025385.1",0.544412449512285,0.594723775917035,0.56956811271466,0.56956811271466,0.544412449512285,0.594723775917035
"AABR07025673.1",2.11335400574182,2.2509373028545,2.18214565429816,2.18214565429816,2.11335400574182,2.2509373028545
"AABR07025757.1",2.63701969275666,7.5634084135788,5.10021405316773,5.10021405316773,2.63701969275666,7.5634084135788
"AABR07025900.1",2.83953631061874,1.21603752613682,2.02778691837778,2.02778691837778,2.83953631061874,1.21603752613682
"AABR07026002.1",2.44736786247953,2.57923661846432,2.51330224047192,2.51330224047192,2.44736786247953,2.57923661846432
"AABR07026112.1",0.888270077663445,0.851928795344745,0.870099436504095,0.870099436504095,0.888270077663445,0.851928795344745
"AABR07026291.1",1.5741337646028,4.06318361453087,2.81865868956683,2.81865868956683,1.5741337646028,4.06318361453087
