"","M"
"Parpbp",4.10053209478582
"1110007C09Rik",3.2829622648052
"Prcp",2.839462435048
"Gm3912",5.24252922631509
"Rnf32",2.81743910361136
"March1",2.58496250072116
"4930404N11Rik",2.58496250072116
"Asap2",6.9842891983716
"4930512B01Rik",2.58496250072116
"6330407A03Rik",2.45344529780426
"5730409L17Rik",2.77028951850153
"3110005L24Rik",3.09487828185251
"1110028F11Rik",2.58496250072116
"Spem1",2.58496250072116
"Mbtps1",5.85941275784238
"Gm9872",3.06454989133535
"Tbkbp1",2.58496250072116
"Polr2m",8.54172929661999
"Ralgps1",2.93359320484526
"4930447C04Rik",2.58496250072116
"Lrrk2",3.04526207524551
"3110099E03Rik",2.45344529780426
"Hoxaas2",2.58496250072116
"4930539J05Rik",3.7379630695612
"Kirrel3",4.6507637055341
"Tmem56",2.74826618706489
"Etnppl",3.09388673746397
"2310024H09Rik",3.40419079098238
"4930412B13Rik",2.58496250072116
"C030015A19Rik",2.95820682317039
"Elp5",7.90096830599532
"2810455B08Rik",2.32192809488736
"1700003G18Rik",2.58496250072116
"Tbpl1",8.30241465694864
"C030026M15Rik",2.4349400790728
"Prelid1",3.05570057329058
"Dusp14",2.58496250072116
"Med8",6.33619010551881
"2810055G20Rik",8.45916417951807
"Rprd2",6.72146462649552
"5430427M07Rik",2.69615871138938
"LOC102631579",2.58496250072116
"Sh2b1",2.36576716252633
"5830487J09Rik",3.25276372749285
"1700106J16Rik",2.58496250072116
"LOC100049077",2.62202790427723
"1810008B01Rik",2.36576716252633
"Spint4",2.58496250072116
"Fam47c",2.58496250072116
"Plekhd1os",2.58496250072116
"Prr27",2.32192809488736
"4930474N09Rik",2.58496250072116
"Slco6d1",2.45344529780426
"4930444P10Rik",2.58496250072116
"Glt6d1",2.36576716252633
"4933406K04Rik",2.58496250072116
"4930523O13Rik",2.8073549220576
"Tmem30c",2.58496250072116
"4931439C15Rik",2.8073549220576
"7420700N18Rik",2.58496250072116
"4921507L20Rik",2.58496250072116
"9430013L14Rik",4.28580267478915
"4930519D14Rik",2.32192809488736
"4933417E11Rik",2.58496250072116
"Ppp1r12b",3.17683353188851
"Pmm2",6.31605444804566
"Tomm20l",2.54112343308219
"4931402G19Rik",2.58496250072116
"Crisp4",2.58496250072116
"Cxxc5",7.51769410202609
"4933414I15Rik",2.58496250072116
"4833428M15Rik",2.8073549220576
"Ift88os",2.58496250072116
"5330423I11Rik",3.22826622437978
"Hoxa10",2.58496250072116
"4933407I05Rik",2.32192809488736
"4921515L22Rik",2.96677452725769
"3110035G12Rik",3.30694786463116
"4921524L21Rik",2.58496250072116
"4833419E13Rik",2.58496250072116
"4930443O20Rik",2.93695618516819
"2900012M01Rik",2.58496250072116
"4930544M13Rik",2.58496250072116
"Prrg1",2.58496250072116
"4833447I15Rik",2.58496250072116
"4930503E24Rik",2.58496250072116
"Gm10817",2.93835414941698
"4833428L15Rik",2.58496250072116
"4933432K03Rik",2.58496250072116
"A930033C23Rik",2.58496250072116
"9430087N24Rik",2.58496250072116
"Lipn",2.58496250072116
"9530046B11Rik",2.8073549220576
"A930008B05Rik",2.77028951850153
"6030440G07Rik",2.62202790427723
"B230104F01Rik",2.65909330783331
"C330022C24Rik",2.58496250072116
"9530097N15Rik",2.69120082082371
"4933436F18Rik",2.58496250072116
"4933406J10Rik",2.58496250072116
"Exosc3",7.84773158809432
"4930513O06Rik",2.62202790427723
"2310061N02Rik",2.32192809488736
"4930423M02Rik",2.32192809488736
"4933404G15Rik",2.54112343308219
"Cmc1",8.78343402887857
"9230110F15Rik",2.65909330783331
"4933437F24Rik",2.9036774610288
"Poteg",2.58496250072116
"5730453C05Rik",2.83061769877656
"4932414N04Rik",2.58496250072116
"4930565N06Rik",4.95451175299242
"4933417C20Rik",2.58496250072116
"Ptchd3",2.58496250072116
"4933406L23Rik",2.58496250072116
"4933406J09Rik",2.58496250072116
"Ms4a18",2.58496250072116
"A930001A20Rik",2.58496250072116
"Rbm46os",2.58496250072116
"4933427I22Rik",2.40960623016529
"9130002K18Rik",3.22745024096613
"1700010B13Rik",2.73322411494545
"5830427D02Rik",5.09849136998623
"A930002H02Rik",2.58496250072116
"Tex13a",2.40960623016529
"4931400O07Rik",2.9357849740192
"Ccdc183",3.89778538735831
"2010001E11Rik",2.58496250072116
"4931415C17Rik",2.77028951850153
"Caps2",2.58496250072116
"4930511E03Rik",2.58496250072116
"Gm9757",2.62202790427723
"9130001E16Rik",2.58496250072116
"4930524B17Rik",2.58496250072116
"4921532D01Rik",2.58496250072116
"4930509K18Rik",2.58496250072116
"4930435F18Rik",2.58496250072116
"4933424G05Rik",3.15231964375041
"4930488B22Rik",2.32192809488736
"2610028D06Rik",2.58496250072116
"1810006J02Rik",2.58496250072116
"Gm15270",2.58496250072116
"Anxa9",3.23744306511484
"4933409F18Rik",2.58496250072116
"4930435M08Rik",2.58496250072116
"4930488N15Rik",2.36576716252633
"2310016D03Rik",2.40960623016529
"Dhx34",5.38219510223214
"4921513I03Rik",2.40960623016529
"2010003K10Rik",2.58496250072116
"4930511J24Rik",2.58496250072116
"9030622O22Rik",2.32192809488736
"1700018A04Rik",2.58496250072116
"4933427E13Rik",2.58496250072116
"Lypd1",5.68628268257124
"4930588G17Rik",2.58496250072116
"4933437I04Rik",2.69120082082371
"2310015K22Rik",2.58496250072116
"Satl1",2.58496250072116
"4930465M20Rik",2.8073549220576
"4933404K08Rik",3.05762913947362
"5430437J10Rik",2.58496250072116
"Wbp2nl",2.40960623016529
"4933421D24Rik",2.58496250072116
"4833421K07Rik",2.8073549220576
"4922502B01Rik",2.62202790427723
"Tbc1d22bos",2.62202790427723
"1110028F18Rik",2.58496250072116
"1700034P13Rik",2.58496250072116
"Catsperd",2.65909330783331
"Ccdc7",2.8073549220576
"Hydin",2.58496250072116
"Srrm3os",2.58496250072116
"Gm9706",4.31937337438798
"Sh3kbp1",6.33232668127173
"Tsen34",5.90390367369069
"Dpp3",3.56035060633306
"2900064B16Rik",2.9199598488166
"AK018214",2.58496250072116
"2310069B03Rik",2.58496250072116
"4930564C03Rik",2.74826618706489
"Rtdr1",2.58496250072116
"4931407E12Rik",2.58496250072116
"Lypla1",2.62202790427723
"Acp5",2.58496250072116
"5330439A09Rik",2.58496250072116
"1700007J10Rik",2.65909330783331
"Kcnk10",4.55780509415258
"2810049E08Rik",2.80239703149193
"4930558J22Rik",2.58496250072116
"Catsperg2",2.8073549220576
"4933405E24Rik",2.58496250072116
"Dtnbp1",5.35184950215057
"LOC100125594",2.69615871138938
"4930420G21Rik",2.58496250072116
"1700023H06Rik",4.33365722594871
"Pde1a",2.58496250072116
"4933429K18Rik",2.58496250072116
"Kif27",2.58496250072116
"4930435H24Rik",2.58496250072116
"Arhgef38",2.58496250072116
"2900057B20Rik",2.58496250072116
"4930526L06Rik",2.8382325133204
"4930455C13Rik",2.58496250072116
"4930412F09Rik",2.58496250072116
"4930558K02Rik",2.58496250072116
"4930592A05Rik",3.75834063397544
"4930468A15Rik",2.58496250072116
"4933431J24Rik",2.62202790427723
"9330161L09Rik",3.28586016672628
"Speer6-ps1",2.8073549220576
"Ceacam13",2.58496250072116
"Meiob",2.58496250072116
"Lrrc72",2.58496250072116
"Krtap4-6",2.45344529780426
"Ccdc151",2.58496250072116
"Umps",3.02345831713416
"Usp46os2",2.72826622437978
"C630050I24Rik",2.49728436544323
"9230112D13Rik",2.32192809488736
"Tmem86b",2.69615871138938
"4930564D02Rik",2.58496250072116
"4930562A09Rik",2.49728436544323
"4930555F03Rik",2.77028951850153
"Timm8b",8.55802246117346
"4930583I09Rik",2.58496250072116
"Ndufc2",2.8807836872886
"4930447A16Rik",2.58496250072116
"9430069I07Rik",2.58496250072116
"4930557A04Rik",2.58496250072116
"2610303G11Rik",2.839462435048
"Atxn7l1os2",2.58496250072116
"2510042H12Rik",2.58496250072116
"Klk9",2.58496250072116
"4930594C11Rik",2.95904797363134
"4930473H19Rik",2.8747349031423
"Clvs1",3.07990022588057
"4930549O18Rik",3.09738936584528
"LOC73899",2.32192809488736
"5830400J07Rik",2.58496250072116
"Il17b",2.58496250072116
"Rph3al",2.58496250072116
"Gm16491",2.62202790427723
"Ubash3a",2.58496250072116
"Fut4-ps1",2.32192809488736
"Pdzk1",2.74882996029733
"2900027M19Rik",2.58496250072116
"Mcoln2",2.58496250072116
"Cmtm1",2.69615871138938
"Kazn",5.70416486474689
"2310022A10Rik",4.17044627007861
"2310015D24Rik",2.58496250072116
"Akap5",3.34545531541631
"Kif15",3.1030068844753
"Srgap1",3.89407640008483
"2810404F17Rik",2.58496250072116
"Proz",2.58496250072116
"1600022D10Rik",2.8073549220576
"P2ry12",4.70174504865366
"Fmn2",2.83061769877656
"Tmem80",3.32040605349596
"4921506M07Rik",2.58496250072116
"Alpk1",2.99738453173231
"Dnajb4",5.6412085488238
"4930469G21Rik",2.58496250072116
"4933405D12Rik",2.32192809488736
"Gm7008",3.35390257263273
"4921531P14Rik",2.32192809488736
"Slc7a13",2.58496250072116
"Pdzd9",3.04509789007459
"1810053B23Rik",2.58496250072116
"Rffl",3.92218998815974
"Mpped2",6.16748585291412
"4930516B21Rik",2.97046166240738
"5033417F24Rik",2.77995000096154
"BC051628",2.58496250072116
"4930529C04Rik",6.28424100809592
"Entpd4",2.58496250072116
"Ctrl",2.62202790427723
"2310067P03Rik",2.58496250072116
"Rps2",11.407541985361
"4930442G15Rik",2.8073549220576
"2210406O10Rik",2.58496250072116
"Cherp",2.58496250072116
"3100002H09Rik",2.58496250072116
"Hmgn3",8.58240687749925
"Cdhr4",2.58496250072116
"1700010L04Rik",2.58496250072116
"Rnaset2a",8.09838341673942
"Urah",2.69120082082371
"3300002A11Rik",2.58496250072116
"Fabp12",2.73070735370718
"4932412D23Rik",2.58496250072116
"Ptpn13",6.64976690117111
"Stk11ip",4.78450346819228
"3732407C23Rik",2.58496250072116
"4932434E15Rik",2.58496250072116
"2810430I11Rik",2.45344529780426
"4921518K17Rik",2.58496250072116
"Syde1",5.67164501871419
"Mllt4",3.35201045626537
"Ept1",5.22247934404029
"Sp3",8.1547150392761
"Rhpn2",4.46829621429325
"4931408D14Rik",2.58496250072116
"Gm9754",2.77028951850153
"Itih4",2.58496250072116
"4932442L08Rik",2.58496250072116
"Tmco4",3.6756118975992
"Fbxo34",5.59163037554467
"Myo18b",2.58496250072116
"4932443L11Rik",2.36576716252633
"Adh6-ps1",2.58496250072116
"Rab10os",7.95895167097644
"4932702P03Rik",3.80866964982547
"4632404H12Rik",5.76347148993321
"Eps8l1",2.74882996029733
"Azi2",7.28371324968419
"Brsk2",5.77656704991236
"Rgl3",3.54829746075011
"Tcerg1l",2.58496250072116
"Mamstr",2.58496250072116
"1200007C13Rik",2.58496250072116
"1700128E19Rik",2.32192809488736
"Ccdc81",3.63950027125366
"Dennd1c",2.58496250072116
"Wdr95",2.58496250072116
"4930422C21Rik",2.58496250072116
"Nfkbie",2.58496250072116
"Gm4640",2.8073549220576
"4930546C10Rik",2.58496250072116
"5330439K02Rik",2.58496250072116
"Fam227a",3.60372655152091
"3200001D21Rik",2.58496250072116
"Prame",2.32192809488736
"A730035I17Rik",2.32192809488736
"4933413C19Rik",3.29214699149528
"4930570E03Rik",2.32192809488736
"C1qtnf6",3.09438302076396
"4930480K15Rik",5.19616720946259
"4930414F18Rik",2.8073549220576
"BC026513",2.62202790427723
"Odf2l",4.51245793522474
"4931430N09Rik",2.58496250072116
"Fbxo24",2.58496250072116
"Zfp819",2.49728436544323
"4930425K24Rik",2.58496250072116
"Pdilt",2.839462435048
"LOC102636151",2.32192809488736
"5730419F03Rik",2.58496250072116
"4930463O16Rik",2.45344529780426
"Nme8",2.58496250072116
"4930449A18Rik",2.58496250072116
"Tube1",2.8073549220576
"4931429L15Rik",3.54240718705159
"4931429P17Rik",2.49728436544323
"9030417H13Rik",2.58496250072116
"3100003M19Rik",4.34011366663402
"2410024F20Rik",2.58496250072116
"Als2cr12",2.58496250072116
"1110019B22Rik",2.58496250072116
"Mus81",2.77028951850153
"Gm21379",2.58496250072116
"Psg21",2.58496250072116
"Zswim5",2.58496250072116
"Plcd3",3.22645045086256
"Pdss1",5.58268736739219
"Itprip",2.58496250072116
"4933434M16Rik",2.32192809488736
"Chst9",3.35326155967134
"Adad2",2.58496250072116
"Nkx6-3",2.58496250072116
"Foxa3",2.58496250072116
"C4bp-ps1",2.69615871138938
"Ttc23l",2.58496250072116
"4930524C18Rik",2.58496250072116
"4933427G17Rik",2.69615871138938
"2700068H02Rik",2.58496250072116
"Erich2",2.58496250072116
"4933408J17Rik",2.58496250072116
"5730460C07Rik",2.58496250072116
"4931423N10Rik",2.58496250072116
"2700089I24Rik",2.58496250072116
"Pde3a",2.58496250072116
"4930442E04Rik",2.58496250072116
"1700036A12Rik",2.58496250072116
"Rttn",2.58496250072116
"Il34",2.74293956349863
"Isx",2.58496250072116
"Aifm3",3.69495573867988
"4930432N10Rik",2.58496250072116
"4933433H22Rik",3.15098400684262
"LOC102641264",2.58496250072116
"Rabl2",3.68455278382733
"4930505O20Rik",2.58496250072116
"Neu2",2.40960623016529
"Kif24",2.69120082082371
"LOC74457",2.58496250072116
"Gm13856",2.58496250072116
"2210011K15Rik",3.31239918754341
"4930484H19Rik",2.58496250072116
"Arl13a",2.58496250072116
"Necab3",2.65909330783331
"Pank2",8.19169917940389
"4930544F09Rik",2.51151201551235
"4930528G23Rik",2.839462435048
"4930532I03Rik",2.58496250072116
"Atp8a2",2.69615871138938
"4930431C11Rik",2.8073549220576
"4930453H23Rik",2.58496250072116
"5830453K13Rik",2.58496250072116
"Dock8",2.32192809488736
"4930556A20Rik",2.32192809488736
"Nckap5los",2.69615871138938
"4933411E08Rik",2.40960623016529
"1700006A11Rik",2.49728436544323
"4930402D18Rik",2.58496250072116
"Dcstamp",2.32192809488736
"Gata5os",2.58496250072116
"Ccser2",8.14788424401361
"Slc25a54",2.58496250072116
"4930521O11Rik",2.58496250072116
"4930526F13Rik",2.58496250072116
"4933402J15Rik",2.58496250072116
"8430437L04Rik",2.32192809488736
"4930444M15Rik",2.58496250072116
"As3mt",5.57874466678051
"Arhgap19",4.31615658191635
"Myo3a",2.58496250072116
"1700007F19Rik",2.58496250072116
"Zfp846",3.5114630463309
"4933421A08Rik",2.58496250072116
"4930510E17Rik",2.58496250072116
"Aoah",2.58496250072116
"4930429D17Rik",2.58496250072116
"2410004P03Rik",2.58496250072116
"Pitpnm2os1",2.32192809488736
"4930432B10Rik",2.58496250072116
"Antxr1",2.58496250072116
"Gm4022",2.8073549220576
"4930432L08Rik",2.58496250072116
"Dedd",4.95718995179837
"Mss51",2.58496250072116
"2810471M01Rik",2.49728436544323
"Ap2a2",3.60351846755995
"Sox5os1",2.77995000096154
"4933408N05Rik",2.58496250072116
"2900052L18Rik",2.54224944403525
"Mtfr2",3.39108562219427
"6530409C15Rik",2.32192809488736
"Kbtbd12",2.77028951850153
"6330411D24Rik",2.58496250072116
"Arhgap31",2.45344529780426
"4933430A20Rik",2.58496250072116
"LOC102641289",4.58308528938922
"Rab11fip2",5.01349837004154
"4930434J06Rik",2.58496250072116
"4930563E18Rik",2.58496250072116
"Artn",2.58496250072116
"Ntng2",3.74517731799515
"4933427J07Rik",2.58496250072116
"4933436H12Rik",2.32192809488736
"Ppp1r9a",3.44672817715593
"4930509J09Rik",2.8073549220576
"4933417O13Rik",2.54112343308219
"4930519A11Rik",2.69615871138938
"Tssk5",2.45344529780426
"4930404K06Rik",2.58496250072116
"Prex2",9.25061501514099
"6330565B04Rik",2.69615871138938
"4930422I22Rik",2.58496250072116
"4930571B16Rik",2.9678924870096
"Exosc1",6.90450112620595
"Rfx4",4.07456759913893
"Sash1",2.74826618706489
"Cpvl",2.58496250072116
"Prdm5",4.37365784459503
"4930474H20Rik",2.58496250072116
"5031425E22Rik",3.20386202122579
"Iqca",2.58496250072116
"4933406B17Rik",2.58496250072116
"Mdga1",5.81511948140901
"4833427F10Rik",3.54607357331192
"3100003L13Rik",2.49051070136033
"4930473O22Rik",2.32192809488736
"1700023G09Rik",2.32192809488736
"4921511C10Rik",2.58496250072116
"6330437I11Rik",2.58496250072116
"Kif2a",3.30603408190821
"Ptges3l",3.25515153623605
"4930517E11Rik",2.58496250072116
"Tekt1",2.839462435048
"4933430H16Rik",2.45344529780426
"Pot1a",5.37141018699424
"4930453L07Rik",2.58496250072116
"4933436N17Rik",2.58496250072116
"Kat8",5.43202385186064
"4933436I20Rik",2.8073549220576
"Lrrc23",3.35353495273488
"4921515G04Rik",2.62202790427723
"4930425O10Rik",2.32192809488736
"Ribc2",2.58496250072116
"4933406G16Rik",2.40960623016529
"Veph1",2.9080624099438
"4930550C17Rik",2.32192809488736
"Ccdc83",3.74679742657045
"Sgsm3",2.58496250072116
"Gulp1",5.24005064000453
"2310005A03Rik",2.58496250072116
"4921534H16Rik",2.58496250072116
"Prodh2",2.58496250072116
"4930478P22Rik",2.54112343308219
"Tssk4",2.58496250072116
"Sh3gl3",3.72958028136383
"Allc",2.58496250072116
"6530403M18Rik",2.58496250072116
"Smco1",2.32192809488736
"4930578I07Rik",2.32192809488736
"4930402F06Rik",2.58496250072116
"4930542D17Rik",2.58496250072116
"4930589L23Rik",2.58496250072116
"Ccdc18",2.839462435048
"1110035E04Rik",3.05726702295762
"1700031F05Rik",2.58496250072116
"4933422A05Rik",2.58496250072116
"2410012E07Rik",2.58496250072116
"Rmdn2",2.49728436544323
"4930455H04Rik",2.69615871138938
"4921511I17Rik",2.94587339292976
"1700072H12Rik",2.62202790427723
"4933401L05Rik",2.58496250072116
"Mroh2b",2.58496250072116
"4933401D09Rik",2.8073549220576
"Mettl4-ps1",2.9036774610288
"Zdhhc4",6.34393070323875
"4933434P08Rik",2.69615871138938
"1700080N15Rik",2.88997500048077
"Slc35f4",2.58496250072116
"Hbp1",7.16023968168379
"Rchy1",7.26454563774776
"2310026I22Rik",2.58496250072116
"Catsper3",2.62202790427723
"4930447F24Rik",2.58496250072116
"4930533K18Rik",2.58496250072116
"Tmem59",2.8715699480384
"Draxin",5.89857685365397
"4933426B08Rik",3.13696025461873
"4933407I08Rik",2.58496250072116
"4930515G13Rik",2.58496250072116
"Trappc2",6.21195111352996
"Tex13",2.62202790427723
"4930567K12Rik",2.73322411494545
"Gcsh",11.4624148901293
"8430422H06Rik",2.45344529780426
"E130018N17Rik",2.40960623016529
"Gm26643",2.58496250072116
"D730045A05Rik",5.70283265780838
"Tsfm",2.58496250072116
"5430434I15Rik",2.58496250072116
"Mnat1",5.4119280129591
"4933431I19Rik",2.62202790427723
"Sco2",4.93728591895748
"Inf2",6.28794780229787
"Spdyb",2.62202790427723
"1700028J19Rik",2.40960623016529
"Nup43",2.65413541726763
"4930483K19Rik",2.62202790427723
"4930412L05Rik",2.58496250072116
"9530020I12Rik",2.58496250072116
"Ccnl2",8.010681955619
"4933417D19Rik",2.44951721928119
"4930568D16Rik",2.58496250072116
"C030044M21Rik",2.58496250072116
"Poc1a",3.22079051841574
"Tmco5b",2.45344529780426
"4930570B17Rik",4.61388835752177
"Mtus2",2.58496250072116
"9030404E10Rik",2.32192809488736
"4930459C07Rik",2.58496250072116
"1810010K12Rik",2.58496250072116
"4933401H06Rik",2.32192809488736
"A1cf",2.58496250072116
"9530047P18Rik",2.58496250072116
"1700017D01Rik",2.58496250072116
"4930417O22Rik",2.32192809488736
"Mpp7",3.70706023935074
"4933430L12Rik",2.58496250072116
"5330417H12Rik",2.58496250072116
"A930015G24Rik",2.77028951850153
"4930552N02Rik",2.65909330783331
"4831407H17Rik",2.58496250072116
"4930548G14Rik",2.58496250072116
"AK010638",2.58496250072116
"4933406B15Rik",2.58496250072116
"4930526H09Rik",2.58496250072116
"Gm26879",6.58756789356115
"1110020C17Rik",2.36576716252633
"4933438B17Rik",2.8073549220576
"Epsti1",2.58496250072116
"5730522E02Rik",2.58496250072116
"Spats1",3.32907656740626
"1700102J08Rik",2.58496250072116
"4930533L02Rik",2.58496250072116
"9030205G03Rik",2.58496250072116
"4930447N08Rik",2.58496250072116
"4933433G15Rik",2.83557558934223
"4930507D10Rik",2.32192809488736
"4922502N22Rik",2.49728436544323
"4633402D09Rik",4.77070399687535
"5430402P08Rik",2.58496250072116
"Utp14a",2.58496250072116
"4930403O15Rik",2.62202790427723
"4921523P09Rik",2.58496250072116
"C030013D06Rik",6.47572523990608
"Mast1",2.58496250072116
"1700111N16Rik",2.58496250072116
"Gsdmcl1",2.58496250072116
"9430014N10Rik",2.58496250072116
"2810487C13Rik",2.58496250072116
"Gpr39",2.58496250072116
"Ces1h",3.17683353188851
"4930445B16Rik",2.58496250072116
"6720483E21Rik",2.58496250072116
"2310068J16Rik",2.32192809488736
"Chmp5",11.4314583059344
"Dcun1d5",8.8806169764427
"Ercc4",5.11848957724645
"Ackr1",4.17016887231234
"4930543N07Rik",2.40960623016529
"4930519F16Rik",2.58496250072116
"4930565D16Rik",2.58496250072116
"Cdrt4os1",2.32192809488736
"2310007L24Rik",2.58496250072116
"Tlcd2",2.32192809488736
"Fam228a",2.69615871138938
"Mipol1",5.49774330395422
"1700128F08Rik",2.58496250072116
"Sntg1",2.58496250072116
"5830468F06Rik",3.7684796121029
"Jsrp1",3.38487108231732
"1700040G22Rik",2.32192809488736
"0610033M10Rik",2.58496250072116
"4930504C09Rik",2.58496250072116
"4930579G18Rik",3.50111765519911
"9330177L23Rik",4.94979237666218
"Zim2",2.58496250072116
"4921508M14Rik",2.32192809488736
"4921513I08Rik",2.58496250072116
"1190003K10Rik",2.58496250072116
"1700074P13Rik",2.58496250072116
"2410024N13Rik",2.62202790427723
"9330198I05Rik",2.58496250072116
"4930542C16Rik",2.58496250072116
"A930023M06Rik",2.32192809488736
"1700086D15Rik",2.58496250072116
"Bpifa3",2.58496250072116
"9130410C08Rik",2.58496250072116
"6530401F13Rik",2.58496250072116
"Prss41",2.45344529780426
"4933433F19Rik",2.58496250072116
"4930554C24Rik",2.58496250072116
"Grip1os1",2.58496250072116
"4933439N14Rik",2.58496250072116
"9430078K24Rik",2.49728436544323
"Uggt1",3.10170691202856
"1700085C21Rik",2.58496250072116
"9430065F17Rik",2.69120082082371
"Zcchc13",2.58496250072116
"Ost4",4.25145727618467
"8430436N08Rik",2.45344529780426
"4930432J09Rik",2.8073549220576
"4930502M04Rik",2.58496250072116
"1700042B14Rik",2.58496250072116
"9530067L11Rik",2.58496250072116
"4930516K23Rik",2.58496250072116
"Cfhr3",2.58496250072116
"Prrx2",2.58496250072116
"Nudt19",5.91683534096244
"Spatc1l",2.58496250072116
"Cylc2",2.8073549220576
"4930551O13Rik",3.53953888429175
"5033404E19Rik",2.8073549220576
"4833419O12Rik",2.58496250072116
"4933432I03Rik",2.73322411494545
"1700121N20Rik",2.8073549220576
"1700022A22Rik",2.58496250072116
"4930419G24Rik",3.24366384923141
"1700048F04Rik",2.58496250072116
"Cdh23",2.32192809488736
"4930524O07Rik",2.58496250072116
"9030625G05Rik",2.58496250072116
"Larp1b",2.58496250072116
"2210039B01Rik",2.58496250072116
"1700056N10Rik",2.58496250072116
"4930566D17Rik",2.58496250072116
"Muc16",2.58496250072116
"4930435F05Rik",2.58496250072116
"Gm3336",2.54112343308219
"4930556N13Rik",2.76144478223009
"4930447K03Rik",2.58496250072116
"4930594M17Rik",2.58496250072116
"3010027C24Rik",2.58496250072116
"4933411E02Rik",2.58496250072116
"1700109K24Rik",3.33444583390372
"Spr",3.42156296791525
"4930533B01Rik",2.58496250072116
"C030004G16Rik",2.77028951850153
"4930590A17Rik",2.69615871138938
"Gsdmcl-ps",2.40960623016529
"4930434B07Rik",2.58496250072116
"5430440P10Rik",2.32192809488736
"4933438A12Rik",2.32192809488736
"4933400F21Rik",2.58496250072116
"Cep85",6.88210184658906
"Kif2c",2.40960623016529
"Thg1l",3.27045458256784
"Aatf",5.37651520307566
"1700039E15Rik",2.58496250072116
"3110018I06Rik",2.58496250072116
"1700084J12Rik",3.14088846287418
"4930402F11Rik",2.58496250072116
"4933402C06Rik",2.58496250072116
"4930505A04Rik",2.58496250072116
"Ces5a",2.84912291750802
"Prkag2os1",2.58496250072116
"9530004P13Rik",2.58496250072116
"Trappc9",2.58496250072116
"Gm13999",2.62202790427723
"Rab3c",2.58496250072116
"Mob2",3.20874132078783
"1700063K16Rik",2.32192809488736
"C530008M17Rik",2.58496250072116
"Nudt12os",2.58496250072116
"Ndufb4",3.1338957293593
"Ankrd55",2.58496250072116
"8430437N05Rik",2.49728436544323
"Kansl1",8.16864609084171
"4930524N10Rik",2.58496250072116
"4930522N08Rik",2.58496250072116
"Fam118b",6.21173233018419
"Tmem217",2.40960623016529
"4930597L12Rik",2.73322411494545
"Zfp715",2.96677452725769
"1700111E14Rik",3.51523234366229
"4933413J09Rik",2.62202790427723
"Syce1l",2.58496250072116
"Fam71e1",2.58496250072116
"Eapp",9.05623668423765
"2310016G11Rik",2.62202790427723
"Sept14",2.58496250072116
"Meaf6",7.48961829236969
"2600006K01Rik",2.58496250072116
"4930564B18Rik",2.54112343308219
"8030423J24Rik",2.58496250072116
"4930445E18Rik",2.58496250072116
"1700054O19Rik",2.8073549220576
"Ms4a10",2.32192809488736
"2410137M14Rik",2.58496250072116
"Prl8a1",2.58496250072116
"4930533B18Rik",2.58496250072116
"4930448F12Rik",2.32192809488736
"Ccdc172",2.58496250072116
"Zbtb32",2.62202790427723
"Pldi",2.58496250072116
"Eya4",2.58496250072116
"Med27",7.94494431528446
"5730510P18Rik",2.58496250072116
"Camsap3",2.58496250072116
"4933414I06Rik",2.62202790427723
"Apoe",12.0485922162398
"Lrch3",3.27241179196271
"Lcn9",3.2512077729377
"Dusp21",2.32192809488736
"1700016A09Rik",2.62202790427723
"Abca14",2.76144478223009
"Krtcap3",2.54224944403525
"1700014B07Rik",2.32192809488736
"1700040F17Rik",2.58496250072116
"4930412D23Rik",2.58496250072116
"Rnf19b",6.0914570552281
"Spn-ps",2.32192809488736
"Cntd1",2.58496250072116
"Lyzl6",3.0184274785004
"Gm2011",4.8740826705539
"Prss40",2.69615871138938
"4930405H06Rik",2.58496250072116
"Wdyhv1",5.87656370104328
"Gm9748",2.58496250072116
"Haao",3.09530198094625
"1700020M10Rik",2.8073549220576
"Ift43",7.5031770788783
"1700122O11Rik",2.32192809488736
"Spata25",2.49728436544323
"Ube4b",8.47783693959572
"2410006F04Rik",2.58496250072116
"1700092E16Rik",2.45344529780426
"1700028N14Rik",2.58496250072116
"Pdcl2",2.8073549220576
"Camkmt",4.33973432811003
"1700009J07Rik",2.58496250072116
"B430319H21Rik",2.8073549220576
"5033430I15Rik",2.58496250072116
"4930512M02Rik",2.77028951850153
"Agbl4",2.9449987132694
"1700001C02Rik",2.62202790427723
"Fam219aos",5.47992241229174
"2410124H12Rik",2.58496250072116
"4930447F04Rik",2.8073549220576
"Nnmt",2.8073549220576
"Lrp8os1",2.58496250072116
"1810059H22Rik",2.79988027025366
"Gm10562",2.58496250072116
"Mettl5os",2.58496250072116
"Snf8",7.56987777785714
"1700021P04Rik",2.58496250072116
"9230104L09Rik",2.65413541726763
"0610025J13Rik",2.58496250072116
"3300002I08Rik",2.94074286458487
"5530400C23Rik",2.58496250072116
"Tepp",2.62202790427723
"Csmd2os",2.58496250072116
"Nup54",8.00352363816881
"Krtap7-1",2.58496250072116
"4930408O17Rik",2.58496250072116
"2810474C18Rik",2.58496250072116
"Klf13",4.172172614147
"4930449E01Rik",2.58496250072116
"Dcst1",2.32192809488736
"4930529I22Rik",2.58496250072116
"C030005H24Rik",2.32192809488736
"Parp14",2.65413541726763
"Tmem190",2.36576716252633
"1700031F10Rik",2.58496250072116
"Tmem89",2.76144478223009
"1700069L16Rik",2.65413541726763
"2310040G07Rik",3.6470441102054
